"# Weather station Lisbon, Portugal, WMO_ID=8579,selection from 03.04.2020 till 01.09.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=8579&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Lisbon,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.07.2020 16:00,32.7,749.8,758.4,-1.2,37,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
29.07.2020 14:00,32.0,750.4,759.1,-1.1,44,Wind blowing from the east,3,,,, ,,,,,,,,,,,18.2,No precipitation,1,,,,
29.07.2020 13:00,29.9,751.0,759.7,-0.5,49,Wind blowing from the south,2,,,, ,,,,,,,,,,,17.9,No precipitation,1,,,,
29.07.2020 12:00,27.7,751.4,760.1,-0.1,55,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,17.8,No precipitation,6,,,,
29.07.2020 11:00,26.7,751.5,760.3,0.0,58,Wind blowing from the east,2,,,, ,,,,,,,,,,,17.8,No precipitation,1,,,,
29.07.2020 10:00,24.7,751.5,760.3,0.2,62,Wind blowing from the north,2,,,, ,,,,,,,,,,,16.9,No precipitation,1,,,,
29.07.2020 09:00,22.1,751.5,760.4,0.2,72,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
29.07.2020 08:00,20.8,751.5,760.4,0.2,77,Wind blowing from the north,3,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
29.07.2020 07:00,18.4,751.3,760.5,,87,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
29.07.2020 06:00,17.2,751.3,760.5,0.0,93,Wind blowing from the north-northwest,3,,,, ,,,17.0,,,,,,,,16.0,No precipitation,12,,,,
29.07.2020 05:00,17.2,751.3,760.6,-0.3,92,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
29.07.2020 03:00,17.6,751.3,760.4,-1.1,90,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,15.9,,,,,,
29.07.2020 02:00,17.9,751.6,760.8,-0.9,88,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
29.07.2020 01:00,18.3,752.0,761.2,-0.9,87,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
29.07.2020 00:00,18.3,752.4,761.5,-0.3,87,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,16.0,No precipitation,6,,,,
28.07.2020 23:00,18.5,752.5,761.7,0.0,85,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
28.07.2020 22:00,18.7,752.9,762.1,0.5,83,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
28.07.2020 21:00,18.9,752.7,761.8,0.3,81,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,15.5,No precipitation,12,,,,
28.07.2020 20:00,19.5,752.5,761.5,-0.1,76,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
28.07.2020 19:00,21.9,752.4,761.5,-0.4,65,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
28.07.2020 18:00,23.5,752.4,761.3,-0.4,56,Wind blowing from the north-northwest,4,,,, ,,,,29.5,,,,,,,14.3,No precipitation,12,,,,
28.07.2020 17:00,25.1,752.6,761.5,-0.4,54,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
28.07.2020 16:00,26.9,752.8,761.6,-0.6,50,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
28.07.2020 15:00,28.1,752.8,761.5,-0.7,50,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
28.07.2020 14:00,28.7,753.0,761.8,-0.8,51,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,17.7,No precipitation,1,,,,
28.07.2020 13:00,28.4,753.4,762.1,-0.5,53,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,17.9,No precipitation,1,,,,
28.07.2020 12:00,27.6,753.5,762.3,-0.5,56,Wind blowing from the north,3,,,, ,,,,,,,,,,,18.1,No precipitation,6,,,,
28.07.2020 11:00,26.2,753.8,762.6,-0.4,61,Wind blowing from the north,5,,,, ,,,,,,,,,,,18.2,No precipitation,1,,,,
28.07.2020 10:00,24.3,753.9,762.7,-0.1,70,Wind blowing from the north,5,,,, ,,,,,,,,,,,18.5,No precipitation,1,,,,
28.07.2020 09:00,23.0,754.0,762.9,0.2,76,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,18.6,No precipitation,1,,,,
28.07.2020 08:00,21.2,754.2,763.3,0.5,85,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,18.6,No precipitation,1,,,,
28.07.2020 07:00,20.6,754.0,763.0,0.5,87,Wind blowing from the north,3,,,, ,,,,,,,,,,,18.3,No precipitation,1,,,,
28.07.2020 06:00,20.1,753.8,763.0,,89,Wind blowing from the north,4,,,, ,,,20.0,,,,,,,,18.3,No precipitation,12,,,,
28.07.2020 05:00,20.4,753.7,762.7,0.0,88,Wind blowing from the north,4,,,, ,,,,,,,,,,,18.4,No precipitation,1,,,,
28.07.2020 04:00,20.5,753.5,762.7,-0.3,88,Wind blowing from the north,3,,,, ,,,,,,,,,,,18.5,No precipitation,1,,,,
28.07.2020 02:00,20.5,753.7,762.8,-0.6,86,Wind blowing from the north,4,,,, ,,,,,,,,,,,18.0,No precipitation,1,,,,
28.07.2020 01:00,20.7,753.8,763.0,-0.5,84,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,17.8,No precipitation,1,,,,
28.07.2020 00:00,20.4,754.1,763.2,-0.2,84,Wind blowing from the north,4,,,, ,,,,,,,,,,,17.6,No precipitation,6,,,,
27.07.2020 23:00,20.2,754.3,763.4,0.5,85,Wind blowing from the north,4,,,, ,,,,,,,,,,,17.5,No precipitation,1,,,,
27.07.2020 22:00,20.7,754.3,763.4,0.9,83,Wind blowing from the north,5,,,, ,,,,,,,,,,,17.6,No precipitation,1,,,,
27.07.2020 21:00,20.9,754.3,763.3,1.2,81,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,17.5,No precipitation,12,,,,
27.07.2020 20:00,21.1,753.8,762.9,0.9,80,Wind blowing from the north,5,,,, ,,,,,,,,,,,17.5,No precipitation,1,,,,
27.07.2020 19:00,21.8,753.4,762.4,0.3,77,Wind blowing from the north,6,,,, ,,,,,,,,,,,17.6,No precipitation,1,,,,
27.07.2020 18:00,23.4,753.1,762.1,,71,Wind blowing from the north-northwest,3,,,, ,,,,27.8,,,,,,,17.8,No precipitation,12,,,,
27.07.2020 17:00,25.6,752.9,761.8,-0.2,62,Wind blowing from the north,6,,,, ,,,,,,,,,,,17.7,No precipitation,1,,,,
27.07.2020 16:00,26.0,753.1,762.0,-0.1,60,Wind blowing from the north,7,,,, ,,,,,,,,,,,17.6,No precipitation,1,,,,
27.07.2020 15:00,26.8,,,,55,Wind blowing from the north,5,,,, ,,,,,,,,,,,17.1,No precipitation,1,,,,
27.07.2020 14:00,27.4,753.1,761.8,,52,Wind blowing from the north,6,,,, ,,,,,,,,,,,16.7,No precipitation,1,,,,
27.07.2020 13:00,26.4,753.2,762.0,,58,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,17.5,No precipitation,1,,,,
27.07.2020 12:00,25.5,753.2,762.1,0.4,60,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,17.1,No precipitation,6,,,,
27.07.2020 11:00,25.7,,,,57,Wind blowing from the north,4,,,, ,,,,,,,,,,,16.6,No precipitation,1,,,,
27.07.2020 10:00,23.8,,,,62,Wind blowing from the north,5,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
27.07.2020 09:00,22.3,752.8,761.8,1.2,67,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
27.07.2020 08:00,21.7,,,,67,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
27.07.2020 07:00,20.8,752.2,761.2,0.9,68,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,14.7,No precipitation,1,,,,
27.07.2020 06:00,19.4,751.6,760.8,0.2,66,Wind blowing from the north,3,,,, ,,,18.8,,,,,,,,12.8,No precipitation,12,,,,
27.07.2020 05:00,19.5,751.3,760.4,-0.2,63,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,12.3,No precipitation,1,,,,
27.07.2020 04:00,19.8,751.3,760.4,-0.6,57,Wind blowing from the north,5,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
27.07.2020 03:00,20.0,751.4,760.6,,55,Wind blowing from the north,4,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
27.07.2020 02:00,19.3,751.5,760.6,,60,Wind blowing from the north,3,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
27.07.2020 01:00,19.0,751.9,761.0,,67,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
27.07.2020 00:00,19.4,,,,68,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.2,No precipitation,6,,,,
26.07.2020 23:00,19.9,,,,64,Wind blowing from the north,4,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
26.07.2020 22:00,20.2,,,,63,Wind blowing from the north,4,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
26.07.2020 21:00,20.6,,,,67,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,14.3,No precipitation,12,,,,
26.07.2020 20:00,22.0,,,,68,Wind blowing from the north,5,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
26.07.2020 19:00,24.2,,,,62,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
26.07.2020 18:00,26.5,,,,56,Wind blowing from the north-northwest,3,,,, ,,,,32.2,,,,,,,17.0,No precipitation,12,,,,
26.07.2020 17:00,28.5,,,,50,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,17.2,No precipitation,1,,,,
26.07.2020 16:00,30.1,,,,45,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,17.0,No precipitation,1,,,,
26.07.2020 15:00,31.4,,,,39,Wind blowing from the north,5,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
26.07.2020 14:00,31.1,,,,39,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.5,No precipitation,1,,,,
26.07.2020 13:00,30.2,,,,41,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
26.07.2020 12:00,29.2,,,,43,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.4,No precipitation,6,,,,
26.07.2020 11:00,28.3,,,,47,Wind blowing from the north,4,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
26.07.2020 10:00,25.7,,,,56,Wind blowing from the north,4,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
26.07.2020 09:00,22.9,752.5,761.5,0.3,66,Wind blowing from the north,5,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
26.07.2020 08:00,21.5,,,,73,Wind blowing from the north,4,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
26.07.2020 07:00,19.4,752.3,761.4,0.1,81,Wind blowing from the north,3,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
26.07.2020 06:00,18.3,752.2,761.3,0.0,85,Wind blowing from the north,3,,,, ,,,17.8,,,,,,,,15.8,No precipitation,12,,,,
26.07.2020 05:00,18.0,752.2,761.3,0.0,86,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
26.07.2020 04:00,18.0,752.2,761.3,-0.1,88,Wind blowing from the north,5,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
26.07.2020 03:00,18.1,752.2,761.5,,88,Wind blowing from the north,4,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
26.07.2020 02:00,18.5,752.2,761.3,,85,Wind blowing from the north,4,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
26.07.2020 01:00,19.0,752.3,761.5,,82,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
26.07.2020 00:00,19.3,,,,81,Wind blowing from the north,2,,,, ,,,,,,,,,,,16.0,No precipitation,6,,,,
25.07.2020 23:00,19.6,,,,78,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
25.07.2020 22:00,19.2,,,,78,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
25.07.2020 21:00,19.9,,,,73,Wind blowing from the north,5,,,, ,,,,,,,,,,,14.9,No precipitation,12,,,,
25.07.2020 20:00,21.0,,,,70,Wind blowing from the north,6,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
25.07.2020 19:00,22.9,,,,60,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
25.07.2020 18:00,25.2,,,,53,Wind blowing from the north,3,,,, ,,,,30.4,,,,,,,14.8,No precipitation,12,,,,
25.07.2020 17:00,28.4,,,,40,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
25.07.2020 16:00,29.8,,,,33,Wind blowing from the north,5,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
25.07.2020 15:00,29.8,,,,33,Wind blowing from the north,5,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
25.07.2020 14:00,28.3,,,,39,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,13.1,No precipitation,1,,,,
25.07.2020 13:00,29.3,752.5,761.2,-0.1,39,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,14.1,No precipitation,1,,,,
25.07.2020 12:00,29.0,752.7,761.4,0.4,38,Wind blowing from the north,5,,,, ,,,,,,,,,,,13.4,No precipitation,6,,,,
25.07.2020 11:00,28.0,752.7,761.5,0.4,46,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
25.07.2020 10:00,26.6,752.6,761.4,0.7,48,Wind blowing from the north,4,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
25.07.2020 09:00,24.3,752.3,761.2,0.6,55,Wind blowing from the north,5,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
25.07.2020 08:00,22.2,752.3,761.2,0.7,66,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
25.07.2020 07:00,20.7,751.9,761.0,,70,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
25.07.2020 06:00,19.1,751.7,760.9,0.0,77,Wind blowing from the north-northwest,4,,,, ,,,18.5,,,,,,,,14.9,No precipitation,12,,,,
25.07.2020 05:00,19.1,751.6,760.7,-0.4,77,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.9,No precipitation,1,,,,
25.07.2020 04:00,18.7,,,,80,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
25.07.2020 03:00,18.9,751.7,760.9,,81,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.5,No precipitation,1,,,,
25.07.2020 02:00,18.6,752.0,761.2,,81,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
25.07.2020 00:00,19.1,,,,77,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.9,No precipitation,6,,,,
24.07.2020 23:00,19.3,,,,74,Wind blowing from the north,4,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
24.07.2020 22:00,19.3,,,,77,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
24.07.2020 21:00,19.5,,,,75,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,15.0,No precipitation,12,,,,
24.07.2020 20:00,20.2,,,,71,Wind blowing from the north,5,,,, ,,,,,,,,,,,14.7,No precipitation,1,,,,
24.07.2020 19:00,22.3,,,,58,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
24.07.2020 18:00,24.4,,,,49,Wind blowing from the north-northwest,7,,,, ,,,,29.7,,,,,,,13.1,No precipitation,12,,,,
24.07.2020 17:00,26.2,,,,42,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
24.07.2020 16:00,27.6,,,,37,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
24.07.2020 15:00,27.7,,,,38,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
24.07.2020 14:00,29.6,,,,33,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,11.7,No precipitation,1,,,,
24.07.2020 13:00,28.6,,,,35,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
24.07.2020 12:00,27.5,,,,38,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,11.9,No precipitation,6,,,,
24.07.2020 11:00,26.6,,,,44,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,13.2,No precipitation,1,,,,
24.07.2020 09:00,23.0,,,,52,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
24.07.2020 08:00,20.8,753.5,762.4,0.4,62,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,13.3,No precipitation,1,,,,
24.07.2020 07:00,19.2,753.2,762.3,0.2,68,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,13.1,No precipitation,1,,,,
24.07.2020 06:00,18.0,753.3,762.4,0.2,73,Wind blowing from the north-northwest,4,,,, ,,,17.5,,,,,,,,13.1,No precipitation,12,,,,
24.07.2020 05:00,17.6,753.1,762.4,-0.1,75,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
24.07.2020 04:00,17.6,753.0,762.2,-0.7,75,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
24.07.2020 03:00,18.3,753.1,762.2,,73,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
24.07.2020 02:00,18.6,753.2,762.4,,73,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
24.07.2020 01:00,18.8,753.7,762.9,,73,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
24.07.2020 00:00,19.3,,,,71,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.8,No precipitation,6,,,,
23.07.2020 23:00,20.1,,,,68,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
23.07.2020 22:00,20.1,,,,73,Wind blowing from the north,5,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
23.07.2020 21:00,20.9,,,,72,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,15.7,No precipitation,12,,,,
23.07.2020 20:00,22.1,,,,70,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
23.07.2020 19:00,25.5,,,,53,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
23.07.2020 18:00,28.1,,,,40,Wind blowing from the north-northwest,2,,,, ,,,,34.1,,,,,,,13.2,No precipitation,12,,,,
23.07.2020 17:00,30.5,,,,34,Wind blowing from the north,5,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
23.07.2020 16:00,32.1,,,,33,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
23.07.2020 15:00,32.2,753.5,762.1,-0.6,35,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,14.9,No precipitation,1,,,,
23.07.2020 14:00,34.0,753.5,762.1,,31,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
23.07.2020 13:00,31.1,,,,44,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,17.4,No precipitation,1,,,,
23.07.2020 12:00,30.0,754.1,762.7,-0.4,47,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,17.6,No precipitation,6,,,,
23.07.2020 11:00,28.0,,,,54,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,17.7,No precipitation,1,,,,
23.07.2020 10:00,26.3,754.5,763.3,0.2,59,Wind blowing from the east,3,,,, ,,,,,,,,,,,17.7,No precipitation,1,,,,
23.07.2020 09:00,25.2,754.5,763.3,0.4,58,Wind blowing from the north,2,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
23.07.2020 08:00,21.7,754.5,763.4,0.5,71,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
23.07.2020 07:00,19.8,754.3,763.3,0.3,78,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
23.07.2020 06:00,17.9,754.1,763.3,0.1,87,Wind blowing from the north-west,2,,,, ,,,17.7,,,,,,,,15.6,No precipitation,12,,,,
23.07.2020 05:00,18.7,754.0,763.2,-0.1,81,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
23.07.2020 04:00,19.3,754.0,763.1,-0.4,77,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
23.07.2020 03:00,20.1,754.0,763.1,-0.6,70,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
23.07.2020 02:00,20.0,754.1,763.3,-0.5,72,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
23.07.2020 01:00,20.9,754.4,763.6,-0.1,70,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,15.2,,,,,,
23.07.2020 00:00,22.8,754.6,763.6,0.4,60,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,14.7,No precipitation,6,,,,
22.07.2020 23:00,22.9,754.6,763.8,0.6,60,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
22.07.2020 22:00,24.0,754.5,763.6,0.8,56,Wind blowing from the north,2,,,, ,,,,,,,,,,,14.7,No precipitation,1,,,,
22.07.2020 21:00,25.1,754.2,763.2,0.5,54,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.0,No precipitation,12,,,,
22.07.2020 20:00,24.9,754.0,763.0,0.3,56,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
22.07.2020 19:00,27.8,753.7,762.6,-0.1,48,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
22.07.2020 18:00,30.3,753.7,762.4,,37,Wind blowing from the north-west,2,,,, ,,,,33.0,,,,,,,14.1,No precipitation,12,,,,
22.07.2020 17:00,31.7,753.7,762.3,-0.3,35,Wind blowing from the west,3,,,, ,,,,,,,,,,,14.2,No precipitation,1,,,,
22.07.2020 16:00,31.8,753.8,762.4,-0.5,38,Wind blowing from the west,4,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
22.07.2020 15:00,31.9,,,,40,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,16.6,No precipitation,1,,,,
22.07.2020 14:00,32.3,754.0,762.7,-0.3,42,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,17.8,No precipitation,1,,,,
22.07.2020 13:00,30.1,754.3,763.0,-0.1,43,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
22.07.2020 12:00,30.9,754.3,762.9,-0.1,41,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,,16.3,No precipitation,6,,,,
22.07.2020 11:00,28.7,754.3,763.1,0.0,53,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,18.2,No precipitation,1,,,,
22.07.2020 10:00,28.9,754.4,763.1,0.7,57,Wind blowing from the east,2,,,, ,,,,,,,,,,,19.4,No precipitation,1,,,,
22.07.2020 09:00,27.2,754.4,763.3,1.0,59,Wind blowing from the east,1,,,, ,,,,,,,,,,,18.5,No precipitation,1,,,,
22.07.2020 08:00,24.6,754.3,763.1,1.2,73,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,19.5,No precipitation,1,,,,
22.07.2020 07:00,23.4,753.7,762.7,0.9,78,Wind blowing from the east,2,,,, ,,,,,,,,,,,19.3,No precipitation,1,,,,
22.07.2020 06:00,21.8,753.4,762.4,0.6,73,Wind blowing from the east-northeast,1,,,, ,,,21.1,,,,,,,,16.7,No precipitation,12,,,,
22.07.2020 05:00,21.4,753.1,762.2,0.2,68,"Calm, no wind",0,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
22.07.2020 04:00,21.7,752.8,761.9,0.0,66,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
22.07.2020 03:00,22.1,752.8,761.9,-0.1,72,Wind blowing from the east,1,,,, ,,,,,,,,,,,16.7,No precipitation,1,,,,
22.07.2020 02:00,23.1,752.9,762.1,0.0,64,"Calm, no wind",0,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
22.07.2020 01:00,23.1,752.8,761.9,0.3,64,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
22.07.2020 00:00,23.8,752.9,762.0,0.8,62,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,16.0,No precipitation,6,,,,
21.07.2020 23:00,24.1,752.9,761.9,1.3,60,Wind blowing from the east,2,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
21.07.2020 22:00,25.2,752.5,761.5,0.9,54,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
21.07.2020 21:00,25.6,752.1,761.1,0.5,51,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,14.7,No precipitation,12,,,,
21.07.2020 20:00,25.6,751.6,760.5,0.7,50,Wind blowing from the north,1,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
21.07.2020 19:00,26.9,751.6,760.5,0.5,45,Wind blowing from the south,2,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
21.07.2020 18:00,27.4,751.6,760.4,0.9,54,Wind blowing from the east,3,,,, ,,,,35.3,,,,,,,17.4,0.1,12,,,,
21.07.2020 17:00,27.8,750.9,759.8,0.0,56,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,18.1,No precipitation,1,,,,
21.07.2020 16:00,30.8,751.1,759.9,0.2,44,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,17.1,No precipitation,1,,,,
21.07.2020 15:00,33.2,750.7,759.3,0.0,39,Wind blowing from the east,5,,,, ,,,,,,,,,,,17.6,No precipitation,1,,,,
21.07.2020 14:00,34.2,750.9,759.4,0.1,35,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,16.7,No precipitation,1,,,,
