,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action 11,Action 12,Action 13,Action 14,Action 15,Action 16,Action 17,Action 18,Action 19,Action 20,Action to Next Point
4075,2,2,2,-1,-2,-3,1,-1,2,2,2,-2,-1,0,1,2,2,-1,-1,-1,0
4076,1,2,1,-2,-2,-2,2,2,1,1,-2,-2,-2,-1,2,2,2,1,1,1,0
4077,2,2,2,-3,-3,-3,-2,2,1,-1,-2,-2,-2,2,3,2,2,-2,-3,-2,0
4078,-2,2,3,-1,-2,-2,-1,2,2,2,1,-2,-3,-2,-2,1,2,-1,-2,-2,0
4079,-2,-1,-1,2,2,1,0,-3,-2,-2,0,1,0,-2,-2,-2,-2,1,2,2,0
4080,2,3,2,1,-2,1,2,3,3,-2,-2,-3,-2,0,1,-1,-2,-3,-2,-2,0
4081,0,-1,-1,2,2,2,1,-1,2,2,2,-2,-2,-2,-1,-2,-2,-1,1,1,0
4082,-2,0,2,2,1,-2,-2,-1,1,2,0,-1,-3,-1,-1,1,1,1,-2,-2,0
4083,-2,-2,0,2,2,-1,-2,-2,-2,1,1,1,-1,-1,-2,-1,1,2,1,1,0
4084,-3,-2,0,1,-3,-3,-3,-1,1,0,-2,-2,-2,-2,1,0,3,1,0,-1,0
4085,-2,0,1,3,-1,-2,-2,-2,-2,-1,-2,0,-2,-1,-1,1,1,0,0,0,0
4086,-1,1,-3,-2,0,1,3,-1,-2,-2,-2,-2,-1,-2,0,-2,-1,-1,1,1,0
4087,1,2,-1,-2,-2,-2,1,1,2,0,-1,0,2,2,2,2,2,2,0,0,0
4088,1,-3,-2,0,1,3,-1,-2,-2,-2,-2,-1,-2,0,-2,-1,-1,1,1,0,0
4089,-2,-2,-2,2,2,2,1,-1,-3,-2,1,2,2,0,-1,-2,-2,2,1,1,0
4090,3,1,-2,-3,-2,1,3,3,-2,-3,-3,-3,-3,2,0,1,-3,-3,-3,0,0
4091,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,1,-1,-3,-3,-2,-2,-1,0
4092,-2,-2,1,3,2,0,-2,-2,1,2,3,2,2,-3,-3,-2,-1,1,2,1,0
4093,-2,-2,-2,1,2,0,-1,-2,-2,-1,1,1,2,0,0,-2,-1,0,2,2,0
4094,-3,-3,-1,2,2,1,-2,-3,-2,-2,-1,-1,-1,1,-3,-2,0,1,2,1,0
4095,-3,-3,1,2,2,-2,-2,-3,-2,-1,1,1,0,-1,-2,-2,-2,1,2,0,0
4096,-2,-3,0,-3,-2,-2,1,1,1,0,-2,-1,-1,0,2,2,1,-2,-2,-1,0
4097,0,-2,-1,1,2,2,2,-2,-2,2,2,2,0,0,-3,-2,-2,0,1,1,0
4098,1,0,-2,-2,-2,-2,1,2,2,0,-1,-2,0,0,3,2,1,-2,-1,0,0
4099,-3,-3,-3,-3,-3,-2,-2,-3,-3,1,-2,-2,-2,-3,-2,-3,-3,0,0,1,0
4100,1,1,1,0,-1,-2,-1,2,2,2,2,-2,-2,-2,1,2,3,3,-2,0,0
4101,2,2,1,0,-2,-1,1,2,2,2,-2,-2,2,2,2,0,0,-3,-2,-2,0
4102,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3,3,2,0
4103,2,1,0,2,2,2,2,-2,-2,-2,-1,0,1,-1,-2,-2,-2,-2,0,1,0
4104,1,0,-2,0,1,2,2,1,-2,0,1,1,1,-2,-2,-1,-3,-1,-1,1,0
4105,3,2,2,0,-3,-2,-1,2,1,1,-1,-2,-2,-1,1,2,-1,-2,-2,-2,0
4106,3,-1,-2,-2,-2,0,3,1,2,-2,-2,-1,2,2,2,0,-2,-2,-2,-1,0
4107,2,2,1,-2,-2,-1,2,2,2,2,-2,-3,-2,-1,0,2,1,1,-1,-1,0
4108,1,1,1,1,-1,-1,0,1,2,1,-1,-2,-2,-2,0,1,2,-1,-2,-2,0
4109,2,2,0,-1,-1,0,2,2,2,2,0,-2,-2,2,-1,3,-1,-2,-2,-2,0
4110,-2,-1,-1,2,2,2,3,2,2,2,1,1,1,-2,-2,-2,-1,3,3,2,0
4111,-2,-2,-1,2,2,2,1,-2,-3,-2,-1,2,1,-1,-2,-3,-2,0,2,2,0
4112,2,2,2,-1,-2,-3,1,-1,2,2,2,-2,-1,0,1,2,2,-1,-1,-1,0
4113,1,1,1,0,-2,-2,-1,-1,-1,-1,2,2,1,-1,-2,-2,1,1,1,1,0
4114,-3,-3,-3,0,-1,-3,-3,-3,-1,-2,0,2,2,2,2,0,-1,-1,0,0,0
4115,1,0,-2,0,1,2,2,1,-2,0,1,1,1,-2,-2,-1,-3,-1,-1,1,0
4116,1,-2,-3,-1,2,2,0,-2,-3,-2,-1,3,3,3,2,-3,-3,-3,-1,-1,1
4117,2,2,-2,-2,-2,3,3,3,3,2,-3,-3,-3,-1,-2,-3,0,-3,-2,-2,1
4118,-2,-2,-2,1,0,2,1,1,-1,-2,-2,0,1,2,1,-2,-2,-2,2,2,1
4119,2,1,-1,-2,-3,-2,0,2,1,1,0,-2,0,1,2,2,1,-2,0,1,1
4120,2,1,-1,-2,-2,0,2,2,0,-2,-1,-1,2,2,3,2,2,-1,-2,-2,1
4121,-2,-1,-1,2,2,0,-1,0,1,2,2,0,-2,0,-3,-1,0,1,2,2,1
4122,0,0,-1,3,2,2,0,-3,-1,-1,1,1,-2,-2,-3,-3,3,3,3,3,1
4123,2,-3,0,2,-2,-3,-3,-3,-3,-2,2,2,3,2,0,0,0,1,0,1,1
4124,0,1,1,2,2,3,2,1,-3,-3,-3,1,0,-1,-2,-2,-3,-2,1,2,1
4125,2,1,-1,-2,-1,-1,2,2,1,0,-3,-2,-2,0,1,0,-2,-2,-2,-2,1
4126,-2,-3,-2,2,2,2,1,-2,-2,-2,0,2,2,1,-2,-3,0,2,3,2,1
4127,0,-2,-2,0,1,3,2,2,-2,-1,1,2,2,2,-2,-2,0,1,3,2,1
4128,0,0,0,-1,-1,-1,2,2,2,2,-1,-2,1,2,3,-1,-2,-2,-2,0,1
4129,2,2,1,-2,-1,1,2,2,-1,-1,-1,0,2,1,2,0,1,1,1,1,1
4130,-1,-2,-2,0,2,2,1,-1,-1,-1,1,2,2,2,2,-1,-3,-2,0,1,1
4131,2,2,2,0,-1,-2,2,2,2,2,-2,-2,-2,-2,2,1,1,-1,-2,-1,1
4132,-2,-2,1,0,2,1,1,-1,-2,-2,0,1,2,1,-2,-2,-2,2,2,1,1
4133,2,2,2,-2,-2,-2,0,0,3,1,-1,-1,-3,-2,2,2,2,0,-2,-2,1
4134,2,2,2,2,-2,-2,0,0,3,1,1,-2,-2,-2,2,1,2,0,-2,-2,1
4135,-2,-3,-3,0,0,1,0,-2,-2,-2,-1,2,2,3,2,2,-1,-2,0,1,1
4136,2,2,2,-2,-2,-2,0,0,3,1,-1,-1,-3,-2,2,2,2,0,-2,-2,1
4137,2,-3,-3,-3,-2,-2,-1,0,-2,-1,-1,2,2,2,3,2,2,2,1,1,1
4138,0,1,1,0,2,3,3,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3,-3,-3,1
4139,-2,0,2,2,0,-2,-2,0,1,2,2,-1,-2,-1,-1,2,2,0,-1,0,1
4140,-1,-2,-2,-1,2,1,0,-1,-2,-2,-1,2,2,1,-1,-2,-2,-2,-1,1,1
4141,0,0,0,-1,-1,-1,2,2,2,2,-1,-2,1,2,3,-1,-2,-2,-2,0,1
4142,-1,-1,-1,-2,0,2,1,1,-2,-2,-3,-2,0,1,1,-2,-2,-2,-2,0,1
4143,2,-2,-3,-2,0,2,2,0,-2,-2,-2,0,2,2,2,-2,-2,-1,1,1,1
4144,-2,-2,-2,-1,-2,0,-2,-1,-1,1,1,0,0,0,0,-1,-1,2,2,2,1
4145,-1,-3,-3,-2,0,2,3,3,3,3,-1,-1,-2,-1,-3,-2,-2,0,0,2,1
4146,-3,-3,-2,0,1,-3,-3,-3,-1,0,1,-2,-2,-3,-2,-1,1,1,2,2,1
4147,0,1,-2,-2,-2,-2,-1,2,3,0,3,-2,-3,0,-1,2,1,1,-2,-2,1
4148,1,2,2,1,-1,-1,1,-1,3,2,1,0,-1,-1,2,2,2,1,-2,-2,1
4149,-2,-3,-2,2,2,2,1,-2,-2,-2,0,2,2,1,-2,-3,0,2,3,2,1
4150,-1,1,0,0,0,1,0,-1,-1,-1,2,3,3,0,-2,-2,-2,1,1,2,1
4151,-1,2,2,2,1,-1,2,2,2,-2,-2,-2,-1,-2,-2,-1,1,1,0,1,1
4152,2,-2,-3,-3,1,2,2,1,-2,-3,-3,2,2,3,3,-1,1,0,0,0,1
4153,2,2,0,-2,-2,1,0,3,2,-1,-1,-1,2,2,2,-1,-2,-2,-2,-1,1
4154,-1,1,2,2,2,-1,-2,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1
4155,3,3,-2,-3,-3,-3,-3,2,0,1,-3,-3,-3,0,0,-2,-1,-3,-3,-3,1
4156,0,-1,-3,-2,-2,1,2,2,2,-1,-2,-2,-2,0,2,2,1,-2,-2,-1,1
4157,0,1,-2,-2,-2,-2,-1,2,3,0,3,-2,-3,0,-1,2,1,1,-2,-2,1
4158,-2,-2,-1,2,3,0,3,-2,-3,0,-1,2,1,1,-2,-2,1,2,2,-1,1
4159,1,0,-2,-1,-1,1,1,1,1,-1,-1,0,1,2,1,-1,-2,-2,-2,0,1
4160,-2,-2,2,0,0,-1,-1,-1,0,0,0,-1,-1,-1,2,2,2,2,-1,-2,1
4161,-1,1,0,0,0,1,0,-1,-1,-1,2,3,3,0,-2,-2,-2,1,1,2,1
4162,3,2,-3,0,2,-2,-3,-3,-3,-3,-2,2,2,3,2,0,0,0,1,0,1
4163,2,0,-2,-2,1,2,2,2,1,-2,-2,-2,1,2,2,1,-2,-2,-1,1,1
4164,0,-1,2,3,3,3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,2,2,1
4165,-3,-2,-2,-2,2,2,-1,-2,-2,-2,1,3,2,0,-2,-3,0,1,2,1,1
4166,-2,-2,2,1,1,-2,-2,-2,-1,0,2,2,2,-1,0,1,2,2,2,2,1
4167,2,-2,-3,-2,0,2,2,0,-2,-2,-2,0,2,2,2,-2,-2,-1,1,1,1
4168,0,-2,-2,-2,0,2,3,2,0,-2,-2,-2,-2,2,1,-2,0,-3,-1,1,1
4169,-2,-1,2,2,2,1,-2,-2,-1,2,2,2,2,-2,-3,-2,-1,0,2,1,1
4170,3,3,-1,1,0,0,0,1,0,-1,-1,-1,2,3,3,0,-2,-2,-2,1,1
4171,-1,-2,0,0,3,2,1,-2,-1,0,0,3,2,1,-2,0,-2,2,2,2,1
4172,-1,-2,-2,-2,1,2,0,0,-2,-2,-2,1,2,2,0,-1,-2,-2,1,2,1
4173,-2,-2,-2,1,0,2,1,1,-1,-2,-2,0,1,2,1,-2,-2,-2,2,2,1
4174,-3,-2,2,3,2,2,0,-3,-3,2,2,2,-1,-2,-3,0,-2,0,1,1,1
4175,-1,-2,-3,-2,0,1,2,1,-2,-2,-2,-2,1,2,0,-1,-2,0,2,2,1
4176,3,2,1,-2,-3,-2,0,1,2,0,-2,-2,1,2,2,2,1,-2,-2,-2,1
4177,-2,-2,2,0,0,-1,-1,-1,0,0,0,-1,-1,-1,2,2,2,2,-1,-2,1
4178,0,1,-2,-2,-2,-2,-1,2,3,0,3,-2,-3,0,-1,2,1,1,-2,-2,1
4179,-1,-3,-3,0,2,2,-2,-3,-3,1,-2,2,1,2,-1,-2,-2,-1,2,2,1
4180,2,1,-1,-2,-2,0,2,2,0,-2,-1,-1,2,2,3,2,2,-1,-2,-2,1
4181,-2,-2,-2,-1,2,2,2,2,-2,-2,-1,1,2,-2,0,-3,1,-1,2,2,1
4182,1,2,-1,-2,-2,-2,-2,-1,1,0,-2,-2,-2,-2,1,1,2,-1,-1,-1,1
4183,2,1,-1,-2,-3,-2,0,2,1,1,0,-2,0,1,2,2,1,-2,0,1,1
4184,1,2,3,3,2,-3,-1,2,3,2,2,-1,-3,-3,-3,-3,2,3,2,2,1
4185,-2,2,3,2,0,-2,-3,-2,-2,-2,3,3,3,-2,-3,-2,-1,3,3,2,1
4186,-1,-2,-3,-2,0,1,2,1,-2,-2,-2,-2,1,2,0,-1,-2,0,2,2,1
4187,-2,-2,-2,1,1,2,1,-3,-3,-3,2,3,2,2,-2,-2,-2,1,3,2,1
4188,0,2,2,2,1,-2,-2,-2,2,2,0,1,-3,-2,0,2,3,2,2,-1,1
4189,-2,-3,-3,-2,3,2,2,-2,-2,-2,2,3,2,-1,-2,-3,-2,-2,2,2,1
4190,0,-2,-2,-2,-1,2,2,2,2,1,-2,-1,1,2,2,-1,-1,-1,0,2,1
4191,-3,-3,0,2,3,3,3,-3,-3,-3,1,2,2,-2,-2,-3,-1,-2,2,0,1
4192,-3,-3,-3,1,0,-1,-2,-2,-3,-2,1,2,1,-1,-2,-3,-2,0,2,1,1
4193,1,3,2,0,-2,-2,1,2,3,2,2,-3,-3,-2,-1,1,2,1,0,-2,1
4194,0,-3,-3,-3,-3,-2,0,2,2,-1,-3,-3,-3,-3,-2,1,-1,-1,-2,-1,1
4195,0,-1,0,2,2,-2,-2,-3,-2,-2,-1,3,2,2,0,-3,-2,-1,2,1,1
4196,1,2,1,-1,-2,-3,-2,0,2,1,1,0,-2,0,1,2,2,1,-2,0,1
4197,-1,-2,-2,-1,2,1,0,-1,-2,-2,-1,2,2,1,-1,-2,-2,-2,-1,1,1
4198,2,2,-2,-2,-3,-2,2,2,2,1,-2,-2,-1,2,2,1,-2,-2,-2,-1,1
4199,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3,3,2,0,-3,-1,1,1,3,1
4200,1,2,2,0,-1,-1,2,2,2,-1,-2,-3,1,-1,2,2,2,-2,-1,0,1
4201,0,-1,-3,-2,-2,1,2,2,2,-1,-2,-2,-2,0,2,2,1,-2,-2,-1,1
4202,2,1,-1,-2,-3,-2,0,2,1,1,0,-2,0,1,2,2,1,-2,0,1,1
4203,0,3,2,0,-2,-3,-2,-1,1,2,2,0,-1,-1,2,2,2,-1,-2,-3,1
4204,1,-3,-3,0,3,3,3,3,-3,-3,-3,1,2,2,-2,-2,-3,-2,-1,1,1
4205,-2,-1,2,3,2,1,-1,-3,-2,-2,3,3,2,-1,-2,-3,-2,-1,2,2,1
4206,3,2,2,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1,1,0,-2,-2,-2,-2,1
4207,0,-1,-3,-3,-1,-3,-1,0,3,3,2,2,2,-1,-2,-1,-2,-1,-3,-1,1
4208,1,1,0,-2,-1,0,2,2,2,2,1,-1,-1,0,2,1,-2,-2,-2,1,1
4209,-3,-3,-3,-3,-3,-2,2,2,-1,-2,-2,-2,0,0,3,2,-2,-2,-1,0,1
4210,-1,-1,2,2,2,1,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1,2,2,1
4211,3,2,2,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1,1,0,-2,-2,-2,-2,1
4212,-2,-3,-3,-2,3,2,2,-2,-2,-2,2,3,2,-1,-2,-3,-2,-2,2,2,1
4213,2,2,1,-2,-2,-2,1,2,2,1,-2,-2,-1,1,1,1,0,-2,-2,-1,1
4214,0,1,-2,-2,-2,-2,-1,2,3,0,3,-2,-3,0,-1,2,1,1,-2,-2,1
4215,-2,-2,-2,-1,-2,0,-2,-1,-1,1,1,0,0,0,0,-1,-1,2,2,2,1
4216,-2,-2,-2,0,2,2,0,-2,-2,-1,1,2,2,0,-2,-3,-2,-2,1,2,1
4217,3,3,2,-3,-3,-3,-2,-2,-1,0,-2,-1,-1,2,2,2,3,2,2,2,1
4218,1,2,-1,-2,-2,-2,-2,-1,1,0,-2,-2,-2,-2,1,1,2,-1,-1,-1,1
4219,2,1,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1,2,2,1,-1,-1,1,1
4220,-1,-2,-2,-2,0,1,2,-1,-2,-2,0,2,2,2,-2,-2,-2,0,0,3,1
4221,-1,3,3,3,3,-3,-3,-3,-3,-2,3,1,-2,-3,-1,2,3,2,-2,0,1
4222,0,-1,-3,-3,-1,-3,-1,0,3,3,2,2,2,-1,-2,-1,-2,-1,-3,-1,1
4223,-3,-3,-3,-1,-1,1,2,2,2,2,2,3,2,-2,-2,-3,2,2,3,2,1
4224,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1,1,0,-2,-2,-2,-2,1,0,3,1
4225,-3,-2,-2,0,1,0,-2,-2,-2,-2,1,2,2,0,-1,-2,0,0,3,2,1
4226,-3,0,2,3,3,3,2,-3,-3,1,2,1,-1,-3,-3,-1,-2,1,2,1,1
4227,-2,-3,-2,2,2,2,1,-2,-2,-2,0,2,2,1,-2,-3,0,2,3,2,1
4228,2,0,-3,-3,-2,0,2,-2,-3,-3,-2,2,3,3,3,-3,-3,-3,0,2,1
4229,1,0,-2,-2,-2,-2,1,1,2,-1,-1,-1,1,2,2,2,0,-2,-2,0,1
4230,-1,-1,-2,2,2,2,-1,-2,-3,-2,0,2,1,-2,0,-3,-1,0,3,2,1
4231,2,1,-1,-1,-1,1,2,2,2,2,-1,-3,-2,0,1,1,-2,-2,-2,-2,1
4232,2,-1,-2,-3,-2,0,2,1,-2,0,-3,-1,0,3,2,1,-2,-3,-2,0,1
4233,-3,-2,1,2,2,0,-1,-2,-2,2,1,1,0,-2,-2,0,2,2,1,-2,1
4234,0,1,1,-2,-2,-2,-2,0,1,2,1,-2,-1,-1,2,2,2,0,-1,-1,1
4235,0,-1,-3,-3,-1,-3,-1,0,3,3,2,2,2,-1,-2,-1,-2,-1,-3,-1,1
4236,-3,-2,-2,-2,3,3,3,-2,-3,-2,-1,3,3,2,1,-3,-3,-1,2,3,1
4237,2,2,-1,-1,-1,2,2,2,1,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1
4238,2,1,0,-1,-2,-2,-1,-1,-1,-2,-3,-2,-2,-2,2,2,-1,-2,-2,-2,1
4239,2,2,1,1,1,0,-2,-2,-1,-1,-1,-1,2,2,1,-1,-2,-2,1,1,1
4240,2,0,-1,-2,-2,2,1,1,0,-2,-2,0,2,2,1,-2,1,-3,-2,0,1
4241,-1,3,2,2,2,0,3,2,2,-2,-2,-2,0,2,3,2,2,1,-2,-2,1
4242,-3,-3,-3,1,0,-1,-2,-2,-3,-2,1,2,1,-1,-2,-3,-2,0,2,1,1
4243,-3,-3,-2,3,2,2,-2,-3,-2,0,2,2,2,1,-2,-2,-2,2,2,0,1
4244,0,-2,-2,-2,0,2,3,2,0,-2,-2,-2,-2,2,1,-2,0,-3,-1,1,1
4245,2,2,-2,-2,-2,2,3,2,-1,-2,-3,-2,-2,2,2,1,-2,-2,-2,2,1
4246,-2,-2,-2,1,2,2,0,-1,-2,0,0,3,2,1,-2,-1,0,0,3,2,1
4247,-3,-3,-3,-3,-3,-1,-3,-3,-3,-1,2,1,-2,-1,-3,0,0,2,3,2,1
4248,1,1,1,-2,-2,-2,-2,-1,2,2,2,2,-2,-2,-1,1,2,-2,0,-3,1
4249,-3,-2,2,3,2,2,0,-3,-3,2,2,2,-1,-2,-3,0,-2,0,1,1,1
4250,0,-3,-1,1,1,3,1,-2,-2,0,3,3,-2,-3,-3,-3,-3,2,2,2,1
4251,-2,-2,2,3,2,-2,-3,-3,1,2,2,1,-2,-3,-3,2,2,3,3,-1,1
4252,-1,-2,-3,-2,-2,-1,0,1,0,-2,-1,-1,1,2,1,1,-2,-2,-1,1,1
4253,-2,-2,-3,-2,-2,-1,3,2,2,0,-3,-2,-1,2,1,1,-1,-2,-2,-1,1
4254,-1,-2,-2,0,2,2,1,-1,-1,-1,1,2,2,2,2,-1,-3,-2,0,1,1
4255,0,-2,-3,-3,-3,2,1,1,-1,-2,-2,-2,-2,1,2,0,-1,-2,-2,-1,1
4256,3,3,-2,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1
4257,0,-2,-2,-2,-1,2,2,3,2,2,-1,-2,0,1,1,-1,-2,-3,-2,0,1
4258,-2,-1,2,2,2,1,-2,-2,-1,2,2,2,2,-2,-3,-2,-1,0,2,1,1
4259,2,0,0,1,2,0,-3,-3,-3,-3,-2,0,2,2,-1,-3,-3,-3,-3,-2,1
4260,-2,-2,-2,1,2,2,0,-1,-2,0,0,3,2,1,-2,-1,0,0,3,2,1
4261,-1,-1,2,2,2,1,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1,2,2,1
4262,-2,-2,-2,-2,-1,-2,-2,-3,-3,-2,-2,2,3,3,-1,0,0,0,1,1,1
4263,0,-3,-1,1,1,3,1,-2,-2,0,3,3,-2,-3,-3,-3,-3,2,2,2,1
4264,3,3,3,-2,-3,-2,-1,3,3,2,1,-3,-3,-1,2,3,1,-2,-3,-3,1
4265,3,-3,-2,2,3,3,-3,-3,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1,0,1
4266,2,-3,-3,-3,-2,-2,-1,0,-2,-1,-1,2,2,2,3,2,2,2,1,1,1
4267,1,-3,-2,0,1,0,-1,-2,-2,-2,-1,2,1,0,-1,-2,-1,1,2,2,1
4268,1,-3,-3,-3,1,0,-1,-2,-2,-3,-2,1,2,1,-1,-2,-3,-2,0,2,1
4269,0,-1,2,3,3,3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,2,2,1
4270,0,2,1,-2,-2,-2,1,1,1,0,-1,-2,-1,2,2,2,2,-2,-2,-2,1
4271,-3,-3,-3,-3,-2,0,1,-3,-3,-3,-1,1,0,-2,-2,-2,-2,1,0,3,1
4272,-3,-2,-2,2,0,-1,-3,-2,-2,1,2,2,2,-1,-2,-2,-2,0,2,2,1
4273,3,2,-3,-3,-3,-2,-2,-1,0,-2,-1,-1,2,2,2,3,2,2,2,1,1
4274,-3,-3,-2,0,2,3,2,2,-1,-2,-1,0,1,2,-2,-2,-1,2,2,2,1
4275,1,-2,-3,-2,0,1,-2,-2,-2,-2,-1,2,3,0,3,-2,-3,0,-1,2,1
4276,-2,-2,0,2,2,0,-2,-2,-1,1,2,2,0,-2,-3,-2,-2,1,2,1,1
4277,1,-2,-3,-2,0,1,-2,-2,-2,-2,-1,2,3,0,3,-2,-3,0,-1,2,1
4278,0,-1,-2,-2,2,2,2,1,-3,-3,-2,-2,0,1,-1,-1,-2,2,2,2,1
4279,-2,-3,-2,1,2,3,0,-2,-2,-2,1,3,2,-1,-2,-2,-2,2,2,2,1
4280,1,-2,0,-3,-1,1,1,2,0,-2,-1,1,1,2,2,1,1,0,1,2,1
4281,2,1,-2,-3,-2,-2,2,3,-1,-2,-2,-1,2,2,2,1,-2,-3,-2,-2,1
4282,2,2,2,2,-2,-2,0,0,3,1,1,-2,-2,-2,2,1,2,0,-2,-2,1
4283,1,2,1,-2,-3,-2,-2,1,3,2,-2,-2,-2,0,2,2,0,-2,-2,-1,1
4284,3,3,-3,-3,-3,1,2,2,-2,-2,-3,-1,-2,2,0,1,-1,-1,-2,-1,1
4285,2,1,-2,-2,-1,2,2,1,-2,-2,-2,-1,1,2,-1,-2,-2,-2,-2,-1,1
4286,1,-3,-3,-2,3,3,3,3,-2,-3,-3,2,2,2,-1,-3,-3,-2,-1,1,1
4287,1,2,-1,-2,-2,-2,0,2,2,-1,-2,-2,-2,1,1,1,-1,-1,-2,-1,1
4288,0,-3,-3,-3,-3,-2,0,2,2,-1,-3,-3,-3,-3,-2,1,-1,-1,-2,-1,1
4289,0,1,2,2,1,-2,0,1,1,1,-2,-2,-1,-3,-1,-1,1,0,0,-1,1
4290,-1,0,0,0,-1,-1,1,0,2,1,2,2,1,-2,-2,-1,0,2,3,1,1
4291,-3,-3,-2,3,2,2,-2,-3,-2,0,2,2,2,1,-2,-2,-2,2,2,0,1
4292,3,3,3,2,-3,0,2,-2,-3,-3,-3,-3,-2,2,2,3,2,0,0,0,1
4293,3,3,-2,-3,-3,-2,0,1,-2,-3,-3,1,-1,2,2,1,0,-1,-2,0,1
4294,1,0,-2,-1,1,2,2,2,-2,-2,2,2,2,0,0,-3,-2,-2,0,1,1
4295,2,2,3,-1,2,-1,-1,-1,-1,-1,3,3,3,3,-3,-3,-3,-3,-2,3,1
4296,-3,-2,-2,-2,3,3,3,-2,-3,-2,-1,3,3,2,1,-3,-3,-1,2,3,1
4297,3,3,0,-2,-2,-2,1,1,2,1,-3,-3,-3,2,3,2,2,-2,-2,-2,1
4298,-1,-1,0,0,0,-1,-1,1,0,2,1,2,2,1,-2,-2,-1,0,2,3,1
4299,2,3,3,-2,-1,-2,2,3,2,2,-2,-3,-2,-2,2,3,2,-2,-3,-3,1
4300,1,-2,-3,-2,3,3,3,3,2,-3,-3,2,2,0,-2,-3,-3,-3,2,1,1
4301,3,3,-1,1,0,0,0,1,0,-1,-1,-1,2,3,3,0,-2,-2,-2,1,1
4302,-1,-2,-3,-2,-2,-1,0,1,0,-2,-1,-1,1,2,1,1,-2,-2,-1,1,1
4303,-3,-3,-3,0,2,1,-2,-2,-3,-2,-1,1,1,2,-1,-1,-2,-1,0,2,1
4304,-1,-2,-2,-1,2,2,2,1,-2,-3,-2,-2,1,2,-1,-2,-2,0,2,2,1
4305,2,1,-3,-3,-2,3,3,3,3,-2,-3,-3,2,2,2,-1,-3,-3,-2,-1,1
4306,2,2,2,-2,-2,-2,0,0,3,1,-1,-1,-3,-2,2,2,2,0,-2,-2,1
4307,0,-1,-2,2,2,2,2,-2,-2,-2,-2,2,1,1,-1,-2,-1,1,1,1,1
4308,2,1,1,1,0,-2,-2,-1,-1,-1,-1,2,2,1,-1,-2,-2,1,1,1,1
4309,2,2,2,1,-2,-3,-2,-2,1,2,-1,-2,-2,0,2,2,1,-1,-1,-1,1
4310,1,0,-2,-2,-2,-2,1,1,2,-1,-1,-1,1,2,2,2,0,-2,-2,0,1
4311,1,2,2,0,-1,-1,2,2,2,-1,-2,-3,1,-1,2,2,2,-2,-1,0,1
4312,0,1,2,1,-2,-2,-2,-2,1,2,0,-1,-2,0,2,2,1,-1,-2,-1,1
4313,2,1,-2,-2,1,2,2,1,-2,-3,0,2,3,3,3,2,-3,-3,1,2,1
4314,1,1,-2,-2,0,2,2,2,-1,-2,-2,-2,0,3,2,0,-2,-3,-2,-1,1
4315,2,0,-3,-3,-2,0,2,-2,-3,-3,-2,2,3,3,3,-3,-3,-3,0,2,1
4316,2,1,-2,-2,-1,2,2,1,-2,-2,-2,-1,1,2,-1,-2,-2,-2,-2,-1,1
4317,3,3,2,-3,-3,-3,-2,-2,-1,0,-2,-1,-1,2,2,2,3,2,2,2,1
4318,2,2,2,0,-3,-2,-2,2,2,0,-3,-3,0,2,3,3,3,-3,-3,-3,1
4319,2,0,-2,-2,1,0,3,2,-1,-1,-1,2,2,2,-1,-2,-2,-2,-1,1,1
4320,1,-3,-3,0,3,3,3,3,-3,-3,-3,1,2,2,-2,-2,-3,-2,-1,1,1
4321,2,2,2,-1,-2,-1,-2,-1,-3,-1,1,0,3,2,-1,-2,-2,2,2,2,1
4322,-2,-3,-3,-2,3,2,2,-2,-2,-2,2,3,2,-1,-2,-3,-2,-2,2,2,1
4323,2,2,0,-2,-2,-2,2,2,2,1,-2,-3,-2,1,2,3,0,-2,-2,-2,1
4324,2,3,1,-2,-3,-3,1,2,3,2,-2,-3,-2,-2,1,3,2,0,-2,-2,1
4325,-3,-2,-2,2,2,2,0,-2,-2,-2,-1,2,1,-2,-2,-3,-2,-1,2,2,1
4326,-1,1,1,2,0,-2,-1,1,1,2,2,1,1,0,1,2,1,0,-1,-1,1
4327,-2,-2,-2,1,1,2,1,-3,-3,-3,2,3,2,2,-2,-2,-2,1,3,2,1
