Local time in Sennybridge,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.09.2020 12:00,16.6,729.3,756.1,-1.4,84,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,13.0,13.9,No precipitation,6,,,,
22.09.2020 11:00,15.8,729.9,756.8,-1.2,87,Wind blowing from the west-southwest,4,,,, ,,,,,,,300-600,,,11.0,13.6,,,,,,
22.09.2020 10:00,14.0,730.3,757.5,-1.0,100,Wind blowing from the west-southwest,4,,,,Fog ,,,,,,,50-100,,,8.0,14.0,,,,,,
22.09.2020 09:00,13.1,730.7,757.9,-0.6,100,Wind blowing from the south-southwest,4,,,,Fog or ice fog has become thinner during the past hour. ,,,,,,,Less than  50,,,0.6,13.1,,,,,,
22.09.2020 08:00,12.2,731.1,758.5,-0.4,100,Wind blowing from the south-southwest,3,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,,,,0.4,12.2,,,,,,
22.09.2020 07:00,12.0,731.3,758.7,-0.7,100,Wind blowing from the south-west,4,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,Less than  50,,,0.4,12.0,,,,,,
22.09.2020 06:00,10.6,731.3,758.8,-1.2,99,Wind blowing from the south,2,,,,Mist. ,,,10.1,,,,100-200,,,1.7,10.4,No precipitation,12,,,,
22.09.2020 05:00,10.9,731.5,759.1,-1.5,98,Wind blowing from the south,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,2.9,10.6,,,,,,
22.09.2020 04:00,11.9,732.0,759.4,-1.6,98,Wind blowing from the south,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,6.0,11.6,,,,,,
22.09.2020 03:00,10.2,732.5,760.0,-1.4,99,Wind blowing from the south-southwest,2,,,,Fog ,,,,,,,2500 or more or no clouds.,,,2.5,10.0,,,,,,
22.09.2020 02:00,11.7,733.0,760.5,-1.2,97,Wind blowing from the south,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,6.0,11.2,,,,,,
22.09.2020 01:00,11.6,733.6,761.2,-0.9,97,Wind blowing from the south,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,6.0,11.2,,,,,,
22.09.2020 00:00,12.5,733.9,761.3,-0.9,99,Wind blowing from the south,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,7.0,12.3,No precipitation,6,,,,
21.09.2020 23:00,12.1,734.2,761.7,-0.8,96,Wind blowing from the south,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,7.0,11.5,,,,,,
21.09.2020 22:00,13.3,734.5,761.8,-0.5,97,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,12.0,12.8,,,,,,
21.09.2020 21:00,13.3,734.8,762.2,-0.1,93,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,12.2,,,,,,
21.09.2020 20:00,13.8,735.0,762.3,-0.1,93,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,12.6,,,,,,
21.09.2020 19:00,15.8,735.0,762.1,-0.4,87,Wind blowing from the south-southeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,13.6,,,,,,
21.09.2020 18:00,17.3,734.9,761.9,-0.6,82,Wind blowing from the south-southwest,1,,,, ,,,,23.1,,,2500 or more or no clouds.,,,19.0,14.1,No precipitation,12,,,,
21.09.2020 17:00,20.2,735.1,761.9,-0.8,71,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,14.8,,,,,,
21.09.2020 16:00,21.1,735.4,762.0,-0.7,64,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,14.1,,,,,,
21.09.2020 15:00,21.8,735.5,762.1,-0.9,63,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,14.3,,,,,,
21.09.2020 14:00,23.0,735.9,762.4,-0.7,59,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,14.4,,,,,,
21.09.2020 13:00,22.4,736.1,762.7,-0.8,60,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,14.1,,,,,,
21.09.2020 12:00,20.4,736.4,763.2,-0.5,63,Wind blowing from the east,1,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,13.1,No precipitation,6,,,,
21.09.2020 11:00,18.7,736.6,763.6,-0.5,69,Wind blowing from the north-northeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,12.9,,,,,,
21.09.2020 10:00,15.8,736.9,764.2,-0.2,82,Wind blowing from the north,1,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,12.8,,,,,,
21.09.2020 09:00,13.4,736.9,764.3,0.0,91,Wind blowing from the north,1,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,12.0,,,,,,
21.09.2020 08:00,10.7,737.1,764.8,0.2,100,Calm no wind,0,,,,Fog ,,,,,,,2500 or more or no clouds.,,,20.0,10.7,,,,,,
21.09.2020 07:00,7.7,737.1,765.1,0.2,100,Wind blowing from the north-northeast,1,,,,Fog ,,,,,,,2500 or more or no clouds.,,,4.2,7.7,,,,,,
21.09.2020 06:00,7.9,736.9,764.9,-0.4,100,Wind blowing from the north,1,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,6.1,,,,Less than  50,,,0.2,7.9,No precipitation,12,,,,
21.09.2020 05:00,7.4,736.9,764.9,-0.8,100,Wind blowing from the north-east,2,,,,Fog ,,,,,,,Less than  50,,,7.0,7.4,,,,,,
21.09.2020 04:00,7.9,736.9,764.9,-0.8,98,Calm no wind,0,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,Less than  50,,,0.2,7.6,,,,,,
21.09.2020 03:00,9.1,737.3,765.2,-0.5,99,Wind blowing from the north-northeast,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,7.0,8.9,,,,,,
21.09.2020 02:00,9.5,737.7,765.5,-0.1,96,Wind blowing from the north-northeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,12.0,8.9,,,,,,
21.09.2020 01:00,9.2,737.7,765.6,-0.4,95,Wind blowing from the north-northeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,8.5,,,,,,
21.09.2020 00:00,9.5,737.8,765.6,-0.3,94,Calm no wind,0,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,6.0,8.6,No precipitation,6,,,,
20.09.2020 23:00,10.3,737.8,765.6,-0.3,94,Wind blowing from the north,1,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,9.0,9.4,,,,,,
20.09.2020 22:00,11.3,738.1,765.7,0.2,94,Wind blowing from the north,2,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,10.4,,,,,,
20.09.2020 21:00,12.0,738.1,765.7,0.3,87,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,9.9,,,,,,
20.09.2020 20:00,12.4,738.1,765.7,0.4,89,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,10.6,,,,,,
20.09.2020 19:00,14.4,737.9,765.3,0.4,80,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,11.0,,,,,,
20.09.2020 18:00,15.5,737.8,765.1,0.2,76,Wind blowing from the north-east,2,,,, ,,,,18.2,,,2500 or more or no clouds.,,,30.0,11.3,No precipitation,12,,,,
20.09.2020 17:00,16.8,737.7,764.8,0.0,71,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.4,,,,,,
20.09.2020 16:00,17.7,737.5,764.5,-0.4,68,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,11.7,,,,,,
20.09.2020 15:00,17.9,737.6,764.7,-0.7,66,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,11.5,,,,,,
20.09.2020 14:00,17.8,737.7,764.7,-0.7,69,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.0,,,,,,
20.09.2020 13:00,16.5,737.9,765.1,-0.7,74,Wind blowing from the north-northeast,3,,,, ,,,,,,,2000-2500,,,15.0,11.8,,,,,,
20.09.2020 12:00,15.7,738.3,765.5,-0.1,78,Wind blowing from the north-east,4,,,, ,,,,,,,2000-2500,,,23.0,11.8,No precipitation,6,,,,
20.09.2020 11:00,14.4,738.4,765.8,0.0,77,Wind blowing from the north-east,5,,,, ,,,,,,,300-600,,,23.0,10.4,,,,,,
20.09.2020 10:00,13.1,738.6,766.1,0.3,81,Wind blowing from the east-northeast,5,,,, ,,,,,,,300-600,,,26.0,9.8,,,,,,
20.09.2020 09:00,12.2,738.4,766.0,0.5,83,Wind blowing from the east-northeast,6,,,, ,,,,,,,300-600,,,16.0,9.4,,,,,,
20.09.2020 08:00,11.5,738.4,766.0,0.6,86,Wind blowing from the north-east,4,,,, ,,,,,,,300-600,,,22.0,9.2,,,,,,
20.09.2020 07:00,10.8,738.3,766.0,0.4,88,Wind blowing from the north-east,4,,,, ,,,,,,,300-600,,,22.0,8.8,,,,,,
20.09.2020 06:00,10.5,737.9,765.7,-0.1,89,Wind blowing from the east-northeast,5,,,, ,,,9.3,,,,300-600,,,22.0,8.7,No precipitation,12,,,,
20.09.2020 05:00,9.9,737.8,765.6,-0.3,94,Wind blowing from the north-northeast,3,,,, ,,,,,,,300-600,,,17.0,8.9,,,,,,
20.09.2020 04:00,10.1,737.9,765.7,-0.2,93,Wind blowing from the north-east,4,,,, ,,,,,,,300-600,,,17.0,9.0,,,,,,
20.09.2020 03:00,9.9,738.0,765.8,-0.1,94,Wind blowing from the north-northeast,4,,,, ,,,,,,,300-600,,,14.0,9.0,,,,,,
20.09.2020 02:00,9.6,738.1,766.0,0.3,95,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,8.8,,,,,,
20.09.2020 01:00,10.0,738.1,766.0,0.3,93,Wind blowing from the north-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,8.9,,,,,,
20.09.2020 00:00,10.3,738.1,765.8,0.4,92,Wind blowing from the north-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,9.1,No precipitation,6,,,,
19.09.2020 23:00,11.0,737.8,765.6,0.5,88,Wind blowing from the north-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,9.1,,,,,,
19.09.2020 22:00,11.9,737.8,765.4,1.0,84,Wind blowing from the north-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,9.3,,,,,,
19.09.2020 21:00,12.6,737.7,765.2,1.4,83,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,9.7,,,,,,
19.09.2020 20:00,13.2,737.3,764.8,1.2,77,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,9.3,,,,,,
19.09.2020 19:00,14.6,736.8,764.1,0.8,73,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,9.8,,,,,,
19.09.2020 18:00,15.5,736.3,763.6,0.2,71,Wind blowing from the east-northeast,4,,,, ,,,,17.4,,,2500 or more or no clouds.,,,45.0,10.2,No precipitation,12,,,,
19.09.2020 17:00,16.5,736.1,763.3,-0.5,67,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,10.4,,,,,,
19.09.2020 16:00,16.6,736.0,763.0,-0.9,69,Wind blowing from the north-east,5,,,, ,,,,,,,2000-2500,,,35.0,10.9,,,,,,
19.09.2020 15:00,16.9,736.1,763.2,-1.1,70,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.3,,,,,,
19.09.2020 14:00,17.3,736.6,763.6,-0.7,71,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.9,,,,,,
19.09.2020 13:00,16.3,736.9,764.1,-0.7,73,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.4,,,,,,
19.09.2020 12:00,15.6,737.2,764.4,-0.7,72,Wind blowing from the north-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,10.5,No precipitation,6,,,,
19.09.2020 11:00,15.1,737.3,764.6,-0.5,75,Wind blowing from the north-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,10.6,,,,,,
19.09.2020 10:00,13.8,737.6,765.1,-0.2,78,Wind blowing from the north-east,5,,,, ,,,,,,,300-600,,,22.0,10.0,,,,,,
19.09.2020 09:00,13.0,737.9,765.4,0.4,83,Wind blowing from the north-east,4,,,, ,,,,,,,300-600,,,24.0,10.1,,,,,,
19.09.2020 08:00,11.6,737.8,765.4,0.3,89,Wind blowing from the north-east,3,,,, ,,,,,,,300-600,,,16.0,9.8,,,,,,
19.09.2020 07:00,11.1,737.8,765.5,0.1,91,Wind blowing from the north-northeast,4,,,, ,,,,,,,200-300,,,19.0,9.6,,,,,,
19.09.2020 06:00,10.6,737.5,765.2,-0.4,95,Wind blowing from the north-east,5,,,, ,,,9.5,,,,200-300,,,14.0,9.8,No precipitation,12,,,,
19.09.2020 05:00,10.3,737.5,765.3,-0.6,95,Wind blowing from the north-northeast,3,,,, ,,,,,,,200-300,,,16.0,9.6,,,,,,
19.09.2020 04:00,10.9,737.7,765.4,-0.5,93,Wind blowing from the north-east,5,,,, ,,,,,,,200-300,,,19.0,9.8,,,,,,
19.09.2020 03:00,10.9,737.9,765.6,-0.6,91,Wind blowing from the north-east,4,,,, ,,,,,,,200-300,,,26.0,9.4,,,,,,
19.09.2020 02:00,10.9,738.1,765.8,-0.7,90,Wind blowing from the east-northeast,5,10,,, ,,,,,,,200-300,,,21.0,9.3,,,,,,
19.09.2020 01:00,10.3,738.2,766.0,-0.8,91,Wind blowing from the north-east,4,,,, ,,,,,,,300-600,,,30.0,8.8,,,,,,
19.09.2020 00:00,9.8,738.5,766.3,-0.5,89,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.1,No precipitation,6,,,,
18.09.2020 23:00,10.3,738.8,766.6,-0.2,85,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,7.8,,,,,,
18.09.2020 22:00,11.0,739.0,766.8,0.6,79,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.4,,,,,,
18.09.2020 21:00,12.1,739.0,766.6,0.9,75,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.7,,,,,,
18.09.2020 20:00,12.6,739.0,766.6,0.9,73,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.9,,,,,,
18.09.2020 19:00,13.7,738.4,765.9,-0.2,71,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.5,,,,,,
18.09.2020 18:00,15.0,738.1,765.4,-0.6,64,Wind blowing from the north-east,4,,,, ,,,,17.1,,,2500 or more or no clouds.,,,40.0,8.3,No precipitation,12,,,,
18.09.2020 17:00,16.0,738.1,765.4,-0.8,62,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,8.6,,,,,,
18.09.2020 16:00,16.6,738.6,765.7,-0.5,57,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.0,,,,,,
18.09.2020 15:00,16.7,738.7,765.8,-1.3,57,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.1,,,,,,
18.09.2020 14:00,16.4,738.9,766.1,-1.7,59,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.4,,,,,,
18.09.2020 13:00,15.3,739.1,766.5,-2.0,65,Wind blowing from the north-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,8.6,,,,,,
18.09.2020 12:00,14.2,740.0,767.5,-1.2,71,Wind blowing from the east-northeast,5,10,,, ,,,,,,,2500 or more or no clouds.,,,21.0,9.0,No precipitation,6,,,,
18.09.2020 11:00,12.9,740.6,768.2,-0.4,73,Wind blowing from the east-northeast,7,13,13,, ,,,,,,,300-600,,,22.0,8.2,,,,,,
18.09.2020 10:00,12.5,741.1,768.8,0.3,77,Wind blowing from the east-northeast,6,,,, ,,,,,,,300-600,,,19.0,8.5,,,,,,
18.09.2020 09:00,11.4,741.2,769.0,0.4,80,Wind blowing from the north-east,5,10,,, ,,,,,,,300-600,,,26.0,8.1,,,,,,
18.09.2020 08:00,10.5,741.0,768.8,0.2,84,Wind blowing from the east-northeast,7,,,, ,,,,,,,300-600,,,35.0,7.8,,,,,,
18.09.2020 07:00,10.2,740.8,768.7,-0.3,85,Wind blowing from the north-east,5,,,, ,,,,,,,300-600,,,30.0,7.7,,,,,,
18.09.2020 06:00,9.6,740.8,768.7,-0.6,86,Wind blowing from the north-east,4,,,, ,,,8.3,,,,2500 or more or no clouds.,,,30.0,7.4,No precipitation,12,,,,
18.09.2020 05:00,9.1,740.8,768.8,-1.2,89,Wind blowing from the north-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,7.3,,,,,,
18.09.2020 04:00,9.3,741.1,769.0,-1.4,89,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,7.5,,,,,,
18.09.2020 03:00,9.1,741.4,769.5,-0.9,91,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,7.7,,,,,,
18.09.2020 02:00,8.7,742.0,770.2,-0.6,90,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,7.2,,,,,,
18.09.2020 01:00,9.7,742.5,770.5,-0.2,86,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,7.5,,,,,,
18.09.2020 00:00,10.9,742.3,770.2,-0.5,82,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,7.9,No precipitation,6,,,,
17.09.2020 23:00,10.8,742.6,770.5,-0.1,85,Wind blowing from the north,3,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,8.3,,,,,,
17.09.2020 22:00,12.4,742.7,770.5,0.2,82,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,9.4,,,,,,
17.09.2020 21:00,12.8,742.8,770.5,0.3,76,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,8.7,,,,,,
17.09.2020 20:00,12.7,742.7,770.5,0.3,76,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,8.6,,,,,,
17.09.2020 19:00,13.6,742.5,770.1,-0.1,72,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,8.7,,,,,,
17.09.2020 18:00,14.7,742.5,770.0,-0.4,68,Wind blowing from the east-northeast,2,,,, ,,,,17.7,,,2500 or more or no clouds.,,,27.0,8.9,No precipitation,12,,,,
17.09.2020 17:00,16.3,742.4,769.7,-1.1,60,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,8.4,,,,,,
17.09.2020 16:00,17.2,742.6,769.9,-1.5,52,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,7.3,,,,,,
17.09.2020 15:00,17.7,742.9,770.2,-1.6,54,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,8.2,,,,,,
17.09.2020 14:00,17.4,743.5,770.7,-1.0,59,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,9.2,,,,,,
17.09.2020 13:00,17.0,744.1,771.5,-0.5,55,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,7.7,,,,,,
17.09.2020 12:00,15.8,744.5,772.0,-0.2,61,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,8.3,No precipitation,6,,,,
17.09.2020 11:00,14.9,744.5,772.1,-0.4,68,Wind blowing from the east-northeast,5,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,2500 or more or no clouds.,,,14.0,9.1,,,,,,
17.09.2020 10:00,13.9,744.6,772.2,-0.2,74,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,9.4,,,,,,
17.09.2020 09:00,12.7,744.7,772.5,0.0,84,Wind blowing from the north-east,3,,,, ,,,,,,,200-300,,,18.0,10.0,,,,,,
17.09.2020 08:00,11.3,744.9,772.8,0.4,89,Wind blowing from the east-northeast,4,,,, ,,,,,,,200-300,,,16.0,9.5,,,,,,
17.09.2020 07:00,10.6,744.8,772.8,0.4,92,Wind blowing from the north-east,4,,,, ,,,,,,,200-300,,,14.0,9.3,,,,,,
17.09.2020 06:00,10.5,744.7,772.6,0.0,93,Wind blowing from the north-east,4,,,, ,,,10.5,,,,100-200,,,14.0,9.4,No precipitation,12,,,,
17.09.2020 05:00,10.7,744.5,772.5,-0.3,95,Wind blowing from the north-east,3,,,,Mist. ,,,,,,,100-200,,,8.0,10.0,,,,,,
17.09.2020 04:00,11.1,744.4,772.4,-0.5,96,Wind blowing from the north-east,3,,,,Mist. ,,,,,,,100-200,,,9.0,10.4,,,,,,
17.09.2020 03:00,11.7,744.7,772.6,-0.1,94,Wind blowing from the east-northeast,4,,,, ,,,,,,,200-300,,,10.0,10.7,,,,,,
17.09.2020 02:00,12.0,744.8,772.7,0.1,94,Wind blowing from the north-east,4,,,, ,,,,,,,100-200,,,9.0,11.0,,,,,,
17.09.2020 01:00,12.6,744.9,772.6,0.4,93,Wind blowing from the north-east,3,,,, ,,,,,,,200-300,,,11.0,11.5,,,,,,
17.09.2020 00:00,10.9,742.3,770.2,-1.9,82,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,7.9,No precipitation,6,,,,
16.09.2020 23:00,13.3,744.7,772.5,1.2,94,Wind blowing from the north-east,3,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,7.0,12.3,,,,,,
16.09.2020 22:00,13.8,744.5,772.2,1.3,93,Wind blowing from the north-east,4,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,100-200,,,5.0,12.7,,,,,,
16.09.2020 21:00,14.2,744.2,771.8,1.6,95,Wind blowing from the east-northeast,5,,,,Mist. ,,,,,,,100-200,,,4.3,13.4,,,,,,
16.09.2020 20:00,14.6,743.5,771.1,1.4,94,Wind blowing from the east-northeast,4,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,100-200,,,5.0,13.6,,,,,,
16.09.2020 19:00,15.5,743.2,770.6,1.3,90,Wind blowing from the east-northeast,4,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,7.0,13.9,,,,,,
16.09.2020 18:00,16.6,742.6,770.0,0.8,88,Wind blowing from the north-east,4,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,22.3,,,2500 or more or no clouds.,,,7.0,14.6,No precipitation,12,,,,
16.09.2020 17:00,19.4,742.1,769.2,0.4,79,Wind blowing from the east-northeast,4,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,300-600,,,7.0,15.7,,,,,,
16.09.2020 16:00,21.0,741.9,768.8,0.2,72,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,12.0,15.8,,,,,,
16.09.2020 15:00,21.2,741.8,768.7,0.4,67,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,14.9,,,,,,
16.09.2020 14:00,21.7,741.7,768.6,0.1,65,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,14.9,,,,,,
16.09.2020 13:00,22.3,741.7,768.5,0.3,64,Wind blowing from the east,3,,,, ,,,,,,,600-1000,,,35.0,15.1,,,,,,
16.09.2020 12:00,21.0,741.4,768.4,0.2,64,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,13.8,No precipitation,6,,,,
16.09.2020 11:00,19.4,741.6,768.7,0.8,80,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,15.9,,,,,,
16.09.2020 10:00,17.6,741.4,768.6,0.9,83,Wind blowing from the north-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,14.7,,,,,,
16.09.2020 09:00,14.1,741.2,768.7,1.0,99,Wind blowing from the north,2,,,,Fog ,,,,,,,Less than  50,,,21.0,14.0,,,,,,
16.09.2020 08:00,11.4,740.8,768.7,0.9,100,Wind blowing from the west,1,,,,Fog ,,,,,,,Less than  50,,,1.0,11.4,,,,,,
16.09.2020 07:00,10.6,740.5,768.4,0.8,100,Wind blowing from the north,1,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,Less than  50,,,0.2,10.6,,,,,,
16.09.2020 06:00,9.6,740.2,768.1,0.4,100,Calm no wind,0,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,7.7,,,,Less than  50,,,0.4,9.6,No precipitation,12,,,,
16.09.2020 05:00,8.8,739.9,767.9,0.1,100,Wind blowing from the north,1,,,,Fog or ice fog has become thinner during the past hour. ,,,,,,,Less than  50,,,0.4,8.8,,,,,,
16.09.2020 04:00,9.8,739.7,767.6,0.1,100,Wind blowing from the north,1,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,Less than  50,,,0.1,9.8,,,,,,
16.09.2020 03:00,8.7,739.8,767.8,0.2,100,Calm no wind,0,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,50-100,,,0.4,8.7,,,,,,
16.09.2020 02:00,9.9,739.8,767.6,0.2,100,Wind blowing from the south,1,,,,Fog ,,,,,,,Less than  50,,,1.7,9.9,,,,,,
16.09.2020 01:00,10.3,739.6,767.5,0.4,99,Wind blowing from the south-southeast,1,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,6.0,10.1,,,,,,
16.09.2020 00:00,13.1,744.8,772.6,5.8,94,Wind blowing from the north-east,3,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,200-300,,,10.0,12.1,No precipitation,6,,,,
15.09.2020 23:00,11.7,739.6,767.2,0.7,97,Calm no wind,0,,,, ,,,,,,,2500 or more or no clouds.,,,9.0,11.3,,,,,,
15.09.2020 22:00,13.4,739.2,766.7,0.8,94,Wind blowing from the east-southeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,12.4,,,,,,
15.09.2020 21:00,13.4,739.0,766.6,1.0,96,Wind blowing from the east-northeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,12.8,,,,,,
15.09.2020 20:00,14.7,738.9,766.3,1.2,98,Calm no wind,0,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,7.0,14.4,,,,,,
15.09.2020 19:00,15.7,738.4,765.7,0.9,91,Calm no wind,0,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,14.2,,,,,,
15.09.2020 18:00,18.2,738.0,765.0,0.5,88,Wind blowing from the south-west,2,,,, ,,,,22.3,,,2500 or more or no clouds.,,,27.0,16.2,0.2,12,,,,
15.09.2020 17:00,19.5,737.7,764.6,0.0,80,Wind blowing from the south-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,15.9,,,,,,
