Local time in Lake Vyrnwy,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.09.2020 17:00,14.6,734.8,766.8,-0.7,67,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.6,,,,,,
18.09.2020 16:00,14.6,734.8,766.9,-1.2,68,Wind blowing from the east-northeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,8.8,,,,,,
18.09.2020 15:00,14.3,735.1,767.1,-1.5,70,Wind blowing from the east-northeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.8,,,,,,
18.09.2020 14:00,13.9,735.5,767.6,,69,Wind blowing from the east-northeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,8.3,,,,,,
18.09.2020 13:00,13.6,736.0,768.3,-1.4,72,Wind blowing from the east,6,,,, ,,,,,,,600-1000,,,40.0,8.6,,,,,,
18.09.2020 12:00,12.1,736.6,769.0,-0.9,79,Wind blowing from the east,7,,,, ,,,,,,,300-600,,,30.0,8.5,No precipitation,6,,,,
18.09.2020 11:00,11.0,736.8,769.3,-0.5,82,Wind blowing from the east-northeast,8,,,, ,,,,,,,300-600,,,30.0,8.0,,,,,,
18.09.2020 10:00,10.1,737.4,770.0,0.0,83,Wind blowing from the east-northeast,6,,,, ,,,,,,,300-600,,,35.0,7.4,,,,,,
18.09.2020 09:00,9.7,737.5,770.2,0.1,85,Wind blowing from the east-northeast,7,,,, ,,,,,,,300-600,,,35.0,7.2,,,,,,
18.09.2020 08:00,9.2,737.3,770.1,0.1,86,Wind blowing from the east-northeast,7,,,, ,,,,,,,300-600,,,30.0,6.9,,,,,,
18.09.2020 07:00,9.2,737.4,770.2,0.1,87,Wind blowing from the east-northeast,6,,,, ,,,,,,,300-600,,,30.0,7.1,,,,,,
18.09.2020 06:00,9.0,737.4,770.2,-0.1,88,Wind blowing from the east-northeast,5,,,, ,,,8.1,,,,300-600,,,35.0,7.1,No precipitation,12,,,,
18.09.2020 05:00,8.9,737.2,770.1,-0.8,89,Wind blowing from the east-northeast,5,,,, ,,,,,,,300-600,,,30.0,7.2,,,,,,
18.09.2020 04:00,9.0,737.3,770.2,-1.0,90,Wind blowing from the east,5,,,, ,,,,,,,300-600,,,30.0,7.5,,,,,,
18.09.2020 03:00,8.4,737.5,770.4,-0.9,95,Wind blowing from the east,4,,,, ,,,,,,,300-600,,,25.0,7.7,,,,,,
18.09.2020 02:00,8.3,738.0,770.9,-0.8,94,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,7.4,,,,,,
18.09.2020 01:00,9.0,738.3,771.1,-0.6,92,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,7.7,,,,,,
18.09.2020 00:00,9.6,738.4,771.2,-0.5,89,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,7.8,No precipitation,6,,,,
17.09.2020 23:00,10.6,738.8,771.5,0.1,84,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,8.0,,,,,,
17.09.2020 22:00,11.5,738.9,771.4,0.4,81,Wind blowing from the east-northeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,8.3,,,,,,
17.09.2020 21:00,12.3,738.9,771.4,0.5,78,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,8.5,,,,,,
17.09.2020 20:00,12.5,738.7,771.2,0.3,77,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,8.5,,,,,,
17.09.2020 19:00,13.1,738.5,770.9,0.0,75,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,8.8,,,,,,
17.09.2020 18:00,13.9,738.4,770.7,-0.3,72,Wind blowing from the east-northeast,4,,,, ,,,,16.3,,,2500 or more or no clouds.,,,27.0,8.8,No precipitation,12,,,,
17.09.2020 17:00,15.0,738.4,770.5,-0.8,67,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,8.9,,,,,,
17.09.2020 16:00,15.7,738.5,770.6,-1.4,60,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.0,,,,,,
17.09.2020 15:00,15.9,738.7,770.8,-1.7,61,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,8.3,,,,,,
17.09.2020 14:00,15.7,739.2,771.3,-1.3,66,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,9.3,,,,,,
17.09.2020 13:00,14.7,739.9,772.2,,72,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,9.6,,,,,,
17.09.2020 12:00,13.6,740.4,772.8,-0.1,76,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,9.5,No precipitation,6,,,,
17.09.2020 11:00,13.3,740.5,772.9,0.0,80,Wind blowing from the east,5,,,, ,,,,,,,300-600,,,23.0,9.9,,,,,,
17.09.2020 10:00,12.0,740.5,773.2,-0.1,85,Wind blowing from the east-northeast,4,,,, ,,,,,,,300-600,,,22.0,9.5,,,,,,
17.09.2020 09:00,11.4,740.5,773.2,0.0,89,Wind blowing from the east,3,,,, ,,,,,,,200-300,,,19.0,9.6,,,,,,
17.09.2020 08:00,10.4,740.5,773.3,0.1,92,Wind blowing from the east,3,,,, ,,,,,,,200-300,,,15.0,9.1,,,,,,
17.09.2020 07:00,10.0,740.6,773.5,0.2,94,Wind blowing from the east,3,,,, ,,,,,,,200-300,,,11.0,9.0,,,,,,
17.09.2020 06:00,9.9,740.5,773.4,0.0,94,Wind blowing from the east,4,,,, ,,,9.8,,,,200-300,,,11.0,9.0,No precipitation,12,,,,
17.09.2020 05:00,9.8,740.4,773.2,-0.4,95,Wind blowing from the east,3,,,, ,,,,,,,200-300,,,11.0,9.0,,,,,,
17.09.2020 04:00,10.0,740.4,773.2,-0.4,92,Wind blowing from the east-northeast,4,,,, ,,,,,,,200-300,,,15.0,8.8,,,,,,
17.09.2020 03:00,10.1,740.5,773.3,-0.3,93,Wind blowing from the east-northeast,5,,,, ,,,,,,,200-300,,,14.0,9.0,,,,,,
17.09.2020 02:00,10.3,740.8,773.6,0.2,93,Wind blowing from the east-northeast,5,,,, ,,,,,,,200-300,,,13.0,9.2,,,,,,
17.09.2020 01:00,10.5,740.8,773.5,0.4,92,Wind blowing from the east-northeast,5,,,, ,,,,,,,200-300,,,13.0,9.3,,,,,,
17.09.2020 00:00,9.6,738.4,771.2,-1.6,89,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,7.8,No precipitation,6,,,,
16.09.2020 23:00,11.7,740.6,773.2,0.9,92,Wind blowing from the east-northeast,5,,,, ,,,,,,,200-300,,,9.0,10.5,,,,,,
16.09.2020 22:00,12.0,740.4,772.9,1.3,96,Wind blowing from the east-northeast,4,,,, ,,,,,,,100-200,,,5.0,11.4,,,,,,
16.09.2020 21:00,12.1,740.0,772.6,1.2,98,Wind blowing from the east-northeast,5,,,, ,,,,,,,50-100,,,7.0,11.8,,,,,,
16.09.2020 20:00,13.1,739.7,772.2,1.2,96,Wind blowing from the east-northeast,5,,,, ,,,,,,,100-200,,,5.0,12.4,,,,,,
16.09.2020 19:00,13.5,739.1,771.4,0.9,96,Wind blowing from the east-northeast,5,,,, ,,,,,,,100-200,,,6.0,12.8,,,,,,
16.09.2020 18:00,14.1,738.8,771.1,0.7,93,Wind blowing from the east,5,,,, ,,,,18.8,,,100-200,,,6.0,13.0,No precipitation,12,,,,
16.09.2020 17:00,14.9,738.5,770.7,0.6,91,Wind blowing from the east,6,,,, ,,,,,,,200-300,,,7.0,13.4,,,,,,
16.09.2020 16:00,16.3,738.2,770.2,0.3,89,Wind blowing from the east,5,,,, ,,,,,,,200-300,,,8.0,14.4,,,,,,
16.09.2020 15:00,16.9,738.1,769.9,0.6,86,Wind blowing from the east-northeast,4,,,, ,,,,,,,300-600,,,4.2,14.6,,,,,,
16.09.2020 14:00,16.3,737.9,769.9,0.5,86,Wind blowing from the east-northeast,5,,,, ,,,,,,,200-300,,,4.4,14.0,,,,,,
16.09.2020 13:00,15.5,737.9,770.0,0.8,91,Wind blowing from the east,4,,,, ,,,,,,,100-200,,,3.3,14.1,,,,,,
16.09.2020 12:00,15.6,737.5,769.6,0.6,90,Wind blowing from the east-southeast,4,,,, ,,,,,,,100-200,,,4.2,14.0,No precipitation,6,,,,
16.09.2020 11:00,16.9,737.4,769.3,1.1,88,Wind blowing from the east-southeast,3,,,, ,,,,,,,100-200,,,9.0,14.8,,,,,,
16.09.2020 10:00,18.5,737.1,768.8,1.2,80,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,14.9,,,,,,
16.09.2020 09:00,17.2,736.9,768.7,1.2,85,Wind blowing from the east-southeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,14.6,,,,,,
16.09.2020 08:00,15.5,736.3,768.3,1.1,91,Wind blowing from the north-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,14.0,,,,,,
16.09.2020 07:00,13.8,735.9,768.1,0.8,93,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.6,,,,,,
16.09.2020 06:00,13.1,735.7,767.9,0.7,93,Wind blowing from the north-west,3,,,, ,,,12.2,,,,2500 or more or no clouds.,,,30.0,11.9,No precipitation,12,,,,
16.09.2020 05:00,13.3,735.2,767.4,0.3,93,Wind blowing from the north-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.1,,,,,,
16.09.2020 04:00,12.7,735.1,767.3,0.2,91,Wind blowing from the north-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,11.2,,,,,,
16.09.2020 03:00,12.6,735.0,767.3,0.2,91,Wind blowing from the north-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,11.1,,,,,,
16.09.2020 02:00,13.5,734.9,767.1,0.3,91,Wind blowing from the north-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.0,,,,,,
16.09.2020 01:00,13.2,734.9,767.2,0.4,88,Wind blowing from the north-northwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.2,,,,,,
16.09.2020 00:00,11.3,740.8,773.5,6.6,94,Wind blowing from the east-northeast,5,,,, ,,,,,,,200-300,,,9.0,10.3,No precipitation,6,,,,
15.09.2020 23:00,13.6,734.6,766.7,0.7,86,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,11.2,,,,,,
15.09.2020 22:00,14.3,734.5,766.5,1.0,84,Wind blowing from the north-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,11.6,,,,,,
15.09.2020 21:00,14.9,734.2,766.2,1.2,84,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,12.2,,,,,,
15.09.2020 20:00,15.8,733.9,765.8,1.1,81,Wind blowing from the north-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,12.5,,,,,,
15.09.2020 19:00,17.2,733.5,765.2,0.6,77,Wind blowing from the north-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,13.2,,,,,,
15.09.2020 18:00,18.6,733.0,764.6,0.2,71,Wind blowing from the west,1,,,, ,,,,23.9,,,2500 or more or no clouds.,,,55.0,13.1,No precipitation,12,,,,
15.09.2020 17:00,19.0,732.8,764.3,0.0,73,Wind blowing from the north-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,14.0,,,,,,
15.09.2020 16:00,19.9,732.9,764.3,0.2,69,Wind blowing from the north-northwest,1,,,, ,,,,,,,2000-2500,,,45.0,13.9,,,,,,
15.09.2020 15:00,20.0,732.8,764.2,,70,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,14.4,,,,,,
15.09.2020 14:00,21.7,732.8,764.0,0.1,63,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,14.4,,,,,,
15.09.2020 13:00,23.4,732.7,763.7,0.0,55,Wind blowing from the south-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,13.8,,,,,,
15.09.2020 12:00,22.8,732.7,763.7,,58,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,14.0,No precipitation,6,,,,
15.09.2020 11:00,22.5,732.7,763.8,0.4,54,Wind blowing from the south-southeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.7,,,,,,
15.09.2020 10:00,21.6,732.7,763.9,0.6,64,Wind blowing from the east-northeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,14.5,,,,,,
15.09.2020 09:00,20.4,732.6,763.9,0.6,65,Wind blowing from the east-southeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,13.6,,,,,,
15.09.2020 08:00,15.0,732.3,764.2,0.2,84,Wind blowing from the north-northwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,12.3,,,,,,
15.09.2020 07:00,15.2,732.1,764.0,0.0,78,Wind blowing from the north-west,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.4,,,,,,
15.09.2020 06:00,13.1,732.0,764.0,-0.3,87,Wind blowing from the north,2,,,, ,,,12.5,,,,2500 or more or no clouds.,,,35.0,11.0,No precipitation,12,,,,
15.09.2020 05:00,14.3,732.1,764.0,-0.3,82,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.2,,,,,,
15.09.2020 04:00,14.3,732.1,764.1,-0.5,81,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.0,,,,,,
15.09.2020 03:00,13.0,732.3,764.4,-0.4,89,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,11.2,,,,,,
15.09.2020 02:00,13.0,732.4,764.5,-0.5,91,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,11.6,,,,,,
15.09.2020 01:00,15.7,732.6,764.4,-0.5,81,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,12.4,,,,,,
15.09.2020 00:00,14.9,732.7,764.7,-0.4,83,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,12.0,No precipitation,6,,,,
14.09.2020 23:00,17.7,732.9,764.5,-0.2,70,Wind blowing from the north,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,12.1,,,,,,
14.09.2020 22:00,17.4,733.1,764.8,0.2,76,Wind blowing from the north,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,13.0,,,,,,
14.09.2020 21:00,17.5,733.1,764.8,0.3,76,Wind blowing from the north,1,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,13.2,,,,,,
14.09.2020 20:00,19.0,733.1,764.6,0.4,69,Wind blowing from the north-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,13.2,,,,,,
14.09.2020 19:00,19.3,732.9,764.3,0.1,68,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,13.3,,,,,,
14.09.2020 18:00,20.3,732.8,764.2,-0.3,65,Wind blowing from the south-east,2,,,, ,,,,22.4,,,2500 or more or no clouds.,,,50.0,13.4,0.2,12,,,,
14.09.2020 17:00,21.1,732.7,763.9,-0.8,67,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,14.8,,,,,,
14.09.2020 16:00,21.7,732.8,764.0,-1.0,65,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,14.7,,,,,,
14.09.2020 15:00,21.7,733.1,764.3,-1.0,66,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,15.0,,,,,,
14.09.2020 14:00,21.3,733.5,764.8,-0.9,67,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,14.8,,,,,,
14.09.2020 13:00,21.7,733.8,765.0,-0.7,67,Wind blowing from the south-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,15.3,,,,,,
14.09.2020 12:00,20.9,734.1,765.4,-0.4,63,Wind blowing from the south-southeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,13.5,0.2,6,,,,
14.09.2020 11:00,19.7,734.4,765.8,0.1,68,Wind blowing from the south,3,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,13.5,,,,,,
14.09.2020 10:00,18.7,734.5,766.0,0.6,76,Wind blowing from the south,1,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,14.3,,,,,,
14.09.2020 09:00,16.2,734.5,766.3,0.6,88,Wind blowing from the north-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,14.2,,,,,,
14.09.2020 08:00,14.4,734.3,766.3,0.7,99,Wind blowing from the north,1,,,, ,,,,,,,50-100,,,30.0,14.2,,,,,,
14.09.2020 07:00,11.3,733.9,766.3,0.1,99,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.2,,,,,,
14.09.2020 06:00,9.1,733.9,766.5,-0.1,97,Wind blowing from the north,2,,,, ,,,9.1,,,,Less than  50,,,less than 0.1,8.7,0.2,12,,,,
14.09.2020 05:00,11.4,733.6,766.0,-0.6,98,Wind blowing from the north,2,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,11.1,,,,,,
14.09.2020 04:00,11.3,733.8,766.2,-0.7,97,Wind blowing from the north-northeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,10.8,,,,,,
14.09.2020 03:00,11.7,734.0,766.3,-0.7,92,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,10.4,,,,,,
14.09.2020 02:00,12.7,734.2,766.5,-0.6,95,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,11.9,,,,,,
14.09.2020 01:00,12.7,734.5,766.7,-0.2,96,Wind blowing from the west-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,12.1,,,,,,
14.09.2020 00:00,12.9,734.7,766.9,0.1,96,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,12.3,No precipitation,6,,,,
13.09.2020 23:00,12.6,734.8,767.0,0.2,96,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,11.9,,,,,,
13.09.2020 22:00,12.7,734.7,766.9,0.5,96,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.0,,,,,,
13.09.2020 21:00,12.3,734.6,766.9,0.5,94,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.4,,,,,,
13.09.2020 20:00,12.9,734.6,766.8,0.4,94,Wind blowing from the west-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.0,,,,,,
13.09.2020 19:00,13.9,734.2,766.3,0.1,92,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,12.6,,,,,,
13.09.2020 18:00,15.3,734.1,766.0,-0.2,86,Wind blowing from the south-west,3,,,, ,,,,18.3,,,300-600,,,40.0,12.9,No precipitation,12,,,,
13.09.2020 17:00,16.7,734.2,766.0,,83,Wind blowing from the south-southwest,6,,,, ,,,,,,,300-600,,,40.0,13.8,,,,,,
13.09.2020 16:00,18.0,734.1,765.7,-0.1,77,Wind blowing from the south-west,3,,,, ,,,,,,,300-600,,,45.0,13.9,,,,,,
13.09.2020 15:00,18.1,734.3,765.9,0.0,80,Wind blowing from the south-west,6,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,14.5,,,,,,
13.09.2020 14:00,17.7,734.2,765.9,,76,Wind blowing from the south-west,8,,,, ,,,,,,,300-600,,,40.0,13.4,,,,,,
13.09.2020 13:00,16.7,734.2,766.0,0.3,83,Wind blowing from the south-west,10,,,, ,,,,,,,300-600,,,30.0,13.7,,,,,,
13.09.2020 12:00,15.7,734.3,766.2,0.7,85,Wind blowing from the south-west,11,,,, ,,,,,,,300-600,,,30.0,13.2,No precipitation,6,,,,
13.09.2020 11:00,15.2,734.2,766.2,0.9,90,Wind blowing from the south-west,9,,,, ,,,,,,,200-300,,,45.0,13.5,,,,,,
13.09.2020 10:00,14.3,733.9,766.0,1.0,97,Wind blowing from the south-west,10,,,, ,,,,,,,100-200,,,23.0,13.8,,,,,,
13.09.2020 09:00,13.7,733.6,765.7,1.5,98,Wind blowing from the south-west,11,,,, ,,,,,,,50-100,,,2.9,13.4,,,,,,
13.09.2020 08:00,13.6,733.3,765.4,2.0,99,Wind blowing from the south-west,9,,,, ,,,,,,,100-200,,,3.7,13.4,,,,,,
13.09.2020 07:00,13.2,732.9,765.0,1.7,97,Wind blowing from the south-west,9,,,, ,,,,,,,100-200,,,4.1,12.8,,,,,,
13.09.2020 06:00,13.6,732.1,764.1,0.8,93,Wind blowing from the south-west,11,,,, ,,,11.7,,,,200-300,,,29.0,12.4,No precipitation,12,,,,
13.09.2020 05:00,13.6,731.3,763.3,0.1,90,Wind blowing from the south-west,13,,,, ,,,,,,,200-300,,,30.0,12.0,,,,,,
13.09.2020 04:00,13.7,731.2,763.2,-0.3,87,Wind blowing from the south-west,14,,,, ,,,,,,,200-300,,,40.0,11.5,,,,,,
13.09.2020 03:00,13.5,731.3,763.3,-0.1,93,Wind blowing from the south-west,13,,,, ,,,,,,,200-300,,,26.0,12.3,,,,,,
13.09.2020 02:00,13.3,731.2,763.2,-0.1,92,Wind blowing from the south-west,13,,,, ,,,,,,,200-300,,,30.0,12.0,,,,,,
13.09.2020 01:00,13.1,731.5,763.5,0.3,91,Wind blowing from the south-west,14,,,, ,,,,,,,200-300,,,30.0,11.7,,,,,,
13.09.2020 00:00,12.6,731.4,763.5,-0.1,90,Wind blowing from the south-west,14,,,, ,,,,,,,200-300,,,35.0,11.0,No precipitation,6,,,,
12.09.2020 23:00,12.3,731.3,763.5,-0.4,89,Wind blowing from the south-west,14,,,, ,,,,,,,200-300,,,30.0,10.6,,,,,,
12.09.2020 22:00,12.0,731.2,763.4,-0.2,87,Wind blowing from the south-west,12,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,9.8,,,,,,
12.09.2020 21:00,11.7,731.5,763.7,0.0,86,Wind blowing from the south-west,12,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,9.4,,,,,,
12.09.2020 20:00,12.0,731.7,763.9,-0.2,84,Wind blowing from the south-southwest,11,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,9.3,,,,,,
12.09.2020 19:00,12.0,731.4,763.6,-0.7,84,Wind blowing from the south-southwest,10,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,9.4,,,,,,
12.09.2020 18:00,12.5,731.5,763.6,-0.6,83,Wind blowing from the south-southwest,10,,,, ,,,,14.8,,,300-600,,,30.0,9.7,No precipitation,12,,,,
12.09.2020 17:00,13.2,731.9,764.0,-0.3,81,Wind blowing from the south-west,8,,,, ,,,,,,,300-600,,,35.0,10.0,,,,,,
12.09.2020 16:00,14.0,732.1,764.0,-0.1,77,Wind blowing from the south-west,10,,,, ,,,,,,,300-600,,,40.0,10.0,,,,,,
12.09.2020 15:00,14.1,732.1,764.1,0.5,64,Wind blowing from the south-west,10,,,, ,,,,,,,600-1000,,,13.0,7.3,,,,,,
12.09.2020 14:00,14.3,732.2,764.2,,72,Wind blowing from the south-west,8,,,, ,,,,,,,600-1000,,,22.0,9.3,,,,,,
12.09.2020 13:00,14.0,732.2,764.2,0.7,61,Wind blowing from the south-west,9,,,, ,,,,,,,1000-1500,,,24.0,6.6,,,,,,
12.09.2020 12:00,13.7,731.6,763.6,0.6,68,Wind blowing from the south-west,9,,,, ,,,,,,,600-1000,,,25.0,7.8,No precipitation,6,,,,
12.09.2020 11:00,12.8,731.9,764.0,1.4,75,Wind blowing from the west-southwest,5,,,, ,,,,,,,600-1000,,,20.0,8.5,,,,,,
12.09.2020 10:00,12.8,731.5,763.6,1.5,79,Wind blowing from the west-southwest,6,,,, ,,,,,,,1000-1500,,,25.0,9.3,,,,,,
12.09.2020 09:00,12.2,731.0,763.2,1.6,77,Wind blowing from the west-southwest,7,,,, ,,,,,,,600-1000,,,21.0,8.2,,,,,,
12.09.2020 08:00,11.3,730.5,762.7,1.3,86,Wind blowing from the south-west,4,,,, ,,,,,,,300-600,,,30.0,9.1,,,,,,
12.09.2020 07:00,9.8,730.0,762.3,1.1,92,Wind blowing from the south-southwest,2,,,, ,,,,,,,600-1000,,,23.0,8.6,,,,,,
12.09.2020 06:00,10.3,729.4,761.8,1.0,88,Wind blowing from the west-southwest,4,,,, ,,,10.0,,,,1000-1500,,,30.0,8.3,8.0,12,,,,
12.09.2020 05:00,10.4,729.2,761.5,0.9,88,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,30.0,8.4,,,,,,
12.09.2020 04:00,10.5,728.9,761.2,1.0,89,Wind blowing from the west-southwest,4,,,, ,,,,,,,300-600,,,30.0,8.7,,,,,,
12.09.2020 03:00,10.8,728.4,760.6,0.5,91,Wind blowing from the west-southwest,4,,,, ,,,,,,,300-600,,,30.0,9.4,,,,,,
12.09.2020 02:00,11.2,728.3,760.4,0.5,89,Wind blowing from the west-southwest,5,,,, ,,,,,,,600-1000,,,40.0,9.4,,,,,,
12.09.2020 01:00,11.5,727.9,760.0,0.1,92,Wind blowing from the west-southwest,6,,,, ,,,,,,,600-1000,,,70.0,10.3,,,,,,
12.09.2020 00:00,11.6,727.9,760.0,-0.2,97,Wind blowing from the west-southwest,6,,,, ,,,,,,,200-300,,,2.9,11.1,7.0,6,,,,
11.09.2020 23:00,12.2,727.8,759.7,-0.1,98,Wind blowing from the south-west,7,,,, ,,,,,,,100-200,,,24.0,11.9,,,,,,
11.09.2020 22:00,11.9,727.8,759.8,0.1,98,Wind blowing from the south-west,7,,,, ,,,,,,,100-200,,,2.0,11.6,,,,,,
11.09.2020 21:00,11.4,728.1,760.2,0.2,99,Wind blowing from the south-southwest,4,,,, ,,,,,,,50-100,,,4.9,11.2,,,,,,
11.09.2020 20:00,11.4,727.9,760.0,-0.2,97,Wind blowing from the south-west,6,,,, ,,,,,,,200-300,,,2.2,10.9,,,,,,
11.09.2020 19:00,11.6,727.7,759.8,-0.5,96,Wind blowing from the south-west,8,,,, ,,,,,,,200-300,,,2.1,10.9,,,,,,
11.09.2020 18:00,12.2,727.9,759.9,-0.4,88,Wind blowing from the south-west,8,,,, ,,,,14.5,,,300-600,,,5.0,10.2,No precipitation,12,,,,
11.09.2020 17:00,12.4,728.1,760.1,-0.3,85,Wind blowing from the south-west,9,,,, ,,,,,,,300-600,,,29.0,9.9,,,,,,
11.09.2020 16:00,12.8,728.2,760.2,-0.3,81,Wind blowing from the south-west,10,,,, ,,,,,,,600-1000,,,30.0,9.5,,,,,,
11.09.2020 15:00,13.0,728.3,760.3,-0.2,79,Wind blowing from the south-west,10,,,, ,,,,,,,600-1000,,,35.0,9.5,,,,,,
11.09.2020 14:00,13.8,728.4,760.3,0.1,75,Wind blowing from the south-west,11,,,, ,,,,,,,600-1000,,,14.0,9.5,,,,,,
11.09.2020 13:00,12.9,728.5,760.5,0.0,86,Wind blowing from the south-west,9,,,, ,,,,,,,300-600,,,11.0,10.6,,,,,,
