Local time in Vienna,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.07.2020 12:00,26.2,742.9,758.1,-0.8,48,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,14.2,,,,,,
24.07.2020 11:00,25.0,743.5,758.7,-0.1,51,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,14.2,,,,,,
24.07.2020 10:00,23.4,743.5,758.8,0.0,56,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,14.0,,,,,,
24.07.2020 09:00,21.4,743.7,759.1,,64,Wind blowing from the east,1,,,, ,,,,,,,,,,,14.2,,,,,,
24.07.2020 08:00,20.1,743.6,759.1,-0.1,69,Wind blowing from the east,1,,,, ,,,,,,,,,,,14.3,,,,,,
24.07.2020 07:00,19.8,743.5,758.9,-0.3,68,Wind blowing from the north-east,2,,,, ,,,19.0,26.7,,,,,,,13.7,No precipitation,12,,,,
24.07.2020 06:00,19.2,743.6,759.1,-0.4,72,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,13.9,,,,,,
24.07.2020 05:00,19.3,743.7,759.2,-0.5,68,Wind blowing from the north,1,,,, ,,,,,,,,,,,13.3,,,,,,
24.07.2020 04:00,19.7,743.8,759.2,-0.6,66,Wind blowing from the north,1,,,, ,,,,,,,,,,,13.1,,,,,,
24.07.2020 03:00,19.4,744.0,759.5,,73,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,14.5,,,,,,
24.07.2020 02:00,20.1,744.2,759.7,,72,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,14.8,,,,,,
24.07.2020 01:00,20.7,744.4,759.8,0.0,70,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,15.0,No precipitation,6,,,,
24.07.2020 00:00,22.2,744.4,759.8,,59,Wind blowing from the north,1,,,, ,,,,,,,,,,,13.9,,,,,,
23.07.2020 23:00,22.6,744.5,759.9,0.4,62,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,14.9,,,,,,
23.07.2020 22:00,22.7,744.4,759.7,0.2,63,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,15.3,,,,,,
23.07.2020 21:00,24.2,744.4,759.6,0.3,57,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,15.1,,,,,,
23.07.2020 20:00,25.6,744.1,759.3,0.0,47,Wind blowing from the west,2,,,, ,,,,,,,,,,,13.5,,,,,,
23.07.2020 19:00,26.6,744.2,759.4,-0.2,44,Wind blowing from the west,4,,,, ,,,20.1,29.1,,,,,,,13.3,No precipitation,12,,,,
23.07.2020 18:00,27.3,744.1,759.2,-0.7,39,Wind blowing from the west,4,,,, ,,,,,,,,,,,12.1,,,,,,
23.07.2020 17:00,27.6,744.1,759.2,-0.9,38,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,12.2,,,,,,
23.07.2020 16:00,27.6,744.4,759.5,-0.8,42,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.5,,,,,,
23.07.2020 15:00,28.0,744.8,759.9,-0.6,39,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,12.9,,,,,,
23.07.2020 14:00,28.3,745.0,760.0,-0.8,30,Wind blowing from the west,3,,,, ,,,,,,,,,,,9.1,,,,,,
23.07.2020 13:00,27.1,745.2,760.3,-0.7,34,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,9.7,No precipitation,6,,,,
23.07.2020 12:00,27.2,745.4,760.6,-0.7,36,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.8,,,,,,
23.07.2020 11:00,25.8,745.8,761.0,-0.4,50,Wind blowing from the east,1,,,, ,,,,,,,,,,,14.5,,,,,,
23.07.2020 10:00,24.2,745.9,761.2,-0.6,53,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,14.0,,,,,,
23.07.2020 09:00,24.3,746.1,761.4,-0.3,53,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,14.1,,,,,,
23.07.2020 08:00,23.0,746.2,761.6,0.0,55,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,13.5,,,,,,
23.07.2020 07:00,20.2,746.5,762.0,0.1,64,Wind blowing from the north-east,1,,,, ,,,18.5,26.0,,,,,,,13.1,0.9,12,,,,
23.07.2020 06:00,18.8,746.4,762.0,-0.2,70,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,13.1,,,,,,
23.07.2020 05:00,18.7,746.2,761.8,-0.4,81,Calm no wind,0,,,, ,,,,,,,,,,,15.3,,,,,,
23.07.2020 04:00,19.0,746.4,762.0,-0.4,81,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,15.7,,,,,,
23.07.2020 03:00,19.4,746.6,762.1,-0.3,80,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,15.9,,,,,,
23.07.2020 02:00,20.4,746.6,762.1,,63,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,13.2,,,,,,
23.07.2020 01:00,21.0,746.8,762.2,-0.2,81,Wind blowing from the south-west,1,,,, ,Precipitation,,,,,,,,,,17.5,0.9,6,,,,
23.07.2020 00:00,22.1,746.9,762.4,-0.2,63,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,14.8,,,,,,
22.07.2020 23:00,22.6,746.9,762.3,,76,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,18.1,Trace of precipitation,1,,,,
22.07.2020 22:00,23.0,747.0,762.4,0.0,70,Wind blowing from the north-east,1,,,,Precipitation ,,,,,,,,,,,17.2,0.9,3,,,,
22.07.2020 21:00,24.8,747.1,762.4,0.2,59,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.1,,,,,,
22.07.2020 20:00,25.2,747.1,762.3,-0.3,55,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.5,,,,,,
22.07.2020 19:00,25.9,747.0,762.2,-0.9,53,Wind blowing from the south-southeast,3,,,, ,,,20.1,27.1,,,,,,,15.5,No precipitation,12,,,,
22.07.2020 18:00,26.6,746.9,762.1,-1.5,41,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,12.2,,,,,,
22.07.2020 17:00,26.5,747.4,762.6,-1.5,41,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.1,,,,,,
22.07.2020 16:00,27.0,747.9,763.1,,43,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,13.3,,,,,,
22.07.2020 15:00,26.3,748.4,763.6,-0.9,47,Wind blowing from the north,2,,,, ,,,,,,,,,,,14.2,,,,,,
22.07.2020 14:00,26.3,748.9,764.1,-0.9,51,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,15.3,,,,,,
22.07.2020 13:00,25.1,749.1,764.4,-0.7,56,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,15.7,No precipitation,6,,,,
22.07.2020 12:00,24.1,749.3,764.7,-0.5,60,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.8,,,,,,
22.07.2020 11:00,23.6,749.8,765.1,0.0,63,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,16.0,,,,,,
22.07.2020 10:00,22.7,749.8,765.3,0.4,66,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.0,,,,,,
22.07.2020 09:00,22.9,749.8,765.2,0.4,66,Wind blowing from the north,2,,,, ,,,,,,,,,,,16.3,,,,,,
22.07.2020 08:00,22.5,749.8,765.2,0.5,66,Wind blowing from the north,1,,,, ,,,,,,,,,,,15.8,,,,,,
22.07.2020 07:00,20.3,749.4,764.9,0.3,76,Wind blowing from the north-northeast,3,,,, ,,,19.1,24.8,,,,,,,15.9,0.1,12,,,,
22.07.2020 06:00,20.0,749.4,765.0,0.5,80,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,16.4,,,,,,
22.07.2020 05:00,19.6,749.3,764.9,0.4,82,Wind blowing from the west,2,,,, ,,,,,,,,,,,16.4,,,,,,
22.07.2020 04:00,19.4,749.1,764.7,0.2,82,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,16.3,,,,,,
22.07.2020 03:00,19.2,748.9,764.5,-0.2,81,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,15.9,,,,,,
22.07.2020 02:00,19.8,748.9,764.5,0.3,78,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,15.9,,,,,,
22.07.2020 01:00,19.5,748.9,764.5,0.0,81,Wind blowing from the south-southwest,2,,,, ,Precipitation,,,,,,,,,,16.1,0.1,6,,,,
22.07.2020 00:00,19.9,749.1,764.7,0.4,80,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,16.3,,,,,,
21.07.2020 23:00,21.2,748.6,764.0,,74,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,16.4,,,,,,
21.07.2020 22:00,21.8,748.9,764.3,0.7,70,Wind blowing from the east-southeast,2,,,, ,Precipitation,,,,,,,,,,16.1,0.1,3,,,,
21.07.2020 21:00,23.0,748.7,764.1,0.9,66,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,16.4,,,,,,
21.07.2020 20:00,23.9,748.2,763.6,0.3,59,Wind blowing from the south,2,,,,Precipitation ,,,,,,,,,,,15.3,0.1,1,,,,
21.07.2020 19:00,24.6,748.2,763.5,-0.4,52,Calm no wind,0,,,, ,Precipitation,,20.3,29.9,,,,,,,14.0,2.0,12,,,,
21.07.2020 18:00,24.3,747.8,763.1,0.3,55,Calm no wind,0,,,, ,,,,,,,,,,,14.6,,,,,,
21.07.2020 17:00,23.3,747.9,763.3,-0.1,59,Wind blowing from the north-east,4,,21,,Precipitation ,,,,,,,,,,,14.8,2.0,1,,,,
21.07.2020 16:00,24.4,748.6,763.9,0.1,56,Wind blowing from the north-west,10,,21,, ,,,,,,,,,,,15.1,Trace of precipitation,3,,,,
21.07.2020 15:00,29.2,747.5,762.6,,43,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,15.3,,,,,,
21.07.2020 14:00,28.0,748.0,763.2,-1.2,46,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,15.2,,,,,,
21.07.2020 13:00,26.6,748.5,763.7,,50,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,15.4,No precipitation,6,,,,
21.07.2020 12:00,25.6,748.9,764.2,-0.3,54,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,15.7,,,,,,
21.07.2020 11:00,24.2,749.2,764.5,0.5,60,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.8,,,,,,
21.07.2020 10:00,23.0,749.2,764.6,0.6,66,Wind blowing from the north,3,,,, ,,,,,,,,,,,16.2,,,,,,
21.07.2020 09:00,22.2,749.2,764.7,0.9,71,Wind blowing from the north,3,,,, ,,,,,,,,,,,16.7,,,,,,
21.07.2020 08:00,23.8,748.7,764.1,,62,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,16.1,,,,,,
21.07.2020 07:00,20.8,748.6,764.2,0.3,74,Wind blowing from the east-southeast,2,,,, ,,,18.6,27.1,,,,,,,15.9,No precipitation,12,,,,
21.07.2020 06:00,19.0,748.3,763.9,0.1,79,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,15.2,,,,,,
21.07.2020 05:00,18.7,748.3,763.9,0.0,80,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,15.1,,,,,,
21.07.2020 04:00,19.1,748.3,763.9,0.4,78,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,15.2,,,,,,
21.07.2020 03:00,19.5,748.2,763.8,0.5,76,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,15.1,,,,,,
21.07.2020 02:00,20.2,748.3,763.9,0.9,75,Calm no wind,0,,,, ,,,,,,,,,,,15.6,,,,,,
21.07.2020 01:00,19.9,747.9,763.4,0.5,77,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,15.7,No precipitation,6,,,,
21.07.2020 00:00,20.6,747.7,763.3,0.4,75,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,16.0,,,,,,
20.07.2020 23:00,21.4,747.4,762.9,0.6,73,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,16.3,,,,,,
20.07.2020 22:00,23.3,747.4,762.7,0.8,61,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,15.4,,,,,,
20.07.2020 21:00,23.8,747.3,762.6,0.8,59,Wind blowing from the east,2,,,, ,,,,,,,,,,,15.4,,,,,,
20.07.2020 20:00,25.8,746.8,762.0,0.3,49,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,14.3,,,,,,
20.07.2020 19:00,26.8,746.6,761.8,0.6,46,Wind blowing from the west-northwest,2,,,, ,,,21.0,29.2,,,,,,,14.2,No precipitation,12,,,,
20.07.2020 18:00,27.2,746.5,761.6,-0.1,42,Wind blowing from the west,2,,,, ,,,,,,,,,,,13.0,,,,,,
20.07.2020 17:00,26.4,746.5,761.8,0.4,45,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,13.4,,,,,,
20.07.2020 16:00,26.0,746.0,761.2,-0.1,43,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,12.6,,,,,,
20.07.2020 15:00,25.3,746.6,761.8,0.4,50,Wind blowing from the west-northwest,8,,,, ,,,,,,,,,,,14.1,,,,,,
20.07.2020 14:00,28.4,746.1,761.2,-0.4,43,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,14.5,,,,,,
20.07.2020 13:00,27.4,746.1,761.2,-0.4,41,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.9,No precipitation,6,,,,
20.07.2020 12:00,27.0,746.2,761.3,-0.2,44,Wind blowing from the west,2,,,, ,,,,,,,,,,,13.8,,,,,,
20.07.2020 11:00,26.4,746.5,761.6,0.3,49,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,14.7,,,,,,
20.07.2020 10:00,24.7,746.5,761.8,0.3,56,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,15.4,,,,,,
20.07.2020 09:00,24.6,746.4,761.7,,57,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,15.5,,,,,,
20.07.2020 08:00,24.4,746.2,761.5,0.1,59,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,15.9,,,,,,
20.07.2020 07:00,21.5,746.2,761.6,0.2,69,Wind blowing from the west,1,,,, ,,,18.8,22.4,,,,,,,15.6,No precipitation,12,,,,
20.07.2020 06:00,18.9,746.0,761.6,0.1,80,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,15.3,,,,,,
20.07.2020 05:00,19.0,746.1,761.6,0.2,80,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,15.4,,,,,,
20.07.2020 04:00,19.6,746.0,761.5,,77,Wind blowing from the south,1,,,, ,,,,,,,,,,,15.5,,,,,,
20.07.2020 03:00,19.6,745.9,761.4,,77,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,15.5,,,,,,
20.07.2020 02:00,19.8,745.9,761.4,-0.3,76,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,15.4,,,,,,
20.07.2020 01:00,20.4,745.9,761.3,-0.3,74,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.5,No precipitation,6,,,,
20.07.2020 00:00,20.8,745.9,761.4,-0.2,72,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,15.6,,,,,,
19.07.2020 23:00,21.2,746.2,761.6,0.4,71,Wind blowing from the west,1,,,, ,,,,,,,,,,,15.6,,,,,,
19.07.2020 22:00,21.3,746.2,761.6,,70,Wind blowing from the west,1,,,, ,,,,,,,,,,,15.5,,,,,,
19.07.2020 21:00,21.3,746.1,761.5,,70,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.6,,,,,,
19.07.2020 20:00,21.5,745.8,761.2,0.2,69,Wind blowing from the west,3,,,, ,,,,,,,,,,,15.5,,,,,,
19.07.2020 19:00,22.3,745.6,761.0,0.0,66,Wind blowing from the west-northwest,4,,,, ,,,16.7,23.5,,,,,,,15.5,Trace of precipitation,12,,,,
19.07.2020 18:00,22.9,745.3,760.6,-0.5,64,Wind blowing from the west,5,,,, ,,,,,,,,,,,15.6,,,,,,
19.07.2020 17:00,23.3,745.6,760.9,-0.3,60,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,15.0,,,,,,
19.07.2020 16:00,22.7,745.6,761.0,-0.5,65,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,15.8,,,,,,
19.07.2020 15:00,22.6,745.8,761.2,-0.7,64,Wind blowing from the west,3,,,, ,,,,,,,,,,,15.3,,,,,,
19.07.2020 14:00,22.0,745.9,761.3,-0.9,67,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,15.5,,,,,,
19.07.2020 13:00,21.7,746.1,761.5,,68,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,15.4,Trace of precipitation,6,,,,
19.07.2020 12:00,21.2,746.5,761.9,-0.3,70,Wind blowing from the west,3,,,, ,,,,,,,,,,,15.5,,,,,,
19.07.2020 11:00,19.7,746.8,762.3,0.1,75,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.1,,,,,,
19.07.2020 10:00,18.9,746.8,762.4,0.3,78,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,14.9,Trace of precipitation,3,,,,
19.07.2020 09:00,18.5,746.8,762.4,,79,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,14.7,Trace of precipitation,1,,,,
19.07.2020 08:00,17.8,746.7,762.4,,81,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,14.5,Trace of precipitation,1,,,,
19.07.2020 07:00,16.9,746.5,762.2,-0.3,84,Wind blowing from the west-northwest,3,,,,Precipitation ,Precipitation,,16.0,19.1,,,,,,,14.1,0.4,12,,,,
19.07.2020 06:00,16.5,746.6,762.4,,86,Wind blowing from the west-northwest,2,,,,Precipitation ,Precipitation,,,,,,,,,,14.1,0.3,1,,,,
19.07.2020 05:00,16.5,746.7,762.4,-0.5,82,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.3,Trace of precipitation,1,,,,
19.07.2020 04:00,16.5,746.8,762.6,-0.6,80,Wind blowing from the west,3,,,, ,,,,,,,,,,,13.1,,,,,,
19.07.2020 03:00,16.1,746.9,762.7,-0.7,81,Wind blowing from the west,4,,,, ,,,,,,,,,,,12.9,,,,,,
19.07.2020 02:00,16.1,747.2,763.0,-0.5,81,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,12.9,,,,,,
19.07.2020 01:00,16.1,747.4,763.1,,81,Wind blowing from the west,3,,,, ,,,,,,,,,,,12.9,No precipitation,6,,,,
19.07.2020 00:00,16.4,747.6,763.3,0.1,82,Wind blowing from the west,3,,,, ,,,,,,,,,,,13.2,,,,,,
18.07.2020 23:00,16.8,747.7,763.5,0.6,81,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.5,,,,,,
18.07.2020 22:00,17.1,747.5,763.2,0.9,81,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,13.7,,,,,,
18.07.2020 21:00,17.2,747.5,763.2,1.3,80,Wind blowing from the west,3,,,, ,,,,,,,,,,,13.7,,,,,,
18.07.2020 20:00,17.8,747.1,762.7,0.9,76,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.4,,,,,,
18.07.2020 19:00,18.8,746.6,762.2,0.5,72,Wind blowing from the west-northwest,4,,,, ,,,14.1,20.7,,,,,,,13.7,13.0,12,,,,
18.07.2020 18:00,19.9,746.2,761.8,0.0,70,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,14.2,,,,,,
18.07.2020 17:00,19.6,746.2,761.7,-0.3,70,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,13.9,,,,,,
18.07.2020 16:00,20.1,746.1,761.6,-0.1,66,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,13.4,Trace of precipitation,3,,,,
18.07.2020 15:00,19.9,746.2,761.7,0.0,67,Wind blowing from the west,2,,,, ,,,,,,,,,,,13.6,,,,,,
18.07.2020 14:00,17.7,746.5,762.1,0.4,79,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,14.0,Trace of precipitation,1,,,,
18.07.2020 13:00,17.5,746.2,761.8,0.3,82,Wind blowing from the south-west,2,,,, ,Showers or intermittent precipitation.,,,,,,,,,,14.3,13.0,6,,,,
18.07.2020 12:00,15.6,746.2,762.0,0.3,89,Calm no wind,0,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,13.8,4.0,1,,,,
18.07.2020 11:00,15.5,746.1,761.8,,85,Wind blowing from the north-west,4,,,,Precipitation ,,,,,,,,,,,13.0,Trace of precipitation,1,,,,
18.07.2020 10:00,15.1,745.9,761.6,-0.5,86,Wind blowing from the west-northwest,3,,,,Precipitation ,Precipitation,,,,,,,,,,12.8,10.0,3,,,,
18.07.2020 09:00,14.5,745.9,761.8,-0.8,87,Wind blowing from the west,4,,,, ,,,,,,,,,,,12.4,6.0,1,,,,
18.07.2020 08:00,14.5,746.2,762.0,,86,Wind blowing from the west-northwest,5,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,12.2,2.0,1,,,,
18.07.2020 07:00,14.2,746.4,762.2,-0.8,87,Wind blowing from the north-west,5,,,,Precipitation ,Showers or intermittent precipitation.,,14.0,17.8,,,,,,,12.0,3.0,12,,,,
18.07.2020 06:00,14.1,746.7,762.6,-0.8,83,Wind blowing from the west-northwest,4,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,11.3,0.7,1,,,,
18.07.2020 05:00,14.6,747.0,762.8,-0.7,77,Wind blowing from the north-west,5,,,,Precipitation ,,,,,,,,,,,10.5,Trace of precipitation,1,,,,
18.07.2020 04:00,14.7,747.2,763.0,-0.6,75,Wind blowing from the north-west,3,,,, ,Precipitation,,,,,,,,,,10.3,0.2,3,,,,
18.07.2020 03:00,14.8,747.5,763.3,,75,Wind blowing from the west-northwest,4,,,,Precipitation ,,,,,,,,,,,10.4,0.2,1,,,,
18.07.2020 02:00,15.7,747.7,763.6,-0.5,67,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,9.5,,,,,,
18.07.2020 01:00,15.5,747.8,763.6,-0.2,69,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,9.8,Trace of precipitation,6,,,,
18.07.2020 00:00,15.3,748.0,763.9,0.0,72,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,10.3,,,,,,
17.07.2020 23:00,15.4,748.2,764.0,0.5,73,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,10.6,,,,,,
17.07.2020 22:00,15.8,748.0,763.9,0.6,74,Wind blowing from the west,6,,,, ,,,,,,,,,,,11.1,Trace of precipitation,3,,,,
17.07.2020 21:00,16.5,748.0,763.8,0.8,71,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,11.1,Trace of precipitation,1,,,,
17.07.2020 20:00,16.5,747.7,763.5,0.5,67,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,10.4,,,,,,
17.07.2020 19:00,17.6,747.4,763.1,0.0,67,Wind blowing from the west,5,,14,, ,Showers or intermittent precipitation.,,15.9,21.1,,,,,,,11.4,9.0,12,,,,
17.07.2020 18:00,18.8,747.2,762.8,-0.5,61,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,11.0,,,,,,
17.07.2020 17:00,18.7,747.2,762.8,-0.4,61,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,10.9,,,,,,
17.07.2020 16:00,18.6,747.4,763.0,0.3,60,Wind blowing from the west-northwest,5,,,,Precipitation ,Precipitation,,,,,,,,,,10.6,0.6,3,,,,
17.07.2020 15:00,16.9,747.7,763.5,,70,Wind blowing from the north-west,4,,,,Precipitation ,Precipitation,,,,,,,,,,11.3,0.6,1,,,,
17.07.2020 14:00,18.7,747.6,763.2,0.4,59,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,10.5,,,,,,
17.07.2020 13:00,16.6,747.1,762.8,-0.3,70,Wind blowing from the west,5,,14,, ,,,,,,,,,,,11.1,8.0,6,,,,
17.07.2020 12:00,20.2,747.0,762.5,,55,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,10.9,,,,,,
17.07.2020 11:00,19.4,747.2,762.8,-0.2,55,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,10.1,,,,,,
17.07.2020 10:00,19.0,747.4,763.0,0.2,56,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,10.1,,,,,,
17.07.2020 09:00,17.9,747.7,763.3,0.9,62,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,10.5,,,,,,
17.07.2020 08:00,16.5,747.4,763.2,0.8,69,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,10.8,,,,,,
17.07.2020 07:00,16.0,747.2,763.0,0.7,74,Wind blowing from the west-northwest,5,,,, ,Showers or intermittent precipitation.,,14.8,17.8,,,,,,,11.4,2.0,12,,,,
17.07.2020 06:00,15.5,746.8,762.7,0.6,78,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,11.7,,,,,,
17.07.2020 05:00,15.0,746.6,762.4,0.0,80,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,11.6,,,,,,
17.07.2020 04:00,14.9,746.5,762.4,-0.3,80,Wind blowing from the west-northwest,3,,,, ,Showers or intermittent precipitation.,,,,,,,,,,11.5,0.6,3,,,,
17.07.2020 03:00,14.9,746.2,762.1,-0.5,81,Wind blowing from the west,3,,,,Shower(s) or intermittent precipitation. ,,,,,,,,,,,11.7,0.1,1,,,,
17.07.2020 02:00,15.0,746.6,762.4,-0.2,81,Wind blowing from the west-northwest,2,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,11.7,0.5,1,,,,
17.07.2020 01:00,15.1,746.8,762.6,,81,Wind blowing from the west-northwest,5,,,,Precipitation ,Showers or intermittent precipitation.,,,,,,,,,,11.8,2.0,6,,,,
17.07.2020 00:00,15.4,746.7,762.5,0.3,80,Wind blowing from the west-northwest,5,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,11.9,0.4,1,,,,
16.07.2020 23:00,15.7,746.8,762.6,0.6,80,Wind blowing from the west-northwest,4,,,,Precipitation ,Precipitation,,,,,,,,,,12.2,0.4,1,,,,
16.07.2020 22:00,16.2,746.6,762.4,0.6,72,Wind blowing from the north-west,2,,,, ,Showers or intermittent precipitation.,,,,,,,,,,11.2,0.3,3,,,,
16.07.2020 21:00,16.5,746.4,762.1,0.7,72,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,11.3,Trace of precipitation,1,,,,
16.07.2020 20:00,16.8,746.2,761.9,0.6,79,Wind blowing from the west-northwest,4,,,,Shower(s) or intermittent precipitation. ,Precipitation,Precipitation,,,,,,,,,13.2,0.3,1,,,,
16.07.2020 19:00,17.8,746.0,761.6,0.6,74,Wind blowing from the north-west,3,,14,,Precipitation ,,,17.5,22.8,,,,,,,13.0,0.2,12,,,,
16.07.2020 18:00,18.6,745.7,761.3,0.1,62,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,11.2,Trace of precipitation,1,,,,
16.07.2020 17:00,20.0,745.6,761.1,0.2,59,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,11.8,,,,,,
16.07.2020 16:00,20.7,745.4,760.9,-0.5,56,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,11.6,Trace of precipitation,3,,,,
16.07.2020 15:00,19.3,745.6,761.2,-0.5,68,Wind blowing from the north-west,7,,14,, ,,,,,,,,,,,13.2,Trace of precipitation,1,,,,
16.07.2020 14:00,22.7,745.4,760.8,,50,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,11.8,,,,,,
