Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
2,158,2,2,2,3,3,3,3,1,1,-1,-1
2,159,2,2,3,3,3,3,1,1,-1,-1,-2
2,160,2,3,3,3,3,1,1,-1,-1,-2,-3
2,161,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,162,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,163,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,164,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,165,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,166,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,167,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,168,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,169,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,170,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,171,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,172,-3,-3,-2,-2,0,0,2,2,2,3,3
2,173,-3,-2,-2,0,0,2,2,2,3,3,3
2,174,-2,-2,0,0,2,2,2,3,3,3,3
2,175,-2,0,0,2,2,2,3,3,3,3,1
2,176,0,0,2,2,2,3,3,3,3,1,1
2,177,0,2,2,2,3,3,3,3,1,1,-1
2,178,2,2,2,3,3,3,3,1,1,-1,-1
2,179,2,2,3,3,3,3,1,1,-1,-1,-2
2,180,2,3,3,3,3,1,1,-1,-1,-2,-3
2,181,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,182,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,183,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,184,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,185,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,186,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,187,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,188,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,189,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,190,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,191,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,192,-3,-3,-2,-2,0,0,2,2,2,3,3
2,193,-3,-2,-2,0,0,2,2,2,3,3,3
2,194,-2,-2,0,0,2,2,2,3,3,3,3
2,195,-2,0,0,2,2,2,3,3,3,3,1
2,196,0,0,2,2,2,3,3,3,3,1,1
2,197,0,2,2,2,3,3,3,3,1,1,-1
2,198,2,2,2,3,3,3,3,1,1,-1,-1
2,199,2,2,3,3,3,3,1,1,-1,-1,-2
2,200,2,3,3,3,3,1,1,-1,-1,-2,-3
2,201,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,202,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,203,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,204,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,205,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,206,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,207,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,208,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,209,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,210,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,211,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,212,-3,-3,-2,-2,0,0,2,2,2,3,3
2,213,-3,-2,-2,0,0,2,2,2,3,3,3
2,214,-2,-2,0,0,2,2,2,3,3,3,3
2,215,-2,0,0,2,2,2,3,3,3,3,1
2,216,0,0,2,2,2,3,3,3,3,1,1
2,217,0,2,2,2,3,3,3,3,1,1,-1
2,218,2,2,2,3,3,3,3,1,1,-1,-1
2,219,2,2,3,3,3,3,1,1,-1,-1,-2
2,220,2,3,3,3,3,1,1,-1,-1,-2,-3
2,221,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,222,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,223,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,224,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,225,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,226,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,227,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,228,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,229,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,230,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,231,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,232,-3,-3,-2,-2,0,0,2,2,2,3,3
2,233,-3,-2,-2,0,0,2,2,2,3,3,3
2,234,-2,-2,0,0,2,2,2,3,3,3,3
2,235,-2,0,0,2,2,2,3,3,3,3,1
2,236,0,0,2,2,2,3,3,3,3,1,1
2,237,0,2,2,2,3,3,3,3,1,1,-1
2,238,2,2,2,3,3,3,3,1,1,-1,-1
2,239,2,2,3,3,3,3,1,1,-1,-1,-2
2,240,2,3,3,3,3,1,1,-1,-1,-2,-3
2,241,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,242,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,243,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,244,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,245,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,246,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,247,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,248,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,249,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,250,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,251,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,252,-3,-3,-2,-2,0,0,2,2,2,3,3
2,253,-3,-2,-2,0,0,2,2,2,3,3,3
2,254,-2,-2,0,0,2,2,2,3,3,3,3
2,255,-2,0,0,2,2,2,3,3,3,3,1
2,256,0,0,2,2,2,3,3,3,3,1,1
2,257,0,2,2,2,3,3,3,3,1,1,-1
2,258,2,2,2,3,3,3,3,1,1,-1,-1
2,259,2,2,3,3,3,3,1,1,-1,-1,-2
2,260,2,3,3,3,3,1,1,-1,-1,-2,-3
2,261,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,262,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,263,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,264,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,265,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,266,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,267,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,268,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,269,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,270,-3,-3,-3,-3,-2,-2,0,0,2,2,2
2,271,-3,-3,-3,-2,-2,0,0,2,2,2,3
2,272,-3,-3,-2,-2,0,0,2,2,2,3,3
2,273,-3,-2,-2,0,0,2,2,2,3,3,3
2,274,-2,-2,0,0,2,2,2,3,3,3,3
2,275,-2,0,0,2,2,2,3,3,3,3,1
2,276,0,0,2,2,2,3,3,3,3,1,1
2,277,0,2,2,2,3,3,3,3,1,1,-1
2,278,2,2,2,3,3,3,3,1,1,-1,-1
2,279,2,2,3,3,3,3,1,1,-1,-1,-2
2,280,2,3,3,3,3,1,1,-1,-1,-2,-3
2,281,3,3,3,3,1,1,-1,-1,-2,-3,-3
2,282,3,3,3,1,1,-1,-1,-2,-3,-3,-3
2,283,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
2,284,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2,285,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
2,286,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
2,287,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
2,288,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
2,289,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
2,290,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,1,0,3,3,2,1,1,0,-2,-2,-2,-3
3,2,3,3,2,1,1,0,-2,-2,-2,-3,-3
3,3,3,2,1,1,0,-2,-2,-2,-3,-3,-3
3,4,2,1,1,0,-2,-2,-2,-3,-3,-3,-2
3,5,1,1,0,-2,-2,-2,-3,-3,-3,-2,-2
3,6,1,0,-2,-2,-2,-3,-3,-3,-2,-2,0
3,7,0,-2,-2,-2,-3,-3,-3,-2,-2,0,0
3,8,-2,-2,-2,-3,-3,-3,-2,-2,0,0,2
3,9,-2,-2,-3,-3,-3,-2,-2,0,0,2,2
3,10,-2,-3,-3,-3,-2,-2,0,0,2,2,2
3,11,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,12,-3,-3,-2,-2,0,0,2,2,2,3,3
3,13,-3,-2,-2,0,0,2,2,2,3,3,3
3,14,-2,-2,0,0,2,2,2,3,3,3,3
3,15,-2,0,0,2,2,2,3,3,3,3,1
3,16,0,0,2,2,2,3,3,3,3,1,1
3,17,0,2,2,2,3,3,3,3,1,1,-1
3,18,2,2,2,3,3,3,3,1,1,-1,-1
3,19,2,2,3,3,3,3,1,1,-1,-1,-2
3,20,2,3,3,3,3,1,1,-1,-1,-2,-3
3,21,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,22,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,23,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,24,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,25,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,26,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,27,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,28,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,29,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,30,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,31,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,32,-3,-3,-2,-2,0,0,2,2,2,3,3
3,33,-3,-2,-2,0,0,2,2,2,3,3,3
3,34,-2,-2,0,0,2,2,2,3,3,3,3
3,35,-2,0,0,2,2,2,3,3,3,3,1
3,36,0,0,2,2,2,3,3,3,3,1,1
3,37,0,2,2,2,3,3,3,3,1,1,-1
3,38,2,2,2,3,3,3,3,1,1,-1,-1
3,39,2,2,3,3,3,3,1,1,-1,-1,-2
3,40,2,3,3,3,3,1,1,-1,-1,-2,-3
3,41,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,42,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,43,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,44,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,45,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,46,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,47,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,48,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,49,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,50,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,51,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,52,-3,-3,-2,-2,0,0,2,2,2,3,3
3,53,-3,-2,-2,0,0,2,2,2,3,3,3
3,54,-2,-2,0,0,2,2,2,3,3,3,3
3,55,-2,0,0,2,2,2,3,3,3,3,1
3,56,0,0,2,2,2,3,3,3,3,1,1
3,57,0,2,2,2,3,3,3,3,1,1,-1
3,58,2,2,2,3,3,3,3,1,1,-1,-1
3,59,2,2,3,3,3,3,1,1,-1,-1,-2
3,60,2,3,3,3,3,1,1,-1,-1,-2,-3
3,61,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,62,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,63,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,64,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,65,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,66,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,67,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,68,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,69,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,70,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,71,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,72,-3,-3,-2,-2,0,0,2,2,2,3,3
3,73,-3,-2,-2,0,0,2,2,2,3,3,3
3,74,-2,-2,0,0,2,2,2,3,3,3,3
3,75,-2,0,0,2,2,2,3,3,3,3,1
3,76,0,0,2,2,2,3,3,3,3,1,1
3,77,0,2,2,2,3,3,3,3,1,1,-1
3,78,2,2,2,3,3,3,3,1,1,-1,-1
3,79,2,2,3,3,3,3,1,1,-1,-1,-2
3,80,2,3,3,3,3,1,1,-1,-1,-2,-3
3,81,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,82,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,83,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,84,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,85,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,86,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,87,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,88,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,89,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,90,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,91,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,92,-3,-3,-2,-2,0,0,2,2,2,3,3
3,93,-3,-2,-2,0,0,2,2,2,3,3,3
3,94,-2,-2,0,0,2,2,2,3,3,3,3
3,95,-2,0,0,2,2,2,3,3,3,3,1
3,96,0,0,2,2,2,3,3,3,3,1,1
3,97,0,2,2,2,3,3,3,3,1,1,-1
3,98,2,2,2,3,3,3,3,1,1,-1,-1
3,99,2,2,3,3,3,3,1,1,-1,-1,-2
3,100,2,3,3,3,3,1,1,-1,-1,-2,-3
3,101,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,102,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,103,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,104,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,105,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,106,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,107,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,108,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,109,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,110,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,111,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,112,-3,-3,-2,-2,0,0,2,2,2,3,3
3,113,-3,-2,-2,0,0,2,2,2,3,3,3
3,114,-2,-2,0,0,2,2,2,3,3,3,3
3,115,-2,0,0,2,2,2,3,3,3,3,1
3,116,0,0,2,2,2,3,3,3,3,1,1
3,117,0,2,2,2,3,3,3,3,1,1,-1
3,118,2,2,2,3,3,3,3,1,1,-1,-1
3,119,2,2,3,3,3,3,1,1,-1,-1,-2
3,120,2,3,3,3,3,1,1,-1,-1,-2,-3
3,121,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,122,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,123,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,124,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,125,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,126,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,127,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,128,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,129,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,130,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,131,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,132,-3,-3,-2,-2,0,0,2,2,2,3,3
3,133,-3,-2,-2,0,0,2,2,2,3,3,3
3,134,-2,-2,0,0,2,2,2,3,3,3,3
3,135,-2,0,0,2,2,2,3,3,3,3,1
3,136,0,0,2,2,2,3,3,3,3,1,1
3,137,0,2,2,2,3,3,3,3,1,1,-1
3,138,2,2,2,3,3,3,3,1,1,-1,-1
3,139,2,2,3,3,3,3,1,1,-1,-1,-2
3,140,2,3,3,3,3,1,1,-1,-1,-2,-3
3,141,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,142,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,143,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,144,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,145,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,146,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,147,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,148,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,149,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,150,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,151,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,152,-3,-3,-2,-2,0,0,2,2,2,3,3
3,153,-3,-2,-2,0,0,2,2,2,3,3,3
3,154,-2,-2,0,0,2,2,2,3,3,3,3
3,155,-2,0,0,2,2,2,3,3,3,3,1
3,156,0,0,2,2,2,3,3,3,3,1,1
3,157,0,2,2,2,3,3,3,3,1,1,-1
3,158,2,2,2,3,3,3,3,1,1,-1,-1
3,159,2,2,3,3,3,3,1,1,-1,-1,-2
3,160,2,3,3,3,3,1,1,-1,-1,-2,-3
3,161,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,162,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,163,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,164,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,165,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,166,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,167,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,168,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,169,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,170,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,171,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,172,-3,-3,-2,-2,0,0,2,2,2,3,3
3,173,-3,-2,-2,0,0,2,2,2,3,3,3
3,174,-2,-2,0,0,2,2,2,3,3,3,3
3,175,-2,0,0,2,2,2,3,3,3,3,1
3,176,0,0,2,2,2,3,3,3,3,1,1
3,177,0,2,2,2,3,3,3,3,1,1,-1
3,178,2,2,2,3,3,3,3,1,1,-1,-1
3,179,2,2,3,3,3,3,1,1,-1,-1,-2
3,180,2,3,3,3,3,1,1,-1,-1,-2,-3
3,181,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,182,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,183,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,184,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,185,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,186,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,187,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,188,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,189,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,190,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,191,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,192,-3,-3,-2,-2,0,0,2,2,2,3,3
3,193,-3,-2,-2,0,0,2,2,2,3,3,3
3,194,-2,-2,0,0,2,2,2,3,3,3,3
3,195,-2,0,0,2,2,2,3,3,3,3,1
3,196,0,0,2,2,2,3,3,3,3,1,1
3,197,0,2,2,2,3,3,3,3,1,1,-1
3,198,2,2,2,3,3,3,3,1,1,-1,-1
3,199,2,2,3,3,3,3,1,1,-1,-1,-2
3,200,2,3,3,3,3,1,1,-1,-1,-2,-3
3,201,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,202,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,203,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,204,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,205,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,206,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,207,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,208,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,209,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,210,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,211,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,212,-3,-3,-2,-2,0,0,2,2,2,3,3
3,213,-3,-2,-2,0,0,2,2,2,3,3,3
3,214,-2,-2,0,0,2,2,2,3,3,3,3
3,215,-2,0,0,2,2,2,3,3,3,3,1
3,216,0,0,2,2,2,3,3,3,3,1,1
3,217,0,2,2,2,3,3,3,3,1,1,-1
3,218,2,2,2,3,3,3,3,1,1,-1,-1
3,219,2,2,3,3,3,3,1,1,-1,-1,-2
3,220,2,3,3,3,3,1,1,-1,-1,-2,-3
3,221,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,222,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,223,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,224,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,225,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,226,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,227,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,228,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,229,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,230,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,231,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,232,-3,-3,-2,-2,0,0,2,2,2,3,3
3,233,-3,-2,-2,0,0,2,2,2,3,3,3
3,234,-2,-2,0,0,2,2,2,3,3,3,3
3,235,-2,0,0,2,2,2,3,3,3,3,1
3,236,0,0,2,2,2,3,3,3,3,1,1
3,237,0,2,2,2,3,3,3,3,1,1,-1
3,238,2,2,2,3,3,3,3,1,1,-1,-1
3,239,2,2,3,3,3,3,1,1,-1,-1,-2
3,240,2,3,3,3,3,1,1,-1,-1,-2,-3
3,241,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,242,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,243,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,244,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,245,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,246,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,247,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,248,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,249,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,250,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,251,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,252,-3,-3,-2,-2,0,0,2,2,2,3,3
3,253,-3,-2,-2,0,0,2,2,2,3,3,3
3,254,-2,-2,0,0,2,2,2,3,3,3,3
3,255,-2,0,0,2,2,2,3,3,3,3,1
3,256,0,0,2,2,2,3,3,3,3,1,1
3,257,0,2,2,2,3,3,3,3,1,1,-1
3,258,2,2,2,3,3,3,3,1,1,-1,-1
3,259,2,2,3,3,3,3,1,1,-1,-1,-2
3,260,2,3,3,3,3,1,1,-1,-1,-2,-3
3,261,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,262,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,263,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,264,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,265,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,266,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,267,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,268,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,269,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,270,-3,-3,-3,-3,-2,-2,0,0,2,2,2
3,271,-3,-3,-3,-2,-2,0,0,2,2,2,3
3,272,-3,-3,-2,-2,0,0,2,2,2,3,3
3,273,-3,-2,-2,0,0,2,2,2,3,3,3
3,274,-2,-2,0,0,2,2,2,3,3,3,3
3,275,-2,0,0,2,2,2,3,3,3,3,1
3,276,0,0,2,2,2,3,3,3,3,1,1
3,277,0,2,2,2,3,3,3,3,1,1,-1
3,278,2,2,2,3,3,3,3,1,1,-1,-1
3,279,2,2,3,3,3,3,1,1,-1,-1,-2
3,280,2,3,3,3,3,1,1,-1,-1,-2,-3
3,281,3,3,3,3,1,1,-1,-1,-2,-3,-3
3,282,3,3,3,1,1,-1,-1,-2,-3,-3,-3
3,283,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
3,284,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3,285,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
3,286,1,-1,-1,-2,-3,-3,-3,-3,-2,-2,0
3,287,-1,-1,-2,-3,-3,-3,-3,-2,-2,0,0
3,288,-1,-2,-3,-3,-3,-3,-2,-2,0,0,2
3,289,-2,-3,-3,-3,-3,-2,-2,0,0,2,2
3,290,-3,-3,-3,-3,-2,-2,0,0,2,2,2
4,1,0,3,3,2,1,1,0,-2,-2,-2,-3
4,2,3,3,2,1,1,0,-2,-2,-2,-3,-3
4,3,3,2,1,1,0,-2,-2,-2,-3,-3,-3
4,4,2,1,1,0,-2,-2,-2,-3,-3,-3,-2
4,5,1,1,0,-2,-2,-2,-3,-3,-3,-2,-2
4,6,1,0,-2,-2,-2,-3,-3,-3,-2,-2,0
4,7,0,-2,-2,-2,-3,-3,-3,-2,-2,0,0
4,8,-2,-2,-2,-3,-3,-3,-2,-2,0,0,2
4,9,-2,-2,-3,-3,-3,-2,-2,0,0,2,2
4,10,-2,-3,-3,-3,-2,-2,0,0,2,2,2
4,11,-3,-3,-3,-2,-2,0,0,2,2,2,3
4,12,-3,-3,-2,-2,0,0,2,2,2,3,3
4,13,-3,-2,-2,0,0,2,2,2,3,3,3
4,14,-2,-2,0,0,2,2,2,3,3,3,3
4,15,-2,0,0,2,2,2,3,3,3,3,1
4,16,0,0,2,2,2,3,3,3,3,1,1
4,17,0,2,2,2,3,3,3,3,1,1,-1
4,18,2,2,2,3,3,3,3,1,1,-1,-1
4,19,2,2,3,3,3,3,1,1,-1,-1,-2
4,20,2,3,3,3,3,1,1,-1,-1,-2,-3
4,21,3,3,3,3,1,1,-1,-1,-2,-3,-3
4,22,3,3,3,1,1,-1,-1,-2,-3,-3,-3
4,23,3,3,1,1,-1,-1,-2,-3,-3,-3,-3
4,24,3,1,1,-1,-1,-2,-3,-3,-3,-3,-2
4,25,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-2
