Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action to Next Point
3,153,-3,-2,-2,0,0,2
3,154,-2,-2,0,0,2,2
3,155,-2,0,0,2,2,2
3,156,0,0,2,2,2,3
3,157,0,2,2,2,3,3
3,158,2,2,2,3,3,3
3,159,2,2,3,3,3,3
3,160,2,3,3,3,3,1
3,161,3,3,3,3,1,1
3,162,3,3,3,1,1,-1
3,163,3,3,1,1,-1,-1
3,164,3,1,1,-1,-1,-2
3,165,1,1,-1,-1,-2,-3
3,166,1,-1,-1,-2,-3,-3
3,167,-1,-1,-2,-3,-3,-3
3,168,-1,-2,-3,-3,-3,-3
3,169,-2,-3,-3,-3,-3,-2
3,170,-3,-3,-3,-3,-2,-2
3,171,-3,-3,-3,-2,-2,0
3,172,-3,-3,-2,-2,0,0
3,173,-3,-2,-2,0,0,2
3,174,-2,-2,0,0,2,2
3,175,-2,0,0,2,2,2
3,176,0,0,2,2,2,3
3,177,0,2,2,2,3,3
3,178,2,2,2,3,3,3
3,179,2,2,3,3,3,3
3,180,2,3,3,3,3,1
3,181,3,3,3,3,1,1
3,182,3,3,3,1,1,-1
3,183,3,3,1,1,-1,-1
3,184,3,1,1,-1,-1,-2
3,185,1,1,-1,-1,-2,-3
3,186,1,-1,-1,-2,-3,-3
3,187,-1,-1,-2,-3,-3,-3
3,188,-1,-2,-3,-3,-3,-3
3,189,-2,-3,-3,-3,-3,-2
3,190,-3,-3,-3,-3,-2,-2
3,191,-3,-3,-3,-2,-2,0
3,192,-3,-3,-2,-2,0,0
3,193,-3,-2,-2,0,0,2
3,194,-2,-2,0,0,2,2
3,195,-2,0,0,2,2,2
3,196,0,0,2,2,2,3
3,197,0,2,2,2,3,3
3,198,2,2,2,3,3,3
3,199,2,2,3,3,3,3
3,200,2,3,3,3,3,1
3,201,3,3,3,3,1,1
3,202,3,3,3,1,1,-1
3,203,3,3,1,1,-1,-1
3,204,3,1,1,-1,-1,-2
3,205,1,1,-1,-1,-2,-3
3,206,1,-1,-1,-2,-3,-3
3,207,-1,-1,-2,-3,-3,-3
3,208,-1,-2,-3,-3,-3,-3
3,209,-2,-3,-3,-3,-3,-2
3,210,-3,-3,-3,-3,-2,-2
3,211,-3,-3,-3,-2,-2,0
3,212,-3,-3,-2,-2,0,0
3,213,-3,-2,-2,0,0,2
3,214,-2,-2,0,0,2,2
3,215,-2,0,0,2,2,2
3,216,0,0,2,2,2,3
3,217,0,2,2,2,3,3
3,218,2,2,2,3,3,3
3,219,2,2,3,3,3,3
3,220,2,3,3,3,3,1
3,221,3,3,3,3,1,1
3,222,3,3,3,1,1,-1
3,223,3,3,1,1,-1,-1
3,224,3,1,1,-1,-1,-2
3,225,1,1,-1,-1,-2,-3
3,226,1,-1,-1,-2,-3,-3
3,227,-1,-1,-2,-3,-3,-3
3,228,-1,-2,-3,-3,-3,-3
3,229,-2,-3,-3,-3,-3,-2
3,230,-3,-3,-3,-3,-2,-2
3,231,-3,-3,-3,-2,-2,0
3,232,-3,-3,-2,-2,0,0
3,233,-3,-2,-2,0,0,2
3,234,-2,-2,0,0,2,2
3,235,-2,0,0,2,2,2
3,236,0,0,2,2,2,3
3,237,0,2,2,2,3,3
3,238,2,2,2,3,3,3
3,239,2,2,3,3,3,3
3,240,2,3,3,3,3,1
3,241,3,3,3,3,1,1
3,242,3,3,3,1,1,-1
3,243,3,3,1,1,-1,-1
3,244,3,1,1,-1,-1,-2
3,245,1,1,-1,-1,-2,-3
3,246,1,-1,-1,-2,-3,-3
3,247,-1,-1,-2,-3,-3,-3
3,248,-1,-2,-3,-3,-3,-3
3,249,-2,-3,-3,-3,-3,-2
3,250,-3,-3,-3,-3,-2,-2
3,251,-3,-3,-3,-2,-2,0
3,252,-3,-3,-2,-2,0,0
3,253,-3,-2,-2,0,0,2
3,254,-2,-2,0,0,2,2
3,255,-2,0,0,2,2,2
3,256,0,0,2,2,2,3
3,257,0,2,2,2,3,3
3,258,2,2,2,3,3,3
3,259,2,2,3,3,3,3
3,260,2,3,3,3,3,1
3,261,3,3,3,3,1,1
3,262,3,3,3,1,1,-1
3,263,3,3,1,1,-1,-1
3,264,3,1,1,-1,-1,-2
3,265,1,1,-1,-1,-2,-3
3,266,1,-1,-1,-2,-3,-3
3,267,-1,-1,-2,-3,-3,-3
3,268,-1,-2,-3,-3,-3,-3
3,269,-2,-3,-3,-3,-3,-2
3,270,-3,-3,-3,-3,-2,-2
3,271,-3,-3,-3,-2,-2,0
3,272,-3,-3,-2,-2,0,0
3,273,-3,-2,-2,0,0,2
3,274,-2,-2,0,0,2,2
3,275,-2,0,0,2,2,2
3,276,0,0,2,2,2,3
3,277,0,2,2,2,3,3
3,278,2,2,2,3,3,3
3,279,2,2,3,3,3,3
3,280,2,3,3,3,3,1
3,281,3,3,3,3,1,1
3,282,3,3,3,1,1,-1
3,283,3,3,1,1,-1,-1
3,284,3,1,1,-1,-1,-2
3,285,1,1,-1,-1,-2,-3
3,286,1,-1,-1,-2,-3,-3
3,287,-1,-1,-2,-3,-3,-3
3,288,-1,-2,-3,-3,-3,-3
3,289,-2,-3,-3,-3,-3,-2
3,290,-3,-3,-3,-3,-2,-2
3,291,-3,-3,-3,-2,-2,0
3,292,-3,-3,-2,-2,0,0
3,293,-3,-2,-2,0,0,2
3,294,-2,-2,0,0,2,2
3,295,-2,0,0,2,2,2
4,1,0,3,3,2,1,1
4,2,3,3,2,1,1,0
4,3,3,2,1,1,0,-2
4,4,2,1,1,0,-2,-2
4,5,1,1,0,-2,-2,-2
4,6,1,0,-2,-2,-2,-3
4,7,0,-2,-2,-2,-3,-3
4,8,-2,-2,-2,-3,-3,-3
4,9,-2,-2,-3,-3,-3,-2
4,10,-2,-3,-3,-3,-2,-2
4,11,-3,-3,-3,-2,-2,0
4,12,-3,-3,-2,-2,0,0
4,13,-3,-2,-2,0,0,2
4,14,-2,-2,0,0,2,2
4,15,-2,0,0,2,2,2
4,16,0,0,2,2,2,3
4,17,0,2,2,2,3,3
4,18,2,2,2,3,3,3
4,19,2,2,3,3,3,3
4,20,2,3,3,3,3,1
4,21,3,3,3,3,1,1
4,22,3,3,3,1,1,-1
4,23,3,3,1,1,-1,-1
4,24,3,1,1,-1,-1,-2
4,25,1,1,-1,-1,-2,-3
4,26,1,-1,-1,-2,-3,-3
4,27,-1,-1,-2,-3,-3,-3
4,28,-1,-2,-3,-3,-3,-3
4,29,-2,-3,-3,-3,-3,-2
4,30,-3,-3,-3,-3,-2,-2
4,31,-3,-3,-3,-2,-2,0
4,32,-3,-3,-2,-2,0,0
4,33,-3,-2,-2,0,0,2
4,34,-2,-2,0,0,2,2
4,35,-2,0,0,2,2,2
4,36,0,0,2,2,2,3
4,37,0,2,2,2,3,3
4,38,2,2,2,3,3,3
4,39,2,2,3,3,3,3
4,40,2,3,3,3,3,1
4,41,3,3,3,3,1,1
4,42,3,3,3,1,1,-1
4,43,3,3,1,1,-1,-1
4,44,3,1,1,-1,-1,-2
4,45,1,1,-1,-1,-2,-3
4,46,1,-1,-1,-2,-3,-3
4,47,-1,-1,-2,-3,-3,-3
4,48,-1,-2,-3,-3,-3,-3
4,49,-2,-3,-3,-3,-3,-2
4,50,-3,-3,-3,-3,-2,-2
4,51,-3,-3,-3,-2,-2,0
4,52,-3,-3,-2,-2,0,0
4,53,-3,-2,-2,0,0,2
4,54,-2,-2,0,0,2,2
4,55,-2,0,0,2,2,2
4,56,0,0,2,2,2,3
4,57,0,2,2,2,3,3
4,58,2,2,2,3,3,3
4,59,2,2,3,3,3,3
4,60,2,3,3,3,3,1
4,61,3,3,3,3,1,1
4,62,3,3,3,1,1,-1
4,63,3,3,1,1,-1,-1
4,64,3,1,1,-1,-1,-2
4,65,1,1,-1,-1,-2,-3
4,66,1,-1,-1,-2,-3,-3
4,67,-1,-1,-2,-3,-3,-3
4,68,-1,-2,-3,-3,-3,-3
4,69,-2,-3,-3,-3,-3,-2
4,70,-3,-3,-3,-3,-2,-2
4,71,-3,-3,-3,-2,-2,0
4,72,-3,-3,-2,-2,0,0
4,73,-3,-2,-2,0,0,2
4,74,-2,-2,0,0,2,2
4,75,-2,0,0,2,2,2
4,76,0,0,2,2,2,3
4,77,0,2,2,2,3,3
4,78,2,2,2,3,3,3
4,79,2,2,3,3,3,3
4,80,2,3,3,3,3,1
4,81,3,3,3,3,1,1
4,82,3,3,3,1,1,-1
4,83,3,3,1,1,-1,-1
4,84,3,1,1,-1,-1,-2
4,85,1,1,-1,-1,-2,-3
4,86,1,-1,-1,-2,-3,-3
4,87,-1,-1,-2,-3,-3,-3
4,88,-1,-2,-3,-3,-3,-3
4,89,-2,-3,-3,-3,-3,-2
4,90,-3,-3,-3,-3,-2,-2
4,91,-3,-3,-3,-2,-2,0
4,92,-3,-3,-2,-2,0,0
4,93,-3,-2,-2,0,0,2
4,94,-2,-2,0,0,2,2
4,95,-2,0,0,2,2,2
4,96,0,0,2,2,2,3
4,97,0,2,2,2,3,3
4,98,2,2,2,3,3,3
4,99,2,2,3,3,3,3
4,100,2,3,3,3,3,1
4,101,3,3,3,3,1,1
4,102,3,3,3,1,1,-1
4,103,3,3,1,1,-1,-1
4,104,3,1,1,-1,-1,-2
4,105,1,1,-1,-1,-2,-3
4,106,1,-1,-1,-2,-3,-3
4,107,-1,-1,-2,-3,-3,-3
4,108,-1,-2,-3,-3,-3,-3
4,109,-2,-3,-3,-3,-3,-2
4,110,-3,-3,-3,-3,-2,-2
4,111,-3,-3,-3,-2,-2,0
4,112,-3,-3,-2,-2,0,0
4,113,-3,-2,-2,0,0,2
4,114,-2,-2,0,0,2,2
4,115,-2,0,0,2,2,2
4,116,0,0,2,2,2,3
4,117,0,2,2,2,3,3
4,118,2,2,2,3,3,3
4,119,2,2,3,3,3,3
4,120,2,3,3,3,3,1
4,121,3,3,3,3,1,1
4,122,3,3,3,1,1,-1
4,123,3,3,1,1,-1,-1
4,124,3,1,1,-1,-1,-2
4,125,1,1,-1,-1,-2,-3
4,126,1,-1,-1,-2,-3,-3
4,127,-1,-1,-2,-3,-3,-3
4,128,-1,-2,-3,-3,-3,-3
4,129,-2,-3,-3,-3,-3,-2
4,130,-3,-3,-3,-3,-2,-2
4,131,-3,-3,-3,-2,-2,0
4,132,-3,-3,-2,-2,0,0
4,133,-3,-2,-2,0,0,2
4,134,-2,-2,0,0,2,2
4,135,-2,0,0,2,2,2
4,136,0,0,2,2,2,3
4,137,0,2,2,2,3,3
4,138,2,2,2,3,3,3
4,139,2,2,3,3,3,3
4,140,2,3,3,3,3,1
4,141,3,3,3,3,1,1
4,142,3,3,3,1,1,-1
4,143,3,3,1,1,-1,-1
4,144,3,1,1,-1,-1,-2
4,145,1,1,-1,-1,-2,-3
4,146,1,-1,-1,-2,-3,-3
4,147,-1,-1,-2,-3,-3,-3
4,148,-1,-2,-3,-3,-3,-3
4,149,-2,-3,-3,-3,-3,-2
4,150,-3,-3,-3,-3,-2,-2
4,151,-3,-3,-3,-2,-2,0
4,152,-3,-3,-2,-2,0,0
4,153,-3,-2,-2,0,0,2
4,154,-2,-2,0,0,2,2
4,155,-2,0,0,2,2,2
4,156,0,0,2,2,2,3
4,157,0,2,2,2,3,3
4,158,2,2,2,3,3,3
4,159,2,2,3,3,3,3
4,160,2,3,3,3,3,1
4,161,3,3,3,3,1,1
4,162,3,3,3,1,1,-1
4,163,3,3,1,1,-1,-1
4,164,3,1,1,-1,-1,-2
4,165,1,1,-1,-1,-2,-3
4,166,1,-1,-1,-2,-3,-3
4,167,-1,-1,-2,-3,-3,-3
4,168,-1,-2,-3,-3,-3,-3
4,169,-2,-3,-3,-3,-3,-2
4,170,-3,-3,-3,-3,-2,-2
4,171,-3,-3,-3,-2,-2,0
4,172,-3,-3,-2,-2,0,0
4,173,-3,-2,-2,0,0,2
4,174,-2,-2,0,0,2,2
4,175,-2,0,0,2,2,2
4,176,0,0,2,2,2,3
4,177,0,2,2,2,3,3
4,178,2,2,2,3,3,3
4,179,2,2,3,3,3,3
4,180,2,3,3,3,3,1
4,181,3,3,3,3,1,1
4,182,3,3,3,1,1,-1
4,183,3,3,1,1,-1,-1
4,184,3,1,1,-1,-1,-2
4,185,1,1,-1,-1,-2,-3
4,186,1,-1,-1,-2,-3,-3
4,187,-1,-1,-2,-3,-3,-3
4,188,-1,-2,-3,-3,-3,-3
4,189,-2,-3,-3,-3,-3,-2
4,190,-3,-3,-3,-3,-2,-2
4,191,-3,-3,-3,-2,-2,0
4,192,-3,-3,-2,-2,0,0
4,193,-3,-2,-2,0,0,2
4,194,-2,-2,0,0,2,2
4,195,-2,0,0,2,2,2
4,196,0,0,2,2,2,3
4,197,0,2,2,2,3,3
4,198,2,2,2,3,3,3
4,199,2,2,3,3,3,3
4,200,2,3,3,3,3,1
4,201,3,3,3,3,1,1
4,202,3,3,3,1,1,-1
4,203,3,3,1,1,-1,-1
4,204,3,1,1,-1,-1,-2
4,205,1,1,-1,-1,-2,-3
4,206,1,-1,-1,-2,-3,-3
4,207,-1,-1,-2,-3,-3,-3
4,208,-1,-2,-3,-3,-3,-3
4,209,-2,-3,-3,-3,-3,-2
4,210,-3,-3,-3,-3,-2,-2
4,211,-3,-3,-3,-2,-2,0
4,212,-3,-3,-2,-2,0,0
4,213,-3,-2,-2,0,0,2
4,214,-2,-2,0,0,2,2
4,215,-2,0,0,2,2,2
4,216,0,0,2,2,2,3
4,217,0,2,2,2,3,3
4,218,2,2,2,3,3,3
4,219,2,2,3,3,3,3
4,220,2,3,3,3,3,1
4,221,3,3,3,3,1,1
4,222,3,3,3,1,1,-1
4,223,3,3,1,1,-1,-1
4,224,3,1,1,-1,-1,-2
4,225,1,1,-1,-1,-2,-3
4,226,1,-1,-1,-2,-3,-3
4,227,-1,-1,-2,-3,-3,-3
4,228,-1,-2,-3,-3,-3,-3
4,229,-2,-3,-3,-3,-3,-2
4,230,-3,-3,-3,-3,-2,-2
4,231,-3,-3,-3,-2,-2,0
4,232,-3,-3,-2,-2,0,0
4,233,-3,-2,-2,0,0,2
4,234,-2,-2,0,0,2,2
4,235,-2,0,0,2,2,2
4,236,0,0,2,2,2,3
4,237,0,2,2,2,3,3
4,238,2,2,2,3,3,3
4,239,2,2,3,3,3,3
4,240,2,3,3,3,3,1
4,241,3,3,3,3,1,1
4,242,3,3,3,1,1,-1
4,243,3,3,1,1,-1,-1
4,244,3,1,1,-1,-1,-2
4,245,1,1,-1,-1,-2,-3
4,246,1,-1,-1,-2,-3,-3
4,247,-1,-1,-2,-3,-3,-3
4,248,-1,-2,-3,-3,-3,-3
4,249,-2,-3,-3,-3,-3,-2
4,250,-3,-3,-3,-3,-2,-2
4,251,-3,-3,-3,-2,-2,0
4,252,-3,-3,-2,-2,0,0
4,253,-3,-2,-2,0,0,2
4,254,-2,-2,0,0,2,2
4,255,-2,0,0,2,2,2
4,256,0,0,2,2,2,3
4,257,0,2,2,2,3,3
4,258,2,2,2,3,3,3
4,259,2,2,3,3,3,3
4,260,2,3,3,3,3,1
4,261,3,3,3,3,1,1
4,262,3,3,3,1,1,-1
4,263,3,3,1,1,-1,-1
4,264,3,1,1,-1,-1,-2
4,265,1,1,-1,-1,-2,-3
4,266,1,-1,-1,-2,-3,-3
4,267,-1,-1,-2,-3,-3,-3
4,268,-1,-2,-3,-3,-3,-3
4,269,-2,-3,-3,-3,-3,-2
4,270,-3,-3,-3,-3,-2,-2
4,271,-3,-3,-3,-2,-2,0
4,272,-3,-3,-2,-2,0,0
4,273,-3,-2,-2,0,0,2
4,274,-2,-2,0,0,2,2
4,275,-2,0,0,2,2,2
4,276,0,0,2,2,2,3
4,277,0,2,2,2,3,3
4,278,2,2,2,3,3,3
4,279,2,2,3,3,3,3
4,280,2,3,3,3,3,1
4,281,3,3,3,3,1,1
4,282,3,3,3,1,1,-1
4,283,3,3,1,1,-1,-1
4,284,3,1,1,-1,-1,-2
4,285,1,1,-1,-1,-2,-3
4,286,1,-1,-1,-2,-3,-3
4,287,-1,-1,-2,-3,-3,-3
4,288,-1,-2,-3,-3,-3,-3
4,289,-2,-3,-3,-3,-3,-2
4,290,-3,-3,-3,-3,-2,-2
4,291,-3,-3,-3,-2,-2,0
4,292,-3,-3,-2,-2,0,0
4,293,-3,-2,-2,0,0,2
4,294,-2,-2,0,0,2,2
4,295,-2,0,0,2,2,2
5,1,0,3,3,2,1,1
5,2,3,3,2,1,1,0
5,3,3,2,1,1,0,-2
5,4,2,1,1,0,-2,-2
5,5,1,1,0,-2,-2,-2
5,6,1,0,-2,-2,-2,-3
5,7,0,-2,-2,-2,-3,-3
5,8,-2,-2,-2,-3,-3,-3
5,9,-2,-2,-3,-3,-3,-2
5,10,-2,-3,-3,-3,-2,-2
5,11,-3,-3,-3,-2,-2,0
5,12,-3,-3,-2,-2,0,0
5,13,-3,-2,-2,0,0,2
5,14,-2,-2,0,0,2,2
5,15,-2,0,0,2,2,2
5,16,0,0,2,2,2,3
5,17,0,2,2,2,3,3
5,18,2,2,2,3,3,3
5,19,2,2,3,3,3,3
5,20,2,3,3,3,3,1
5,21,3,3,3,3,1,1
5,22,3,3,3,1,1,-1
5,23,3,3,1,1,-1,-1
5,24,3,1,1,-1,-1,-2
5,25,1,1,-1,-1,-2,-3
5,26,1,-1,-1,-2,-3,-3
5,27,-1,-1,-2,-3,-3,-3
5,28,-1,-2,-3,-3,-3,-3
5,29,-2,-3,-3,-3,-3,-2
5,30,-3,-3,-3,-3,-2,-2
5,31,-3,-3,-3,-2,-2,0
5,32,-3,-3,-2,-2,0,0
5,33,-3,-2,-2,0,0,2
5,34,-2,-2,0,0,2,2
5,35,-2,0,0,2,2,2
5,36,0,0,2,2,2,3
5,37,0,2,2,2,3,3
5,38,2,2,2,3,3,3
5,39,2,2,3,3,3,3
5,40,2,3,3,3,3,1
5,41,3,3,3,3,1,1
5,42,3,3,3,1,1,-1
5,43,3,3,1,1,-1,-1
5,44,3,1,1,-1,-1,-2
5,45,1,1,-1,-1,-2,-3
5,46,1,-1,-1,-2,-3,-3
5,47,-1,-1,-2,-3,-3,-3
5,48,-1,-2,-3,-3,-3,-3
5,49,-2,-3,-3,-3,-3,-2
5,50,-3,-3,-3,-3,-2,-2
5,51,-3,-3,-3,-2,-2,0
5,52,-3,-3,-2,-2,0,0
5,53,-3,-2,-2,0,0,2
5,54,-2,-2,0,0,2,2
5,55,-2,0,0,2,2,2
5,56,0,0,2,2,2,3
5,57,0,2,2,2,3,3
5,58,2,2,2,3,3,3
5,59,2,2,3,3,3,3
5,60,2,3,3,3,3,1
5,61,3,3,3,3,1,1
5,62,3,3,3,1,1,-1
5,63,3,3,1,1,-1,-1
5,64,3,1,1,-1,-1,-2
5,65,1,1,-1,-1,-2,-3
5,66,1,-1,-1,-2,-3,-3
5,67,-1,-1,-2,-3,-3,-3
5,68,-1,-2,-3,-3,-3,-3
5,69,-2,-3,-3,-3,-3,-2
5,70,-3,-3,-3,-3,-2,-2
5,71,-3,-3,-3,-2,-2,0
5,72,-3,-3,-2,-2,0,0
5,73,-3,-2,-2,0,0,2
5,74,-2,-2,0,0,2,2
5,75,-2,0,0,2,2,2
5,76,0,0,2,2,2,3
5,77,0,2,2,2,3,3
5,78,2,2,2,3,3,3
5,79,2,2,3,3,3,3
5,80,2,3,3,3,3,1
5,81,3,3,3,3,1,1
5,82,3,3,3,1,1,-1
5,83,3,3,1,1,-1,-1
5,84,3,1,1,-1,-1,-2
5,85,1,1,-1,-1,-2,-3
5,86,1,-1,-1,-2,-3,-3
5,87,-1,-1,-2,-3,-3,-3
5,88,-1,-2,-3,-3,-3,-3
5,89,-2,-3,-3,-3,-3,-2
5,90,-3,-3,-3,-3,-2,-2
5,91,-3,-3,-3,-2,-2,0
5,92,-3,-3,-2,-2,0,0
5,93,-3,-2,-2,0,0,2
5,94,-2,-2,0,0,2,2
5,95,-2,0,0,2,2,2
5,96,0,0,2,2,2,3
5,97,0,2,2,2,3,3
5,98,2,2,2,3,3,3
5,99,2,2,3,3,3,3
5,100,2,3,3,3,3,1
5,101,3,3,3,3,1,1
5,102,3,3,3,1,1,-1
5,103,3,3,1,1,-1,-1
5,104,3,1,1,-1,-1,-2
5,105,1,1,-1,-1,-2,-3
5,106,1,-1,-1,-2,-3,-3
5,107,-1,-1,-2,-3,-3,-3
5,108,-1,-2,-3,-3,-3,-3
5,109,-2,-3,-3,-3,-3,-2
5,110,-3,-3,-3,-3,-2,-2
5,111,-3,-3,-3,-2,-2,0
5,112,-3,-3,-2,-2,0,0
5,113,-3,-2,-2,0,0,2
5,114,-2,-2,0,0,2,2
5,115,-2,0,0,2,2,2
5,116,0,0,2,2,2,3
5,117,0,2,2,2,3,3
5,118,2,2,2,3,3,3
5,119,2,2,3,3,3,3
5,120,2,3,3,3,3,1
5,121,3,3,3,3,1,1
5,122,3,3,3,1,1,-1
5,123,3,3,1,1,-1,-1
5,124,3,1,1,-1,-1,-2
5,125,1,1,-1,-1,-2,-3
5,126,1,-1,-1,-2,-3,-3
5,127,-1,-1,-2,-3,-3,-3
5,128,-1,-2,-3,-3,-3,-3
5,129,-2,-3,-3,-3,-3,-2
5,130,-3,-3,-3,-3,-2,-2
5,131,-3,-3,-3,-2,-2,0
5,132,-3,-3,-2,-2,0,0
5,133,-3,-2,-2,0,0,2
5,134,-2,-2,0,0,2,2
5,135,-2,0,0,2,2,2
5,136,0,0,2,2,2,3
5,137,0,2,2,2,3,3
5,138,2,2,2,3,3,3
5,139,2,2,3,3,3,3
5,140,2,3,3,3,3,1
5,141,3,3,3,3,1,1
5,142,3,3,3,1,1,-1
5,143,3,3,1,1,-1,-1
5,144,3,1,1,-1,-1,-2
5,145,1,1,-1,-1,-2,-3
5,146,1,-1,-1,-2,-3,-3
5,147,-1,-1,-2,-3,-3,-3
5,148,-1,-2,-3,-3,-3,-3
5,149,-2,-3,-3,-3,-3,-2
5,150,-3,-3,-3,-3,-2,-2
5,151,-3,-3,-3,-2,-2,0
5,152,-3,-3,-2,-2,0,0
5,153,-3,-2,-2,0,0,2
5,154,-2,-2,0,0,2,2
5,155,-2,0,0,2,2,2
5,156,0,0,2,2,2,3
5,157,0,2,2,2,3,3
5,158,2,2,2,3,3,3
5,159,2,2,3,3,3,3
5,160,2,3,3,3,3,1
5,161,3,3,3,3,1,1
5,162,3,3,3,1,1,-1
5,163,3,3,1,1,-1,-1
5,164,3,1,1,-1,-1,-2
5,165,1,1,-1,-1,-2,-3
5,166,1,-1,-1,-2,-3,-3
5,167,-1,-1,-2,-3,-3,-3
5,168,-1,-2,-3,-3,-3,-3
5,169,-2,-3,-3,-3,-3,-2
5,170,-3,-3,-3,-3,-2,-2
5,171,-3,-3,-3,-2,-2,0
5,172,-3,-3,-2,-2,0,0
5,173,-3,-2,-2,0,0,2
5,174,-2,-2,0,0,2,2
5,175,-2,0,0,2,2,2
5,176,0,0,2,2,2,3
5,177,0,2,2,2,3,3
5,178,2,2,2,3,3,3
5,179,2,2,3,3,3,3
5,180,2,3,3,3,3,1
5,181,3,3,3,3,1,1
5,182,3,3,3,1,1,-1
5,183,3,3,1,1,-1,-1
5,184,3,1,1,-1,-1,-2
5,185,1,1,-1,-1,-2,-3
5,186,1,-1,-1,-2,-3,-3
5,187,-1,-1,-2,-3,-3,-3
5,188,-1,-2,-3,-3,-3,-3
5,189,-2,-3,-3,-3,-3,-2
5,190,-3,-3,-3,-3,-2,-2
5,191,-3,-3,-3,-2,-2,0
5,192,-3,-3,-2,-2,0,0
5,193,-3,-2,-2,0,0,2
5,194,-2,-2,0,0,2,2
5,195,-2,0,0,2,2,2
5,196,0,0,2,2,2,3
5,197,0,2,2,2,3,3
5,198,2,2,2,3,3,3
5,199,2,2,3,3,3,3
5,200,2,3,3,3,3,1
5,201,3,3,3,3,1,1
5,202,3,3,3,1,1,-1
5,203,3,3,1,1,-1,-1
5,204,3,1,1,-1,-1,-2
5,205,1,1,-1,-1,-2,-3
5,206,1,-1,-1,-2,-3,-3
5,207,-1,-1,-2,-3,-3,-3
5,208,-1,-2,-3,-3,-3,-3
5,209,-2,-3,-3,-3,-3,-2
5,210,-3,-3,-3,-3,-2,-2
5,211,-3,-3,-3,-2,-2,0
5,212,-3,-3,-2,-2,0,0
5,213,-3,-2,-2,0,0,2
5,214,-2,-2,0,0,2,2
5,215,-2,0,0,2,2,2
5,216,0,0,2,2,2,3
5,217,0,2,2,2,3,3
5,218,2,2,2,3,3,3
5,219,2,2,3,3,3,3
5,220,2,3,3,3,3,1
5,221,3,3,3,3,1,1
5,222,3,3,3,1,1,-1
5,223,3,3,1,1,-1,-1
5,224,3,1,1,-1,-1,-2
5,225,1,1,-1,-1,-2,-3
5,226,1,-1,-1,-2,-3,-3
5,227,-1,-1,-2,-3,-3,-3
5,228,-1,-2,-3,-3,-3,-3
5,229,-2,-3,-3,-3,-3,-2
5,230,-3,-3,-3,-3,-2,-2
5,231,-3,-3,-3,-2,-2,0
5,232,-3,-3,-2,-2,0,0
5,233,-3,-2,-2,0,0,2
5,234,-2,-2,0,0,2,2
5,235,-2,0,0,2,2,2
5,236,0,0,2,2,2,3
5,237,0,2,2,2,3,3
5,238,2,2,2,3,3,3
5,239,2,2,3,3,3,3
5,240,2,3,3,3,3,1
5,241,3,3,3,3,1,1
5,242,3,3,3,1,1,-1
5,243,3,3,1,1,-1,-1
5,244,3,1,1,-1,-1,-2
5,245,1,1,-1,-1,-2,-3
5,246,1,-1,-1,-2,-3,-3
5,247,-1,-1,-2,-3,-3,-3
5,248,-1,-2,-3,-3,-3,-3
5,249,-2,-3,-3,-3,-3,-2
5,250,-3,-3,-3,-3,-2,-2
5,251,-3,-3,-3,-2,-2,0
5,252,-3,-3,-2,-2,0,0
5,253,-3,-2,-2,0,0,2
5,254,-2,-2,0,0,2,2
5,255,-2,0,0,2,2,2
5,256,0,0,2,2,2,3
5,257,0,2,2,2,3,3
5,258,2,2,2,3,3,3
5,259,2,2,3,3,3,3
5,260,2,3,3,3,3,1
5,261,3,3,3,3,1,1
5,262,3,3,3,1,1,-1
5,263,3,3,1,1,-1,-1
5,264,3,1,1,-1,-1,-2
5,265,1,1,-1,-1,-2,-3
5,266,1,-1,-1,-2,-3,-3
5,267,-1,-1,-2,-3,-3,-3
5,268,-1,-2,-3,-3,-3,-3
5,269,-2,-3,-3,-3,-3,-2
5,270,-3,-3,-3,-3,-2,-2
5,271,-3,-3,-3,-2,-2,0
5,272,-3,-3,-2,-2,0,0
5,273,-3,-2,-2,0,0,2
5,274,-2,-2,0,0,2,2
5,275,-2,0,0,2,2,2
5,276,0,0,2,2,2,3
5,277,0,2,2,2,3,3
5,278,2,2,2,3,3,3
5,279,2,2,3,3,3,3
5,280,2,3,3,3,3,1
5,281,3,3,3,3,1,1
5,282,3,3,3,1,1,-1
5,283,3,3,1,1,-1,-1
5,284,3,1,1,-1,-1,-2
5,285,1,1,-1,-1,-2,-3
5,286,1,-1,-1,-2,-3,-3
5,287,-1,-1,-2,-3,-3,-3
5,288,-1,-2,-3,-3,-3,-3
5,289,-2,-3,-3,-3,-3,-2
5,290,-3,-3,-3,-3,-2,-2
5,291,-3,-3,-3,-2,-2,0
5,292,-3,-3,-2,-2,0,0
5,293,-3,-2,-2,0,0,2
5,294,-2,-2,0,0,2,2
5,295,-2,0,0,2,2,2
6,1,0,3,3,2,1,1
6,2,3,3,2,1,1,0
6,3,3,2,1,1,0,-2
6,4,2,1,1,0,-2,-2
6,5,1,1,0,-2,-2,-2
6,6,1,0,-2,-2,-2,-3
6,7,0,-2,-2,-2,-3,-3
6,8,-2,-2,-2,-3,-3,-3
6,9,-2,-2,-3,-3,-3,-2
6,10,-2,-3,-3,-3,-2,-2
6,11,-3,-3,-3,-2,-2,0
6,12,-3,-3,-2,-2,0,0
