"# Weather station Paris, France, WMO_ID=7156,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=7156&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Paris,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.08.2020 14:00,25.2,748.2,754.9,-1.2,59,Wind blowing from the south-southwest,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.6,No precipitation,1,,,,
19.08.2020 13:00,24.7,748.9,755.6,-0.9,61,Wind blowing from the south-southwest,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.7,No precipitation,6,,,,
19.08.2020 12:00,24.8,749.2,755.9,-0.8,63,Wind blowing from the south,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.3,No precipitation,1,,,,
19.08.2020 11:00,23.2,749.4,756.1,-0.5,70,Wind blowing from the south,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.4,No precipitation,1,,,,
19.08.2020 10:00,21.3,749.8,756.6,-0.4,78,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.3,No precipitation,3,,,,
19.08.2020 09:00,20.0,750.0,756.7,-0.4,83,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.0,No precipitation,1,,,,
19.08.2020 08:00,19.2,749.9,756.7,-0.5,86,Wind blowing from the south-southeast,3,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.8,No precipitation,1,,,,
19.08.2020 07:00,18.2,750.2,757.0,-0.5,88,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,,,17.4,26.0,,,,,,20.0,16.2,Trace of precipitation,12,,,,
19.08.2020 06:00,17.4,750.4,757.3,-0.7,88,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.4,No precipitation,1,,,,
19.08.2020 05:00,17.8,750.4,757.2,-1.1,87,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.6,No precipitation,1,,,,
19.08.2020 04:00,18.1,750.7,757.6,-0.7,87,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.9,No precipitation,3,,,,
19.08.2020 03:00,18.7,751.1,757.9,-0.8,88,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.7,No precipitation,1,,,,
19.08.2020 02:00,19.4,751.5,758.3,-0.3,86,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.0,No precipitation,1,,,,
19.08.2020 01:00,20.0,751.4,758.2,-0.5,84,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.2,Trace of precipitation,6,,,,
19.08.2020 00:00,21.4,751.9,758.7,0.2,73,Wind blowing from the west,4,,10,,"Drizzle and rain, slight. ",,,,,,,,,,15.0,16.4,Trace of precipitation,1,,,,
18.08.2020 23:00,21.0,751.8,758.6,0.3,66,Wind blowing from the south-southwest,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.4,No precipitation,1,,,,
18.08.2020 22:00,21.8,751.9,758.6,0.6,61,Wind blowing from the south-southwest,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.9,No precipitation,3,,,,
18.08.2020 21:00,23.0,751.7,758.5,0.4,56,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.7,No precipitation,1,,,,
18.08.2020 20:00,24.2,751.5,758.2,0.1,51,Wind blowing from the south-west,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.4,No precipitation,1,,,,
18.08.2020 19:00,26.1,751.3,758.0,-0.3,44,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,,,17.2,27.0,,,,,,20.0,12.9,No precipitation,12,,,,
18.08.2020 18:00,26.8,751.3,758.0,-0.6,41,Wind blowing from the south-west,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.4,No precipitation,1,,,,
18.08.2020 17:00,25.3,751.4,758.1,-0.6,42,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.5,No precipitation,1,,,,
18.08.2020 16:00,25.9,751.6,758.3,-0.9,41,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.6,No precipitation,3,,,,
18.08.2020 15:00,24.7,751.9,758.5,-0.7,46,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.3,No precipitation,1,,,,
18.08.2020 14:00,25.0,752.0,758.7,-0.7,45,Wind blowing from the west-southwest,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.2,No precipitation,1,,,,
18.08.2020 13:00,23.5,752.5,759.2,-0.2,52,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.1,No precipitation,6,,,,
18.08.2020 12:00,22.5,752.6,759.4,0.1,54,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.7,No precipitation,1,,,,
18.08.2020 11:00,22.7,752.7,759.4,0.2,57,Wind blowing from the south-west,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.7,No precipitation,1,,,,
18.08.2020 10:00,21.3,752.7,759.5,0.4,61,Wind blowing from the west-southwest,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.5,No precipitation,3,,,,
18.08.2020 09:00,20.2,752.5,759.3,0.4,69,Wind blowing from the south-west,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.3,No precipitation,1,,,,
18.08.2020 08:00,18.8,752.5,759.3,0.5,79,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.1,No precipitation,1,,,,
18.08.2020 07:00,17.1,752.3,759.2,0.2,85,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,,,16.6,23.4,,,,,,20.0,14.6,No precipitation,12,,,,
18.08.2020 06:00,16.6,752.1,759.0,-0.1,85,Wind blowing from the south,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.1,No precipitation,1,,,,
18.08.2020 05:00,16.9,752.0,758.9,-0.2,84,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.2,No precipitation,1,,,,
18.08.2020 04:00,17.5,752.1,759.0,-0.1,81,Wind blowing from the south-southwest,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.2,No precipitation,3,,,,
18.08.2020 03:00,17.5,752.2,759.1,-0.1,81,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.2,No precipitation,1,,,,
18.08.2020 02:00,17.4,752.2,759.1,-0.2,80,Wind blowing from the south-southwest,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.9,No precipitation,1,,,,
18.08.2020 01:00,18.1,752.2,759.1,-0.1,78,Wind blowing from the south-southwest,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.2,No precipitation,6,,,,
18.08.2020 00:00,18.7,752.3,759.1,0.4,79,Wind blowing from the south-southwest,1,,2,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.0,No precipitation,1,,,,
17.08.2020 23:00,19.7,752.4,759.2,1.1,74,Wind blowing from the west-northwest,1,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.9,No precipitation,1,,,,
17.08.2020 22:00,20.8,752.3,759.1,1.4,65,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.0,No precipitation,3,,,,
17.08.2020 21:00,21.8,751.9,758.6,1.2,62,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.2,No precipitation,1,,,,
17.08.2020 20:00,22.2,751.3,758.0,0.6,58,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.5,No precipitation,1,,,,
17.08.2020 19:00,23.5,750.9,757.6,0.4,56,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,,,17.1,24.3,,,,,,20.0,14.2,5,12,,,,
17.08.2020 18:00,24.1,750.7,757.3,0.1,52,Wind blowing from the west,3,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.6,No precipitation,1,,,,
17.08.2020 17:00,23.5,750.7,757.5,-0.3,54,Wind blowing from the west,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.7,No precipitation,1,,,,
17.08.2020 16:00,23.6,750.5,757.3,-0.5,56,Wind blowing from the west-southwest,3,,13,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.3,No precipitation,3,,,,
17.08.2020 15:00,23.8,750.6,757.3,-0.5,59,Wind blowing from the west-southwest,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.3,No precipitation,1,,,,
17.08.2020 14:00,21.8,751.0,757.7,-0.3,78,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.8,No precipitation,1,,,,
17.08.2020 13:00,20.1,751.0,757.8,-0.4,86,Wind blowing from the west-southwest,2,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.7,5,6,,,,
17.08.2020 12:00,19.0,751.1,757.9,-0.3,90,Wind blowing from the south-southwest,2,,8,,"Rain, not freezing, intermittent, slight at time of observation. ",,,,,,,,,,11.0,17.3,2,1,,,,
17.08.2020 11:00,19.1,751.3,758.2,-0.2,83,Wind blowing from the south,4,,10,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,4.1,16.1,1,1,,,,
17.08.2020 10:00,20.4,751.4,758.2,0.1,75,Wind blowing from the south,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.8,No precipitation,3,,,,
17.08.2020 09:00,19.0,751.4,758.2,0.3,78,Wind blowing from the south,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.1,No precipitation,1,,,,
17.08.2020 08:00,17.4,751.5,758.4,0.5,89,Wind blowing from the south,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.6,No precipitation,1,,,,
17.08.2020 07:00,17.2,751.3,758.2,0.2,91,Wind blowing from the south,2,,,,Mist. ,,,17.0,24.1,,,,,,4.2,15.7,Trace of precipitation,12,,,,
17.08.2020 06:00,17.1,751.1,758.0,0.0,88,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.1,No precipitation,1,,,,
17.08.2020 05:00,17.1,751.0,757.9,0.0,86,Wind blowing from the south,3,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.7,No precipitation,1,,,,
17.08.2020 04:00,17.1,751.1,758.0,0.0,85,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.6,No precipitation,3,,,,
17.08.2020 03:00,17.4,751.1,758.0,-0.1,84,Wind blowing from the south-southwest,2,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.7,No precipitation,1,,,,
17.08.2020 02:00,17.9,751.0,757.9,-0.3,84,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.2,No precipitation,1,,,,
17.08.2020 01:00,18.3,751.1,757.9,-0.2,86,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.9,No precipitation,6,,,,
17.08.2020 00:00,18.9,751.2,758.0,0.2,84,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.1,No precipitation,1,,,,
16.08.2020 23:00,20.0,751.3,758.1,0.9,81,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.6,No precipitation,1,,,,
16.08.2020 22:00,22.0,751.3,758.0,1.1,63,Wind blowing from the west-northwest,3,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.6,No precipitation,3,,,,
16.08.2020 21:00,22.1,751.0,757.7,0.8,58,Wind blowing from the south-west,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.4,No precipitation,1,,,,
16.08.2020 20:00,21.9,750.4,757.2,0.0,63,Wind blowing from the south-southwest,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.5,No precipitation,1,,,,
16.08.2020 19:00,24.1,750.2,756.9,-0.5,58,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,,,17.7,27.6,,,,,,20.0,15.3,8,12,,,,
16.08.2020 18:00,23.7,750.2,756.9,-0.5,73,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.6,No precipitation,1,,,,
16.08.2020 17:00,23.9,750.4,757.1,-1.0,79,Wind blowing from the south,2,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,20.0,3,1,,,,
16.08.2020 16:00,25.1,750.7,757.4,-1.0,54,Wind blowing from the south-west,4,,10,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,20.0,15.1,Trace of precipitation,3,,,,
16.08.2020 15:00,27.1,750.7,757.3,-1.2,52,Wind blowing from the south,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.4,No precipitation,1,,,,
16.08.2020 14:00,25.7,751.4,758.1,-0.3,57,Wind blowing from the south-southeast,2,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.5,No precipitation,1,,,,
16.08.2020 13:00,25.2,751.7,758.4,0.4,60,Wind blowing from the south-southwest,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.9,5,6,,,,
16.08.2020 12:00,22.6,751.9,758.7,0.1,69,Wind blowing from the south-southwest,3,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.6,No precipitation,1,,,,
16.08.2020 11:00,20.1,751.7,758.5,-0.2,85,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.5,No precipitation,1,,,,
16.08.2020 10:00,18.0,751.3,758.1,-0.1,89,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.2,5,3,,,,
16.08.2020 09:00,17.7,751.8,758.6,0.5,89,Wind blowing from the west-northwest,3,,9,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,13.0,15.9,5,1,,,,
16.08.2020 08:00,20.8,751.9,758.7,0.8,80,Wind blowing from the south-southwest,3,,7,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,19.0,17.2,Trace of precipitation,1,,,,
16.08.2020 07:00,20.7,751.4,758.2,0.1,84,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,,,19.8,26.9,,,,,,19.0,17.9,No precipitation,12,,,,
16.08.2020 06:00,20.2,751.3,758.2,-0.3,86,Wind blowing from the west,1,,2,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,17.8,No precipitation,1,,,,
16.08.2020 05:00,19.9,751.1,757.9,-0.8,87,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,17.7,No precipitation,1,,,,
16.08.2020 04:00,20.0,751.3,758.1,-1.1,85,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,17.4,No precipitation,3,,,,
16.08.2020 03:00,20.4,751.6,758.4,-0.5,84,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.6,No precipitation,1,,,,
16.08.2020 02:00,20.6,751.9,758.8,-0.6,82,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.4,No precipitation,1,,,,
16.08.2020 01:00,20.9,752.4,759.2,-0.2,79,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.1,No precipitation,6,,,,
16.08.2020 00:00,21.5,752.1,758.8,-0.7,74,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.7,No precipitation,1,,,,
15.08.2020 23:00,22.3,752.5,759.2,0.0,71,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.8,No precipitation,1,,,,
15.08.2020 22:00,22.8,752.6,759.4,0.1,66,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.1,No precipitation,3,,,,
15.08.2020 21:00,23.6,752.8,759.5,0.2,63,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.1,No precipitation,1,,,,
15.08.2020 20:00,24.9,752.5,759.2,-0.3,58,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.1,No precipitation,1,,,,
15.08.2020 19:00,26.9,752.5,759.2,-0.7,51,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,,,19.7,28.5,,,,,,20.0,15.9,No precipitation,12,,,,
15.08.2020 18:00,27.1,752.6,759.3,-1.1,48,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,15.1,No precipitation,1,,,,
15.08.2020 17:00,26.5,752.8,759.5,-1.3,52,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.8,No precipitation,1,,,,
15.08.2020 16:00,27.9,753.2,759.9,-1.4,47,Wind blowing from the east-northeast,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.5,No precipitation,3,,,,
15.08.2020 15:00,27.5,753.7,760.4,-0.9,51,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.5,No precipitation,1,,,,
15.08.2020 14:00,25.9,754.1,760.8,-0.8,58,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.0,No precipitation,1,,,,
15.08.2020 13:00,25.7,754.6,761.2,-0.3,58,Wind blowing from the west-southwest,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.8,No precipitation,6,,,,
15.08.2020 12:00,23.2,754.6,761.3,-0.5,69,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.2,No precipitation,1,,,,
15.08.2020 11:00,21.9,754.9,761.8,0.0,74,Wind blowing from the west-northwest,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.1,No precipitation,1,,,,
15.08.2020 10:00,21.3,754.9,761.8,0.1,78,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.3,No precipitation,3,,,,
15.08.2020 09:00,20.7,755.1,761.9,0.4,77,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.5,No precipitation,1,,,,
15.08.2020 08:00,20.1,754.9,761.8,0.4,80,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.5,No precipitation,1,,,,
15.08.2020 07:00,19.7,754.8,761.6,0.2,83,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,,,18.9,22.5,,,,,,20.0,16.7,Trace of precipitation,12,,,,
15.08.2020 06:00,19.0,754.7,761.5,0.0,86,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.6,No precipitation,1,,,,
15.08.2020 05:00,19.3,754.5,761.3,-0.3,84,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.5,No precipitation,1,,,,
15.08.2020 04:00,19.7,754.6,761.4,-0.3,84,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.9,No precipitation,3,,,,
15.08.2020 03:00,19.8,754.7,761.5,-0.4,85,Wind blowing from the west-northwest,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.2,No precipitation,1,,,,
15.08.2020 02:00,19.8,754.8,761.6,-0.1,86,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.4,No precipitation,1,,,,
15.08.2020 01:00,20.4,754.9,761.8,0.1,85,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.8,Trace of precipitation,6,,,,
15.08.2020 00:00,20.8,755.1,761.9,0.3,83,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.8,No precipitation,1,,,,
14.08.2020 23:00,20.8,754.9,761.8,0.5,82,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.6,No precipitation,1,,,,
14.08.2020 22:00,21.1,754.8,761.6,0.6,80,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.5,Trace of precipitation,3,,,,
14.08.2020 21:00,21.6,754.8,761.6,0.8,76,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.2,No precipitation,1,,,,
14.08.2020 20:00,21.9,754.4,761.2,0.9,78,Wind blowing from the west,1,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.9,Trace of precipitation,1,,,,
14.08.2020 19:00,22.5,754.2,760.9,0.6,77,Wind blowing from the north-west,3,,8,,"Rain, not freezing, continuous, slight at time of observation. ",,,18.9,27.1,,,,,,20.0,18.3,Trace of precipitation,12,,,,
14.08.2020 18:00,22.7,754.0,760.7,0.3,72,Wind blowing from the north-northwest,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.4,No precipitation,1,,,,
14.08.2020 17:00,25.1,753.5,760.2,-0.5,57,Wind blowing from the west,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.0,No precipitation,1,,,,
14.08.2020 16:00,25.4,753.6,760.3,-0.6,59,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.8,Trace of precipitation,3,,,,
14.08.2020 15:00,25.4,753.7,760.4,-0.6,62,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.6,No precipitation,1,,,,
14.08.2020 14:00,26.2,754.0,760.7,-0.4,56,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.7,No precipitation,1,,,,
14.08.2020 13:00,24.4,754.2,760.9,-0.2,67,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.9,No precipitation,6,,,,
14.08.2020 12:00,23.3,754.3,761.0,0.0,68,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.1,No precipitation,1,,,,
14.08.2020 11:00,22.3,754.4,761.2,0.1,75,Wind blowing from the south-west,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.7,No precipitation,1,,,,
14.08.2020 10:00,21.3,754.4,761.2,0.4,85,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.7,No precipitation,3,,,,
14.08.2020 09:00,19.6,754.3,761.2,0.5,88,Wind blowing from the south-west,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,17.6,No precipitation,1,,,,
14.08.2020 08:00,19.2,754.3,761.2,0.8,91,Wind blowing from the west-southwest,2,,,,Cloud development not observed or not observable. ,,,,,,,,,,17.0,17.7,No precipitation,1,,,,
14.08.2020 07:00,19.2,754.0,760.9,0.5,94,Wind blowing from the south-west,3,,5,,Cloud development not observed or not observable. ,,,18.9,22.1,,,,,,10.0,18.2,6,12,,,,
14.08.2020 06:00,19.1,753.8,760.6,0.5,95,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,7.0,18.3,No precipitation,1,,,,
14.08.2020 05:00,19.3,753.5,760.3,0.2,95,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,7.0,18.5,No precipitation,1,,,,
14.08.2020 04:00,19.0,753.5,760.3,0.4,95,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,,,,,,,,,,7.0,18.2,0.4,3,,,,
14.08.2020 03:00,19.5,753.3,760.1,0.3,94,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,18.5,No precipitation,1,,,,
14.08.2020 02:00,19.6,753.3,760.1,0.5,93,Wind blowing from the west-southwest,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.4,0.4,1,,,,
14.08.2020 01:00,20.2,753.1,759.9,0.7,94,Wind blowing from the west-southwest,3,,8,,"Rain, not freezing, intermittent, slight at time of observation. ",,,,,,,,,,18.0,19.2,5,6,,,,
14.08.2020 00:00,20.6,753.0,759.8,0.5,95,Wind blowing from the south-west,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,19.8,2,1,,,,
13.08.2020 23:00,20.9,752.8,759.5,0.3,91,Wind blowing from the west,4,,8,,"Rain, not freezing, continuous, heavy at time of observation. ",,,,,,,,,,2.8,19.4,3,1,,,,
13.08.2020 22:00,21.3,752.4,759.1,-0.1,88,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,19.2,0.4,3,,,,
13.08.2020 21:00,21.2,752.5,759.2,0.3,87,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.9,No precipitation,1,,,,
13.08.2020 20:00,21.4,752.5,759.2,0.3,88,Wind blowing from the south-southeast,2,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,19.3,0.2,1,,,,
13.08.2020 19:00,22.2,752.5,759.2,0.0,79,Wind blowing from the west-southwest,2,,9,,"Rain, not freezing, intermittent, slight at time of observation. ",,,19.9,28.7,,,,,,12.0,18.4,0.4,12,,,,
13.08.2020 18:00,24.6,752.2,758.9,-0.7,64,Wind blowing from the south-southwest,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,17.3,No precipitation,1,,,,
13.08.2020 17:00,25.6,752.2,758.9,-0.9,58,Wind blowing from the south-southwest,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.7,No precipitation,1,,,,
13.08.2020 16:00,25.2,752.5,759.2,-0.6,61,Wind blowing from the south,4,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.1,0.2,3,,,,
13.08.2020 15:00,24.5,752.9,759.6,-0.2,62,Wind blowing from the south,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.7,0.2,1,,,,
13.08.2020 14:00,27.8,753.1,759.7,0.1,51,Wind blowing from the south,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.7,No precipitation,1,,,,
13.08.2020 13:00,27.6,753.1,759.7,0.0,54,Wind blowing from the south-southwest,5,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,17.5,0.2,6,,,,
13.08.2020 12:00,27.9,753.1,759.7,0.1,56,Wind blowing from the south-southwest,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.3,No precipitation,1,,,,
