Local time in Milford Haven,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.09.2020 08:00,14.7,766.9,771.0,0.3,86,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,12.3,,,,,,
17.09.2020 07:00,13.4,766.9,770.9,0.3,91,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,11.9,,,,,,
17.09.2020 06:00,13.3,766.6,770.6,-0.1,91,Wind blowing from the east-northeast,4,,,, ,,,13.3,,,,300-600,,,21.0,11.9,No precipitation,12,,,,
17.09.2020 05:00,13.9,766.6,770.7,-0.3,91,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,12.5,,,,,,
17.09.2020 04:00,14.3,766.6,770.5,-0.3,91,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,12.8,,,,,,
17.09.2020 03:00,14.7,766.7,770.8,-0.2,90,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,13.1,,,,,,
17.09.2020 02:00,14.9,766.9,770.9,0.3,90,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,13.3,,,,,,
17.09.2020 01:00,15.5,766.9,770.8,0.6,89,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,13.6,,,,,,
17.09.2020 00:00,15.9,766.9,770.8,1.1,89,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,14.1,No precipitation,6,,,,
16.09.2020 23:00,16.6,766.6,770.5,1.2,88,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,14.5,,,,,,
16.09.2020 22:00,17.2,766.3,770.2,1.3,88,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,15.1,,,,,,
16.09.2020 21:00,18.2,765.8,769.8,1.2,85,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,15.7,,,,,,
16.09.2020 20:00,18.7,765.4,769.3,1.0,88,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,16.7,,,,,,
16.09.2020 19:00,18.8,765.0,768.9,0.6,88,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,16.7,,,,,,
16.09.2020 18:00,19.8,764.6,768.5,0.1,85,Wind blowing from the north,3,,,, ,,,,23.1,,,2500 or more or no clouds.,,,29.0,17.1,No precipitation,12,,,,
16.09.2020 17:00,21.4,764.4,768.3,-0.1,78,Wind blowing from the north,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,17.4,,,,,,
16.09.2020 16:00,22.5,764.4,768.3,-0.1,71,Wind blowing from the west-southwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,17.0,,,,,,
16.09.2020 15:00,22.2,764.5,768.4,0.1,73,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,17.1,,,,,,
16.09.2020 14:00,21.0,764.5,768.4,0.0,78,Wind blowing from the west-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,16.9,,,,,,
16.09.2020 13:00,22.0,764.5,768.4,0.0,75,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,17.4,,,,,,
16.09.2020 12:00,21.5,764.4,768.3,0.1,76,Wind blowing from the south-west,1,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,17.0,No precipitation,6,,,,
16.09.2020 11:00,19.5,764.5,768.4,0.4,83,Wind blowing from the south,1,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,16.5,,,,,,
16.09.2020 10:00,17.7,764.5,768.4,0.6,98,Wind blowing from the east-southeast,1,,,, ,,,,,,,50-100,,,40.0,17.3,,,,,,
16.09.2020 09:00,14.7,764.3,768.3,0.9,100,Wind blowing from the north-northeast,2,,,, ,,,,,,,Less than  50,,,3.9,14.7,,,,,,
16.09.2020 08:00,13.7,764.1,768.1,0.9,100,Wind blowing from the north,3,,,, ,,,,,,,,,,0.3,13.7,,,,,,
16.09.2020 07:00,13.2,763.9,767.8,0.8,100,Wind blowing from the north,1,,,, ,,,,,,,,,,0.4,13.2,,,,,,
16.09.2020 06:00,13.4,763.4,767.5,0.1,100,Wind blowing from the north-northwest,3,,,, ,,,13.2,,,,,,,0.1,13.4,0.2,12,,,,
16.09.2020 05:00,13.3,763.2,767.2,0.1,100,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,0.1,13.3,,,,,,
16.09.2020 04:00,13.7,763.1,767.2,0.0,100,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,0.1,13.7,,,,,,
16.09.2020 03:00,13.7,763.3,767.2,,100,Wind blowing from the north-west,2,,,, ,,,,,,,,,,0.1,13.7,,,,,,
16.09.2020 02:00,13.8,763.1,767.2,-0.1,100,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,0.1,13.8,,,,,,
16.09.2020 01:00,14.0,763.1,767.1,0.3,100,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,0.1,14.0,,,,,,
16.09.2020 00:00,15.9,766.9,770.8,4.4,89,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,14.1,No precipitation,6,,,,
15.09.2020 23:00,13.9,763.2,767.2,1.1,100,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,0.1,13.9,,,,,,
15.09.2020 22:00,14.1,762.8,766.8,1.0,100,Wind blowing from the north-west,3,,,, ,,,,,,,,,,0.1,14.1,,,,,,
15.09.2020 21:00,13.8,762.5,766.5,0.9,99,Wind blowing from the north-west,2,,,, ,,,,,,,,,,0.1,13.6,,,,,,
15.09.2020 20:00,14.5,762.1,766.1,0.7,98,Wind blowing from the north-west,2,,,, ,,,,,,,,,,0.1,14.2,,,,,,
15.09.2020 19:00,15.0,761.8,765.8,0.6,97,Wind blowing from the north-west,2,,,, ,,,,,,,,,,0.2,14.6,,,,,,
15.09.2020 18:00,15.6,761.6,765.5,0.7,96,Wind blowing from the west-northwest,2,,,, ,,,,21.1,,,Less than  50,,,0.8,15.0,No precipitation,12,,,,
15.09.2020 17:00,16.9,761.4,765.4,0.5,92,Wind blowing from the west,3,,,, ,,,,,,,Less than  50,,,9.0,15.6,,,,,,
15.09.2020 16:00,17.8,761.2,765.1,0.2,88,Wind blowing from the north-west,3,,,, ,,,,,,,50-100,,,18.0,15.8,,,,,,
15.09.2020 15:00,20.4,760.9,764.8,0.0,83,Wind blowing from the west-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,17.4,,,,,,
15.09.2020 14:00,19.1,760.9,764.8,0.0,86,Wind blowing from the east-southeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,16.7,,,,,,
15.09.2020 13:00,19.2,761.0,764.9,0.4,87,Wind blowing from the west-southwest,3,,,, ,,,,,,,1500-2000,,,30.0,17.0,,,,,,
15.09.2020 12:00,18.5,760.9,764.9,0.6,89,Wind blowing from the west-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,16.7,No precipitation,6,,,,
15.09.2020 11:00,18.5,760.9,764.8,0.9,86,Wind blowing from the west-southwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,16.1,,,,,,
15.09.2020 10:00,19.5,760.6,764.5,1.0,79,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,15.8,,,,,,
15.09.2020 09:00,19.1,760.3,764.2,0.9,82,Wind blowing from the east-northeast,1,,,, ,,,,,,,2000-2500,,,30.0,16.0,,,,,,
15.09.2020 08:00,17.6,760.0,763.9,1.2,85,Wind blowing from the east,2,,,, ,,,,,,,2000-2500,,,30.0,15.1,,,,,,
15.09.2020 07:00,16.0,759.6,763.6,0.5,89,Wind blowing from the south-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,28.0,14.2,,,,,,
15.09.2020 06:00,15.7,759.4,763.3,0.3,89,Wind blowing from the west-northwest,1,,,, ,,,15.7,,,,2500 or more or no clouds.,,,29.0,13.9,No precipitation,12,,,,
15.09.2020 05:00,16.9,758.8,762.7,-0.4,85,Wind blowing from the east-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,14.3,,,,,,
15.09.2020 04:00,17.2,759.1,763.0,-0.3,83,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,14.2,,,,,,
15.09.2020 03:00,17.7,759.1,763.0,-0.2,81,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,14.3,,,,,,
15.09.2020 02:00,17.7,759.2,763.1,-0.4,80,Wind blowing from the east,3,,,, ,,,,,,,1500-2000,,,50.0,14.1,,,,,,
15.09.2020 01:00,17.8,759.4,763.3,0.0,77,Wind blowing from the south-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,13.7,,,,,,
15.09.2020 00:00,18.5,759.3,763.3,-0.1,74,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,13.7,No precipitation,6,,,,
14.09.2020 23:00,18.5,759.6,763.5,0.2,76,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,14.2,,,,,,
14.09.2020 22:00,18.8,759.4,763.3,0.1,78,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,14.8,,,,,,
14.09.2020 21:00,19.1,759.4,763.3,0.2,77,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,15.0,,,,,,
14.09.2020 20:00,19.7,759.4,763.3,0.3,73,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,14.6,,,,,,
14.09.2020 19:00,20.0,759.3,763.2,0.0,74,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,15.3,,,,,,
14.09.2020 18:00,20.7,759.2,763.1,-0.4,74,Wind blowing from the east-southeast,5,,,, ,,,,22.4,,,2500 or more or no clouds.,,,40.0,15.8,No precipitation,12,,,,
14.09.2020 17:00,20.6,759.1,763.0,-0.9,75,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,16.0,,,,,,
14.09.2020 16:00,20.8,759.3,763.2,-1.3,73,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,15.7,,,,,,
14.09.2020 15:00,22.0,759.6,763.5,-1.3,67,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,15.5,,,,,,
14.09.2020 14:00,22.1,760.0,763.9,-0.9,64,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,15.0,,,,,,
14.09.2020 13:00,20.6,760.6,764.5,-0.6,75,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,15.9,,,,,,
14.09.2020 12:00,20.0,760.9,764.8,-0.5,74,Wind blowing from the east-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,15.3,No precipitation,6,,,,
14.09.2020 11:00,19.4,760.9,764.8,-0.6,76,Wind blowing from the east-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,15.0,,,,,,
14.09.2020 10:00,18.8,761.2,765.1,0.0,80,Wind blowing from the east-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,15.3,,,,,,
14.09.2020 09:00,18.0,761.4,765.3,0.4,87,Wind blowing from the east-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,15.7,,,,,,
14.09.2020 08:00,16.6,761.5,765.4,0.5,95,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,15.8,,,,,,
14.09.2020 07:00,15.7,761.2,765.1,-0.2,97,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,15.2,,,,,,
14.09.2020 06:00,14.9,761.0,765.0,-0.4,97,Wind blowing from the east-southeast,6,,,, ,,,14.0,,,,2500 or more or no clouds.,,,20.0,14.4,0.2,12,,,,
14.09.2020 05:00,14.8,761.0,765.0,-0.9,98,Wind blowing from the east-southeast,6,,,, ,,,,,,,100-200,,,21.0,14.5,,,,,,
14.09.2020 04:00,15.0,761.4,765.4,-0.9,99,Wind blowing from the east-southeast,4,,,, ,,,,,,,100-200,,,10.0,14.8,,,,,,
14.09.2020 03:00,14.6,761.4,765.4,-1.0,98,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,14.3,,,,,,
14.09.2020 02:00,14.1,761.9,765.9,-0.7,99,Wind blowing from the east,2,,,, ,,,,,,,50-100,,,16.0,14.0,,,,,,
14.09.2020 01:00,14.2,762.3,766.3,-0.3,99,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,14.1,,,,,,
14.09.2020 00:00,14.8,762.4,766.4,-0.2,99,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,14.7,No precipitation,6,,,,
13.09.2020 23:00,15.2,762.6,766.6,0.2,99,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,15.0,,,,,,
13.09.2020 22:00,15.2,762.6,766.6,0.4,98,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,14.9,,,,,,
13.09.2020 21:00,15.4,762.6,766.6,0.4,97,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,15.0,,,,,,
13.09.2020 20:00,15.4,762.4,766.4,0.0,97,Wind blowing from the south-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,20.0,14.9,,,,,,
13.09.2020 19:00,15.7,762.2,766.2,-0.5,94,Wind blowing from the south-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,14.8,,,,,,
13.09.2020 18:00,16.1,762.2,766.2,-0.9,92,Wind blowing from the south,3,,,, ,,,,18.6,,,2500 or more or no clouds.,,,35.0,14.8,No precipitation,12,,,,
13.09.2020 17:00,16.8,762.4,766.3,-0.9,88,Wind blowing from the south-southwest,4,,,, ,,,,,,,200-300,,,45.0,14.8,,,,,,
13.09.2020 16:00,18.0,762.7,766.7,-0.8,83,Wind blowing from the south-southwest,4,,,, ,,,,,,,200-300,,,65.0,15.0,,,,,,
13.09.2020 15:00,17.5,763.1,767.1,-0.5,84,Wind blowing from the south-southwest,5,,,, ,,,,,,,200-300,,,50.0,14.8,,,,,,
13.09.2020 14:00,18.4,763.3,767.2,-0.2,79,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,71.0,14.7,,,,,,
13.09.2020 13:00,17.4,763.5,767.4,0.0,84,Wind blowing from the south-southwest,5,,,, ,,,,,,,300-600,,,50.0,14.6,,,,,,
13.09.2020 12:00,17.3,763.6,767.5,0.5,82,Wind blowing from the south-southwest,6,,,, ,,,,,,,300-600,,,65.0,14.2,No precipitation,6,,,,
13.09.2020 11:00,17.8,763.5,767.4,0.8,84,Wind blowing from the south-west,5,,,, ,,,,,,,200-300,,,40.0,15.1,,,,,,
13.09.2020 10:00,17.8,763.5,767.5,1.1,83,Wind blowing from the south-west,4,,,, ,,,,,,,300-600,,,45.0,14.9,,,,,,
13.09.2020 09:00,16.8,763.1,767.1,0.9,87,Wind blowing from the south-west,4,,,, ,,,,,,,300-600,,,40.0,14.6,,,,,,
13.09.2020 08:00,16.4,762.7,766.6,0.7,88,Wind blowing from the south-west,4,,,, ,,,,,,,300-600,,,40.0,14.4,,,,,,
13.09.2020 07:00,16.1,762.4,766.4,0.6,89,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,40.0,14.2,,,,,,
13.09.2020 06:00,16.1,762.2,766.2,0.4,90,Wind blowing from the west-southwest,6,,,, ,,,15.2,,,,200-300,,,35.0,14.4,No precipitation,12,,,,
13.09.2020 05:00,16.2,762.0,766.0,0.1,89,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,35.0,14.3,,,,,,
13.09.2020 04:00,16.2,761.8,765.8,-0.1,90,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,30.0,14.5,,,,,,
13.09.2020 03:00,16.1,761.8,765.8,0.0,89,Wind blowing from the west-southwest,5,10,,, ,,,,,,,300-600,,,30.0,14.3,,,,,,
13.09.2020 02:00,15.9,761.9,765.8,0.1,92,Wind blowing from the south-west,5,,,, ,,,,,,,200-300,,,26.0,14.6,,,,,,
13.09.2020 01:00,15.9,761.9,765.9,-0.2,91,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,29.0,14.4,,,,,,
13.09.2020 00:00,16.1,761.8,765.8,-0.2,90,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,29.0,14.4,No precipitation,6,,,,
12.09.2020 23:00,16.0,761.8,765.8,-0.3,91,Wind blowing from the south-west,6,,,, ,,,,,,,300-600,,,23.0,14.5,,,,,,
12.09.2020 22:00,15.7,762.1,766.0,0.3,90,Wind blowing from the south-west,6,,,, ,,,,,,,300-600,,,27.0,14.1,,,,,,
12.09.2020 21:00,15.4,762.0,766.0,0.5,90,Wind blowing from the south-west,6,,,, ,,,,,,,300-600,,,29.0,13.8,,,,,,
12.09.2020 20:00,15.3,762.1,766.0,0.6,87,Wind blowing from the south-west,6,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,13.2,,,,,,
12.09.2020 19:00,15.2,761.8,765.7,0.2,86,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,35.0,12.8,,,,,,
12.09.2020 18:00,15.4,761.5,765.4,-0.2,82,Wind blowing from the south-west,4,,,, ,,,,18.2,,,300-600,,,30.0,12.4,No precipitation,12,,,,
12.09.2020 17:00,15.9,761.5,765.5,-0.2,75,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,40.0,11.4,,,,,,
12.09.2020 16:00,16.7,761.6,765.6,0.1,72,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,40.0,11.6,,,,,,
12.09.2020 15:00,17.2,761.7,765.7,0.2,72,Wind blowing from the west-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,12.1,,,,,,
12.09.2020 14:00,17.6,761.7,765.6,0.5,70,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,40.0,12.1,,,,,,
12.09.2020 13:00,17.1,761.5,765.5,0.6,71,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,45.0,11.8,,,,,,
12.09.2020 12:00,17.6,761.5,765.4,0.9,70,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,50.0,12.1,No precipitation,6,,,,
12.09.2020 11:00,18.0,761.2,765.1,1.1,67,Wind blowing from the west-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,11.8,,,,,,
12.09.2020 10:00,16.7,760.9,764.9,1.2,72,Wind blowing from the west,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,11.5,,,,,,
12.09.2020 09:00,16.0,760.6,764.5,1.5,76,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,35.0,11.7,,,,,,
12.09.2020 08:00,15.2,760.1,764.1,1.3,79,Wind blowing from the west,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.6,,,,,,
12.09.2020 07:00,13.8,759.7,763.6,1.2,86,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.5,,,,,,
12.09.2020 06:00,12.3,759.1,763.1,1.0,88,Wind blowing from the west-northwest,3,,,, ,,,12.3,,,,2500 or more or no clouds.,,,30.0,10.4,0.2,12,,,,
12.09.2020 05:00,12.9,758.8,762.8,1.0,88,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,11.0,,,,,,
12.09.2020 04:00,13.1,758.5,762.5,0.9,88,Wind blowing from the west-northwest,4,,,, ,,,,,,,1500-2000,,,30.0,11.2,,,,,,
12.09.2020 03:00,13.9,758.1,762.1,0.4,88,Wind blowing from the west-northwest,4,,,, ,,,,,,,300-600,,,29.0,12.0,,,,,,
12.09.2020 02:00,14.7,757.8,761.8,0.2,90,Wind blowing from the west,6,,,, ,,,,,,,300-600,,,27.0,13.0,,,,,,
12.09.2020 01:00,14.9,757.6,761.5,0.2,88,Wind blowing from the west,6,,,, ,,,,,,,300-600,,,28.0,12.9,,,,,,
12.09.2020 00:00,15.2,757.7,761.7,0.1,89,Wind blowing from the west,7,,,, ,,,,,,,1000-1500,,,26.0,13.3,0.2,6,,,,
11.09.2020 23:00,14.7,757.6,761.5,0.1,93,Wind blowing from the west-southwest,8,,,, ,,,,,,,200-300,,,35.0,13.5,,,,,,
11.09.2020 22:00,15.6,757.4,761.4,0.1,86,Wind blowing from the west-southwest,6,,,, ,,,,,,,300-600,,,26.0,13.2,,,,,,
11.09.2020 21:00,15.6,757.6,761.6,0.3,83,Wind blowing from the west-southwest,6,,,, ,,,,,,,300-600,,,29.0,12.7,,,,,,
11.09.2020 20:00,15.4,757.5,761.4,0.0,84,Wind blowing from the west-southwest,7,,,, ,,,,,,,300-600,,,27.0,12.6,,,,,,
11.09.2020 19:00,15.3,757.3,761.2,-0.3,81,Wind blowing from the west-southwest,6,,,, ,,,,,,,300-600,,,30.0,12.1,,,,,,
11.09.2020 18:00,15.5,757.3,761.2,-0.6,79,Wind blowing from the west-southwest,7,,,, ,,,,17.3,,,300-600,,,30.0,11.9,No precipitation,12,,,,
11.09.2020 17:00,16.1,757.5,761.5,-0.5,75,Wind blowing from the west-southwest,6,,,, ,,,,,,,600-1000,,,35.0,11.7,,,,,,
11.09.2020 16:00,16.7,757.6,761.5,-0.4,72,Wind blowing from the west-southwest,7,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,11.5,,,,,,
11.09.2020 15:00,16.9,757.9,761.8,-0.3,71,Wind blowing from the west-southwest,7,,,, ,,,,,,,1000-1500,,,35.0,11.5,,,,,,
11.09.2020 14:00,17.2,758.0,761.9,-0.2,71,Wind blowing from the west-southwest,6,,,, ,,,,,,,1000-1500,,,35.0,11.9,,,,,,
11.09.2020 13:00,15.9,758.0,762.0,-0.2,78,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,35.0,12.1,,,,,,
11.09.2020 12:00,15.6,758.2,762.2,0.1,78,Wind blowing from the west-southwest,7,,,, ,,,,,,,600-1000,,,16.0,11.7,No precipitation,6,,,,
11.09.2020 11:00,16.1,758.2,762.2,0.1,74,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,45.0,11.5,,,,,,
11.09.2020 10:00,15.4,758.2,762.1,0.1,70,Wind blowing from the west-southwest,6,,,, ,,,,,,,1000-1500,,,55.0,10.0,,,,,,
11.09.2020 09:00,15.1,758.1,762.1,0.0,70,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,65.0,9.6,,,,,,
11.09.2020 08:00,14.7,758.1,762.1,-0.4,79,Wind blowing from the west-southwest,6,,,, ,,,,,,,600-1000,,,50.0,11.0,,,,,,
11.09.2020 07:00,14.1,758.1,762.0,-0.8,84,Wind blowing from the west-southwest,7,,,, ,,,,,,,600-1000,,,35.0,11.4,,,,,,
11.09.2020 06:00,14.5,758.1,762.0,-1.0,72,Wind blowing from the south-west,5,,,, ,,,11.0,,,,600-1000,,,71.0,9.5,No precipitation,12,,,,
11.09.2020 05:00,14.6,758.5,762.4,-1.2,71,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,71.0,9.3,,,,,,
11.09.2020 04:00,14.4,758.9,762.9,-1.1,74,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,71.0,9.8,,,,,,
11.09.2020 03:00,14.4,759.1,763.1,-1.3,70,Wind blowing from the west-southwest,5,,,, ,,,,,,,1000-1500,,,71.0,8.9,,,,,,
11.09.2020 02:00,14.4,759.7,763.6,-1.2,70,Wind blowing from the west,7,,,, ,,,,,,,1000-1500,,,71.0,8.9,,,,,,
11.09.2020 01:00,14.5,760.0,764.0,-1.2,69,Wind blowing from the west,6,,,, ,,,,,,,1000-1500,,,71.0,8.8,,,,,,
11.09.2020 00:00,14.5,760.4,764.4,-1.1,72,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,70.0,9.4,No precipitation,6,,,,
10.09.2020 23:00,14.2,760.9,764.9,-0.7,70,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,70.0,8.7,,,,,,
10.09.2020 22:00,13.6,761.2,765.2,-0.6,76,Wind blowing from the west,4,,,, ,,,,,,,600-1000,,,65.0,9.4,,,,,,
10.09.2020 21:00,11.6,761.5,765.5,-0.4,80,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,8.2,,,,,,
10.09.2020 20:00,11.1,761.6,765.7,-0.5,79,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,7.5,,,,,,
10.09.2020 19:00,12.7,761.8,765.7,-0.6,72,Wind blowing from the west-northwest,3,,,, ,,,,,,,1000-1500,,,60.0,7.8,,,,,,
10.09.2020 18:00,14.2,761.9,765.9,-1.0,77,Wind blowing from the west,5,,,, ,,,,18.8,,,600-1000,,,50.0,10.1,No precipitation,12,,,,
10.09.2020 17:00,15.3,762.1,766.1,-1.5,69,Wind blowing from the west,5,,,, ,,,,,,,1500-2000,,,55.0,9.6,,,,,,
10.09.2020 16:00,16.4,762.4,766.3,-1.5,68,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,65.0,10.4,,,,,,
10.09.2020 15:00,16.6,762.9,766.9,-1.0,70,Wind blowing from the south-southwest,4,,,, ,,,,,,,1500-2000,,,60.0,11.0,,,,,,
10.09.2020 14:00,16.9,763.6,767.5,-0.9,73,Wind blowing from the south-west,4,,,, ,,,,,,,1500-2000,,,45.0,11.9,,,,,,
10.09.2020 13:00,17.8,763.9,767.8,-1.2,65,Wind blowing from the south-southwest,4,,,, ,,,,,,,1500-2000,,,60.0,11.0,,,,,,
10.09.2020 12:00,18.1,763.9,767.9,-1.3,56,Wind blowing from the south-southwest,3,,,, ,,,,,,,1500-2000,,,60.0,9.2,No precipitation,6,,,,
10.09.2020 11:00,16.2,764.5,768.4,-0.8,67,Wind blowing from the south-east,2,,,, ,,,,,,,1500-2000,,,45.0,10.0,,,,,,
10.09.2020 10:00,16.2,765.1,769.1,0.0,68,Wind blowing from the north-east,1,,,, ,,,,,,,1500-2000,,,45.0,10.2,,,,,,
10.09.2020 09:00,14.6,765.2,769.3,0.2,78,Wind blowing from the north,1,,,, ,,,,,,,1500-2000,,,40.0,10.7,,,,,,
10.09.2020 08:00,13.7,765.3,769.3,0.1,87,Wind blowing from the west,1,,,, ,,,,,,,1500-2000,,,30.0,11.6,,,,,,
10.09.2020 07:00,12.4,765.1,769.0,-0.3,90,Wind blowing from the north,3,,,, ,,,,,,,1500-2000,,,30.0,10.8,,,,,,
10.09.2020 06:00,12.1,765.0,769.0,-0.7,90,Wind blowing from the north,3,,,, ,,,11.1,,,,1500-2000,,,30.0,10.5,No precipitation,12,,,,
10.09.2020 05:00,12.2,765.2,769.3,-0.7,94,Wind blowing from the north,3,,,, ,,,,,,,1000-1500,,,35.0,11.2,,,,,,
10.09.2020 04:00,11.6,765.4,769.5,-0.8,93,Wind blowing from the north,2,,,, ,,,,,,,1000-1500,,,45.0,10.5,,,,,,
10.09.2020 03:00,11.1,765.7,769.7,-0.5,91,Wind blowing from the north-northeast,1,,,, ,,,,,,,1000-1500,,,45.0,9.6,,,,,,
