"# Weather station London / St. James's Park, UK, WMO_ID=3770,selection from 11.02.2020 till 11.11.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3770&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in London / St. James's Park,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
28.08.2020 10:00,17.1,,,,68,,,,,, ,,,,,,,,,,,11.2,,,,,,
28.08.2020 09:00,15.4,,,,91,,,,,, ,,,,,,,,,,,13.9,,,,,,
28.08.2020 08:00,14.7,,,,90,,,,,, ,,,,,,,,,,,13.0,,,,,,
28.08.2020 07:00,14.0,,,,94,,,,,, ,,,,,,,,,,,13.1,,,,,,
28.08.2020 06:00,13.6,,,,95,,,,,, ,,,13.4,,,,,,,,12.8,4,12,,,,
28.08.2020 05:00,13.5,,,,94,,,,,, ,,,,,,,,,,,12.5,,,,,,
28.08.2020 04:00,13.8,,,,92,,,,,, ,,,,,,,,,,,12.5,,,,,,
28.08.2020 03:00,14.3,,,,91,,,,,, ,,,,,,,,,,,12.8,,,,,,
28.08.2020 02:00,14.1,,,,94,,,,,, ,,,,,,,,,,,13.1,,,,,,
28.08.2020 01:00,13.9,,,,94,,,,,, ,,,,,,,,,,,12.9,,,,,,
28.08.2020 00:00,13.7,,,,95,,,,,, ,,,,,,,,,,,12.9,4,6,,,,
27.08.2020 23:00,14.6,,,,92,,,,,, ,,,,,,,,,,,13.3,,,,,,
27.08.2020 22:00,14.8,,,,93,,,,,, ,,,,,,,,,,,13.7,,,,,,
27.08.2020 21:00,15.2,,,,93,,,,,, ,,,,,,,,,,,14.1,,,,,,
27.08.2020 20:00,15.8,,,,93,,,,,, ,,,,,,,,,,,14.7,,,,,,
27.08.2020 19:00,15.8,,,,94,,,,,, ,,,,,,,,,,,14.9,,,,,,
27.08.2020 18:00,15.7,,,,92,,,,,, ,,,,,,,,,,,14.4,,,,,,
27.08.2020 17:00,15.7,,,,91,,,,,, ,,,,,,,,,,,14.2,,,,,,
27.08.2020 16:00,15.9,,,,89,,,,,, ,,,,,,,,,,,14.1,,,,,,
27.08.2020 15:00,16.4,,,,81,,,,,, ,,,,,,,,,,,13.1,,,,,,
27.08.2020 14:00,17.5,,,,70,,,,,, ,,,,,,,,,,,12.0,,,,,,
27.08.2020 10:00,17.5,,,,64,,,,,, ,,,,,,,,,,,10.6,,,,,,
27.08.2020 09:00,17.4,,,,67,,,,,, ,,,,,,,,,,,11.2,,,,,,
27.08.2020 08:00,15.6,,,,77,,,,,, ,,,,,,,,,,,11.5,,,,,,
27.08.2020 07:00,14.3,,,,83,,,,,, ,,,,,,,,,,,11.5,,,,,,
27.08.2020 06:00,13.8,,,,84,,,,,, ,,,13.2,,,,,,,,11.2,No precipitation,12,,,,
27.08.2020 05:00,13.3,,,,87,,,,,, ,,,,,,,,,,,11.1,,,,,,
27.08.2020 04:00,13.8,,,,85,,,,,, ,,,,,,,,,,,11.3,,,,,,
27.08.2020 03:00,13.8,,,,86,,,,,, ,,,,,,,,,,,11.5,,,,,,
27.08.2020 02:00,14.1,,,,83,,,,,, ,,,,,,,,,,,11.2,,,,,,
27.08.2020 01:00,14.5,,,,80,,,,,, ,,,,,,,,,,,11.1,,,,,,
27.08.2020 00:00,14.8,,,,78,,,,,, ,,,,,,,,,,,11.0,No precipitation,6,,,,
26.08.2020 23:00,15.4,,,,77,,,,,, ,,,,,,,,,,,11.3,,,,,,
26.08.2020 22:00,16.9,,,,69,,,,,, ,,,,,,,,,,,11.2,,,,,,
26.08.2020 21:00,17.3,,,,71,,,,,, ,,,,,,,,,,,12.0,,,,,,
26.08.2020 20:00,17.2,,,,75,,,,,, ,,,,,,,,,,,12.7,,,,,,
26.08.2020 19:00,18.9,,,,63,,,,,, ,,,,,,,,,,,11.6,,,,,,
26.08.2020 18:00,20.3,,,,57,,,,,, ,,,,,,,,,,,11.5,,,,,,
26.08.2020 17:00,20.6,,,,54,,,,,, ,,,,,,,,,,,10.9,,,,,,
26.08.2020 16:00,20.9,,,,55,,,,,, ,,,,,,,,,,,11.4,,,,,,
26.08.2020 15:00,21.0,,,,53,,,,,, ,,,,,,,,,,,10.9,,,,,,
26.08.2020 14:00,21.1,,,,52,,,,,, ,,,,,,,,,,,10.7,,,,,,
26.08.2020 13:00,20.7,,,,54,,,,,, ,,,,,,,,,,,11.1,,,,,,
26.08.2020 12:00,20.6,,,,54,,,,,, ,,,,,,,,,,,10.9,,,,,,
26.08.2020 10:00,18.6,,,,64,,,,,, ,,,,,,,,,,,11.5,,,,,,
26.08.2020 09:00,18.4,,,,61,,,,,, ,,,,,,,,,,,10.6,,,,,,
26.08.2020 08:00,17.3,,,,65,,,,,, ,,,,,,,,,,,10.6,,,,,,
26.08.2020 07:00,16.0,,,,70,,,,,, ,,,,,,,,,,,10.5,,,,,,
26.08.2020 06:00,16.0,,,,71,,,,,, ,,,16.0,,,,,,,,10.6,1,12,,,,
26.08.2020 05:00,16.1,,,,71,,,,,, ,,,,,,,,,,,10.7,,,,,,
26.08.2020 04:00,16.5,,,,70,,,,,, ,,,,,,,,,,,11.0,,,,,,
26.08.2020 03:00,16.8,,,,72,,,,,, ,,,,,,,,,,,11.6,,,,,,
26.08.2020 02:00,17.0,,,,72,,,,,, ,,,,,,,,,,,11.8,,,,,,
26.08.2020 01:00,16.9,,,,73,,,,,, ,,,,,,,,,,,12.0,,,,,,
26.08.2020 00:00,14.8,,,,78,,,,,, ,,,,,,,,,,,11.0,No precipitation,6,,,,
25.08.2020 23:00,17.4,,,,71,,,,,, ,,,,,,,,,,,12.1,,,,,,
25.08.2020 22:00,17.5,,,,72,,,,,, ,,,,,,,,,,,12.3,,,,,,
25.08.2020 21:00,17.7,,,,74,,,,,, ,,,,,,,,,,,12.9,,,,,,
25.08.2020 20:00,17.5,,,,78,,,,,, ,,,,,,,,,,,13.6,,,,,,
25.08.2020 19:00,17.6,,,,82,,,,,, ,,,,,,,,,,,14.5,,,,,,
25.08.2020 18:00,19.1,,,,74,,,,,, ,,,,21.9,,,,,,,14.3,2,12,,,,
25.08.2020 17:00,20.5,,,,67,,,,,, ,,,,,,,,,,,14.1,,,,,,
25.08.2020 16:00,21.6,,,,63,,,,,, ,,,,,,,,,,,14.3,,,,,,
25.08.2020 15:00,21.3,,,,65,,,,,, ,,,,,,,,,,,14.4,,,,,,
25.08.2020 14:00,20.2,,,,71,,,,,, ,,,,,,,,,,,14.8,,,,,,
25.08.2020 13:00,20.4,,,,69,,,,,, ,,,,,,,,,,,14.6,,,,,,
25.08.2020 12:00,20.4,,,,76,,,,,, ,,,,,,,,,,,15.9,2,6,,,,
25.08.2020 11:00,19.0,,,,86,,,,,, ,,,,,,,,,,,16.6,,,,,,
25.08.2020 10:00,17.0,,,,89,,,,,, ,,,,,,,,,,,15.1,,,,,,
25.08.2020 09:00,16.4,,,,88,,,,,, ,,,,,,,,,,,14.4,,,,,,
25.08.2020 08:00,15.9,,,,90,,,,,, ,,,,,,,,,,,14.3,,,,,,
25.08.2020 07:00,15.8,,,,93,,,,,, ,,,,,,,,,,,14.7,,,,,,
25.08.2020 06:00,16.0,,,,90,,,,,, ,,,16.0,,,,,,,,14.4,4,12,,,,
25.08.2020 05:00,16.3,,,,91,,,,,, ,,,,,,,,,,,14.9,,,,,,
25.08.2020 04:00,16.4,,,,94,,,,,, ,,,,,,,,,,,15.4,,,,,,
25.08.2020 03:00,16.4,,,,93,,,,,, ,,,,,,,,,,,15.3,,,,,,
25.08.2020 02:00,16.7,,,,90,,,,,, ,,,,,,,,,,,15.1,,,,,,
25.08.2020 01:00,16.9,,,,89,,,,,, ,,,,,,,,,,,15.1,,,,,,
25.08.2020 00:00,16.6,,,,90,,,,,, ,,,,,,,,,,,15.0,0.2,6,,,,
24.08.2020 23:00,16.5,,,,89,,,,,, ,,,,,,,,,,,14.6,,,,,,
24.08.2020 22:00,16.2,,,,90,,,,,, ,,,,,,,,,,,14.5,,,,,,
24.08.2020 21:00,16.6,,,,88,,,,,, ,,,,,,,,,,,14.6,,,,,,
24.08.2020 20:00,16.6,,,,86,,,,,, ,,,,,,,,,,,14.3,,,,,,
24.08.2020 19:00,17.2,,,,92,,,,,, ,,,,,,,,,,,15.9,,,,,,
24.08.2020 18:00,17.1,,,,85,,,,,, ,,,,23.1,,,,,,,14.6,1,12,,,,
24.08.2020 17:00,19.2,,,,77,,,,,, ,,,,,,,,,,,15.0,,,,,,
24.08.2020 16:00,20.2,,,,68,,,,,, ,,,,,,,,,,,14.1,,,,,,
24.08.2020 15:00,22.0,,,,55,,,,,, ,,,,,,,,,,,12.5,,,,,,
24.08.2020 14:00,22.1,,,,55,,,,,, ,,,,,,,,,,,12.5,,,,,,
24.08.2020 13:00,20.6,,,,61,,,,,, ,,,,,,,,,,,12.7,,,,,,
24.08.2020 12:00,20.9,,,,55,,,,,, ,,,,,,,,,,,11.4,No precipitation,6,,,,
24.08.2020 11:00,19.3,,,,61,,,,,, ,,,,,,,,,,,11.6,,,,,,
24.08.2020 10:00,18.2,,,,64,,,,,, ,,,,,,,,,,,11.2,,,,,,
24.08.2020 09:00,18.2,,,,68,,,,,, ,,,,,,,,,,,12.2,,,,,,
24.08.2020 08:00,15.6,,,,80,,,,,, ,,,,,,,,,,,12.1,,,,,,
24.08.2020 07:00,15.1,,,,84,,,,,, ,,,,,,,,,,,12.4,,,,,,
24.08.2020 06:00,14.7,,,,85,,,,,, ,,,13.4,,,,,,,,12.2,No precipitation,12,,,,
24.08.2020 05:00,14.6,,,,83,,,,,, ,,,,,,,,,,,11.7,,,,,,
24.08.2020 04:00,14.5,,,,82,,,,,, ,,,,,,,,,,,11.4,,,,,,
24.08.2020 03:00,13.8,,,,85,,,,,, ,,,,,,,,,,,11.3,,,,,,
24.08.2020 02:00,13.7,,,,83,,,,,, ,,,,,,,,,,,10.9,,,,,,
24.08.2020 01:00,14.1,,,,81,,,,,, ,,,,,,,,,,,10.9,,,,,,
24.08.2020 00:00,14.7,,,,78,,,,,, ,,,,,,,,,,,10.8,No precipitation,6,,,,
23.08.2020 23:00,15.5,,,,73,,,,,, ,,,,,,,,,,,10.7,,,,,,
23.08.2020 22:00,16.3,,,,68,,,,,, ,,,,,,,,,,,10.4,,,,,,
23.08.2020 21:00,17.1,,,,64,,,,,, ,,,,,,,,,,,10.3,,,,,,
23.08.2020 20:00,17.6,,,,60,,,,,, ,,,,,,,,,,,9.8,,,,,,
23.08.2020 19:00,18.4,,,,58,,,,,, ,,,,,,,,,,,10.0,,,,,,
23.08.2020 18:00,19.9,,,,55,,,,,, ,,,,22.7,,,,,,,10.5,No precipitation,12,,,,
23.08.2020 17:00,20.9,,,,55,,,,,, ,,,,,,,,,,,11.6,,,,,,
23.08.2020 16:00,21.3,,,,59,,,,,, ,,,,,,,,,,,12.9,,,,,,
23.08.2020 15:00,21.3,,,,61,,,,,, ,,,,,,,,,,,13.5,,,,,,
23.08.2020 14:00,21.4,,,,60,,,,,, ,,,,,,,,,,,13.2,,,,,,
23.08.2020 13:00,20.6,,,,58,,,,,, ,,,,,,,,,,,12.1,,,,,,
23.08.2020 12:00,19.7,,,,63,,,,,, ,,,,,,,,,,,12.4,No precipitation,6,,,,
23.08.2020 11:00,19.2,,,,64,,,,,, ,,,,,,,,,,,12.3,,,,,,
23.08.2020 10:00,18.7,,,,67,,,,,, ,,,,,,,,,,,12.5,,,,,,
23.08.2020 09:00,19.1,,,,70,,,,,, ,,,,,,,,,,,13.5,,,,,,
23.08.2020 08:00,17.4,,,,77,,,,,, ,,,,,,,,,,,13.3,,,,,,
23.08.2020 07:00,16.1,,,,83,,,,,, ,,,,,,,,,,,13.2,,,,,,
23.08.2020 06:00,15.4,,,,84,,,,,, ,,,15.4,,,,,,,,12.7,No precipitation,12,,,,
23.08.2020 05:00,15.7,,,,82,,,,,, ,,,,,,,,,,,12.6,,,,,,
23.08.2020 04:00,15.9,,,,78,,,,,, ,,,,,,,,,,,12.1,,,,,,
23.08.2020 03:00,15.8,,,,79,,,,,, ,,,,,,,,,,,12.1,,,,,,
23.08.2020 02:00,16.1,,,,75,,,,,, ,,,,,,,,,,,11.6,,,,,,
23.08.2020 01:00,16.3,,,,73,,,,,, ,,,,,,,,,,,11.5,,,,,,
23.08.2020 00:00,16.3,,,,75,,,,,, ,,,,,,,,,,,11.8,No precipitation,6,,,,
22.08.2020 23:00,16.6,,,,77,,,,,, ,,,,,,,,,,,12.5,,,,,,
22.08.2020 22:00,16.8,,,,75,,,,,, ,,,,,,,,,,,12.4,,,,,,
22.08.2020 21:00,17.8,,,,70,,,,,, ,,,,,,,,,,,12.3,,,,,,
22.08.2020 20:00,18.2,,,,70,,,,,, ,,,,,,,,,,,12.6,,,,,,
22.08.2020 19:00,19.1,,,,65,,,,,, ,,,,,,,,,,,12.3,,,,,,
22.08.2020 18:00,19.7,,,,63,,,,,, ,,,,23.0,,,,,,,12.4,No precipitation,12,,,,
22.08.2020 17:00,19.7,,,,63,,,,,, ,,,,,,,,,,,12.5,,,,,,
22.08.2020 16:00,21.4,,,,50,,,,,, ,,,,,,,,,,,10.4,,,,,,
22.08.2020 15:00,20.8,,,,56,,,,,, ,,,,,,,,,,,11.7,,,,,,
22.08.2020 14:00,21.7,,,,48,,,,,, ,,,,,,,,,,,10.3,,,,,,
22.08.2020 13:00,22.4,,,,45,,,,,, ,,,,,,,,,,,9.8,,,,,,
22.08.2020 12:00,22.0,,,,50,,,,,, ,,,,,,,,,,,11.1,No precipitation,6,,,,
22.08.2020 11:00,22.0,,,,53,,,,,, ,,,,,,,,,,,12.0,,,,,,
22.08.2020 10:00,19.5,,,,62,,,,,, ,,,,,,,,,,,12.0,,,,,,
22.08.2020 09:00,19.1,,,,62,,,,,, ,,,,,,,,,,,11.6,,,,,,
22.08.2020 08:00,18.4,,,,70,,,,,, ,,,,,,,,,,,12.9,,,,,,
22.08.2020 07:00,17.5,,,,76,,,,,, ,,,,,,,,,,,13.2,,,,,,
22.08.2020 06:00,17.1,,,,77,,,,,, ,,,16.7,,,,,,,,13.0,No precipitation,12,,,,
22.08.2020 05:00,16.9,,,,80,,,,,, ,,,,,,,,,,,13.4,,,,,,
22.08.2020 04:00,17.2,,,,78,,,,,, ,,,,,,,,,,,13.4,,,,,,
22.08.2020 03:00,16.9,,,,79,,,,,, ,,,,,,,,,,,13.2,,,,,,
22.08.2020 02:00,17.6,,,,75,,,,,, ,,,,,,,,,,,13.1,,,,,,
22.08.2020 01:00,17.4,,,,75,,,,,, ,,,,,,,,,,,12.8,,,,,,
22.08.2020 00:00,18.2,,,,72,,,,,, ,,,,,,,,,,,13.0,No precipitation,6,,,,
21.08.2020 23:00,18.4,,,,73,,,,,, ,,,,,,,,,,,13.5,,,,,,
21.08.2020 22:00,18.4,,,,75,,,,,, ,,,,,,,,,,,13.8,,,,,,
21.08.2020 21:00,18.8,,,,71,,,,,, ,,,,,,,,,,,13.3,,,,,,
21.08.2020 20:00,19.5,,,,67,,,,,, ,,,,,,,,,,,13.1,,,,,,
21.08.2020 19:00,20.1,,,,63,,,,,, ,,,,,,,,,,,12.7,,,,,,
21.08.2020 18:00,21.1,,,,60,,,,,, ,,,,23.1,,,,,,,12.9,No precipitation,12,,,,
21.08.2020 17:00,22.1,,,,54,,,,,, ,,,,,,,,,,,12.4,,,,,,
21.08.2020 16:00,21.9,,,,57,,,,,, ,,,,,,,,,,,12.9,,,,,,
21.08.2020 15:00,22.7,,,,56,,,,,, ,,,,,,,,,,,13.4,,,,,,
21.08.2020 14:00,22.1,,,,58,,,,,, ,,,,,,,,,,,13.4,,,,,,
21.08.2020 13:00,21.6,,,,58,,,,,, ,,,,,,,,,,,13.0,,,,,,
21.08.2020 12:00,22.3,,,,56,,,,,, ,,,,,,,,,,,13.0,No precipitation,6,,,,
21.08.2020 11:00,21.8,,,,59,,,,,, ,,,,,,,,,,,13.4,,,,,,
21.08.2020 10:00,21.9,,,,61,,,,,, ,,,,,,,,,,,13.9,,,,,,
21.08.2020 09:00,20.6,,,,68,,,,,, ,,,,,,,,,,,14.4,,,,,,
21.08.2020 08:00,20.1,,,,66,,,,,, ,,,,,,,,,,,13.5,,,,,,
21.08.2020 07:00,19.9,,,,67,,,,,, ,,,,,,,,,,,13.6,,,,,,
21.08.2020 06:00,19.7,,,,69,,,,,, ,,,18.8,,,,,,,,13.8,No precipitation,12,,,,
21.08.2020 05:00,19.4,,,,69,,,,,, ,,,,,,,,,,,13.6,,,,,,
21.08.2020 04:00,19.4,,,,68,,,,,, ,,,,,,,,,,,13.4,,,,,,
21.08.2020 03:00,19.9,,,,70,,,,,, ,,,,,,,,,,,14.3,,,,,,
21.08.2020 02:00,20.0,,,,79,,,,,, ,,,,,,,,,,,16.3,,,,,,
21.08.2020 01:00,20.3,,,,78,,,,,, ,,,,,,,,,,,16.4,,,,,,
21.08.2020 00:00,19.6,,,,77,,,,,, ,,,,,,,,,,,15.4,No precipitation,6,,,,
20.08.2020 23:00,19.3,,,,72,,,,,, ,,,,,,,,,,,14.0,,,,,,
20.08.2020 22:00,19.3,,,,67,,,,,, ,,,,,,,,,,,12.9,,,,,,
20.08.2020 21:00,19.1,,,,59,,,,,, ,,,,,,,,,,,10.9,,,,,,
20.08.2020 20:00,19.4,,,,58,,,,,, ,,,,,,,,,,,10.9,,,,,,
20.08.2020 19:00,20.9,,,,47,,,,,, ,,,,,,,,,,,9.2,,,,,,
20.08.2020 18:00,21.8,,,,47,,,,,, ,,,,25.7,,,,,,,9.9,No precipitation,12,,,,
20.08.2020 17:00,23.4,,,,44,,,,,, ,,,,,,,,,,,10.3,,,,,,
20.08.2020 16:00,24.7,,,,42,,,,,, ,,,,,,,,,,,11.0,,,,,,
20.08.2020 15:00,24.4,,,,42,,,,,, ,,,,,,,,,,,10.6,,,,,,
20.08.2020 14:00,25.2,,,,46,,,,,, ,,,,,,,,,,,12.6,,,,,,
20.08.2020 13:00,24.5,,,,49,,,,,, ,,,,,,,,,,,13.1,,,,,,
20.08.2020 12:00,23.8,,,,59,,,,,, ,,,,,,,,,,,15.4,No precipitation,6,,,,
20.08.2020 11:00,22.9,,,,64,,,,,, ,,,,,,,,,,,15.7,,,,,,
20.08.2020 10:00,20.8,,,,70,,,,,, ,,,,,,,,,,,15.2,,,,,,
20.08.2020 09:00,20.2,,,,71,,,,,, ,,,,,,,,,,,14.8,,,,,,
20.08.2020 08:00,19.1,,,,73,,,,,, ,,,,,,,,,,,14.2,,,,,,
20.08.2020 07:00,17.6,,,,78,,,,,, ,,,,,,,,,,,13.7,,,,,,
20.08.2020 06:00,17.0,,,,84,,,,,, ,,,17.0,,,,,,,,14.2,0.4,12,,,,
20.08.2020 05:00,17.3,,,,82,,,,,, ,,,,,,,,,,,14.1,,,,,,
20.08.2020 04:00,18.2,,,,80,,,,,, ,,,,,,,,,,,14.7,,,,,,
20.08.2020 03:00,19.3,,,,79,,,,,, ,,,,,,,,,,,15.5,,,,,,
20.08.2020 02:00,20.9,,,,83,,,,,, ,,,,,,,,,,,17.9,,,,,,
20.08.2020 01:00,21.2,,,,86,,,,,, ,,,,,,,,,,,18.8,,,,,,
20.08.2020 00:00,19.6,,,,77,,,,,, ,,,,,,,,,,,15.4,No precipitation,6,,,,
19.08.2020 23:00,20.8,,,,91,,,,,, ,,,,,,,,,,,19.3,,,,,,
19.08.2020 22:00,20.3,,,,93,,,,,, ,,,,,,,,,,,19.1,,,,,,
19.08.2020 21:00,20.2,,,,93,,,,,, ,,,,,,,,,,,19.0,,,,,,
19.08.2020 20:00,19.8,,,,94,,,,,, ,,,,,,,,,,,18.8,,,,,,
19.08.2020 19:00,19.7,,,,94,,,,,, ,,,,,,,,,,,18.7,,,,,,
19.08.2020 18:00,19.4,,,,94,,,,,, ,,,,19.4,,,,,,,18.4,10,12,,,,
19.08.2020 17:00,19.3,,,,95,,,,,, ,,,,,,,,,,,18.4,,,,,,
19.08.2020 16:00,19.1,,,,95,,,,,, ,,,,,,,,,,,18.3,,,,,,
19.08.2020 15:00,19.2,,,,94,,,,,, ,,,,,,,,,,,18.2,,,,,,
19.08.2020 14:00,19.2,,,,93,,,,,, ,,,,,,,,,,,18.0,,,,,,
19.08.2020 13:00,19.2,,,,93,,,,,, ,,,,,,,,,,,18.1,,,,,,
19.08.2020 12:00,19.2,,,,95,,,,,, ,,,,,,,,,,,18.3,4,6,,,,
19.08.2020 11:00,19.1,,,,93,,,,,, ,,,,,,,,,,,17.9,,,,,,
19.08.2020 10:00,19.1,,,,93,,,,,, ,,,,,,,,,,,18.0,,,,,,
19.08.2020 09:00,18.9,,,,92,,,,,, ,,,,,,,,,,,17.5,,,,,,
19.08.2020 08:00,18.6,,,,87,,,,,, ,,,,,,,,,,,16.3,,,,,,
19.08.2020 07:00,18.0,,,,87,,,,,, ,,,,,,,,,,,15.7,,,,,,
19.08.2020 06:00,17.0,,,,89,,,,,, ,,,16.0,,,,,,,,15.2,No precipitation,12,,,,
19.08.2020 05:00,16.5,,,,93,,,,,, ,,,,,,,,,,,15.4,,,,,,
19.08.2020 04:00,16.2,,,,93,,,,,, ,,,,,,,,,,,15.1,,,,,,
19.08.2020 03:00,16.4,,,,93,,,,,, ,,,,,,,,,,,15.3,,,,,,
19.08.2020 02:00,16.8,,,,92,,,,,, ,,,,,,,,,,,15.4,,,,,,
19.08.2020 01:00,16.9,,,,90,,,,,, ,,,,,,,,,,,15.3,,,,,,
19.08.2020 00:00,20.6,,,,91,,,,,, ,,,,,,,,,,,19.1,0.4,6,,,,
18.08.2020 23:00,18.0,,,,87,,,,,, ,,,,,,,,,,,15.7,,,,,,
18.08.2020 22:00,18.7,,,,80,,,,,, ,,,,,,,,,,,15.1,,,,,,
18.08.2020 21:00,19.4,,,,75,,,,,, ,,,,,,,,,,,14.8,,,,,,
18.08.2020 20:00,20.4,,,,71,,,,,, ,,,,,,,,,,,15.0,,,,,,
18.08.2020 19:00,21.5,,,,66,,,,,, ,,,,,,,,,,,14.9,,,,,,
18.08.2020 18:00,22.1,,,,62,,,,,, ,,,,24.1,,,,,,,14.4,No precipitation,12,,,,
18.08.2020 17:00,23.1,,,,57,,,,,, ,,,,,,,,,,,14.1,,,,,,
18.08.2020 16:00,23.3,,,,59,,,,,, ,,,,,,,,,,,14.7,,,,,,
18.08.2020 15:00,23.0,,,,61,,,,,, ,,,,,,,,,,,15.0,,,,,,
18.08.2020 14:00,23.2,,,,65,,,,,, ,,,,,,,,,,,16.3,,,,,,
18.08.2020 13:00,21.5,,,,67,,,,,, ,,,,,,,,,,,15.1,,,,,,
18.08.2020 12:00,22.1,,,,63,,,,,, ,,,,,,,,,,,14.6,No precipitation,6,,,,
18.08.2020 11:00,21.7,,,,63,,,,,, ,,,,,,,,,,,14.3,,,,,,
18.08.2020 10:00,21.2,,,,67,,,,,, ,,,,,,,,,,,14.8,,,,,,
18.08.2020 09:00,19.8,,,,70,,,,,, ,,,,,,,,,,,14.1,,,,,,
18.08.2020 08:00,19.6,,,,76,,,,,, ,,,,,,,,,,,15.2,,,,,,
18.08.2020 07:00,17.6,,,,81,,,,,, ,,,,,,,,,,,14.3,,,,,,
18.08.2020 06:00,16.8,,,,86,,,,,, ,,,16.6,,,,,,,,14.5,No precipitation,12,,,,
18.08.2020 05:00,16.8,,,,86,,,,,, ,,,,,,,,,,,14.4,,,,,,
18.08.2020 04:00,17.2,,,,85,,,,,, ,,,,,,,,,,,14.7,,,,,,
18.08.2020 03:00,17.7,,,,85,,,,,, ,,,,,,,,,,,15.1,,,,,,
18.08.2020 02:00,17.6,,,,85,,,,,, ,,,,,,,,,,,15.1,,,,,,
18.08.2020 01:00,17.5,,,,85,,,,,, ,,,,,,,,,,,15.0,,,,,,
18.08.2020 00:00,17.5,,,,89,,,,,, ,,,,,,,,,,,15.7,No precipitation,6,,,,
17.08.2020 23:00,17.9,,,,82,,,,,, ,,,,,,,,,,,14.7,,,,,,
17.08.2020 22:00,18.3,,,,79,,,,,, ,,,,,,,,,,,14.6,,,,,,
17.08.2020 21:00,18.8,,,,76,,,,,, ,,,,,,,,,,,14.4,,,,,,
17.08.2020 20:00,19.4,,,,73,,,,,, ,,,,,,,,,,,14.3,,,,,,
17.08.2020 19:00,20.3,,,,67,,,,,, ,,,,,,,,,,,14.0,,,,,,
17.08.2020 18:00,21.5,,,,62,,,,,, ,,,,23.4,,,,,,,13.8,1,12,,,,
17.08.2020 17:00,21.3,,,,65,,,,,, ,,,,,,,,,,,14.5,,,,,,
17.08.2020 16:00,19.2,,,,82,,,,,, ,,,,,,,,,,,16.0,,,,,,
17.08.2020 15:00,21.8,,,,63,,,,,, ,,,,,,,,,,,14.3,,,,,,
17.08.2020 14:00,21.7,,,,60,,,,,, ,,,,,,,,,,,13.5,,,,,,
17.08.2020 13:00,21.4,,,,69,,,,,, ,,,,,,,,,,,15.4,,,,,,
17.08.2020 12:00,19.9,,,,76,,,,,, ,,,,,,,,,,,15.6,0.8,6,,,,
17.08.2020 11:00,21.3,,,,64,,,,,, ,,,,,,,,,,,14.3,,,,,,
17.08.2020 10:00,21.7,,,,69,,,,,, ,,,,,,,,,,,15.8,,,,,,
17.08.2020 09:00,19.8,,,,75,,,,,, ,,,,,,,,,,,15.3,,,,,,
17.08.2020 08:00,19.6,,,,85,,,,,, ,,,,,,,,,,,17.0,,,,,,
17.08.2020 07:00,16.6,,,,98,,,,,, ,,,,,,,,,,,16.2,,,,,,
17.08.2020 06:00,15.8,,,,97,,,,,, ,,,15.4,,,,,,,,15.4,13,12,,,,
17.08.2020 05:00,15.6,,,,97,,,,,, ,,,,,,,,,,,15.2,,,,,,
17.08.2020 04:00,15.9,,,,97,,,,,, ,,,,,,,,,,,15.5,,,,,,
17.08.2020 03:00,15.6,,,,97,,,,,, ,,,,,,,,,,,15.1,,,,,,
17.08.2020 02:00,15.6,,,,96,,,,,, ,,,,,,,,,,,15.0,,,,,,
17.08.2020 01:00,15.9,,,,96,,,,,, ,,,,,,,,,,,15.3,,,,,,
17.08.2020 00:00,16.3,,,,96,,,,,, ,,,,,,,,,,,15.6,13,6,,,,
16.08.2020 23:00,17.0,,,,96,,,,,, ,,,,,,,,,,,16.3,,,,,,
16.08.2020 22:00,17.7,,,,96,,,,,, ,,,,,,,,,,,17.0,,,,,,
16.08.2020 21:00,17.8,,,,95,,,,,, ,,,,,,,,,,,17.0,,,,,,
16.08.2020 20:00,17.9,,,,89,,,,,, ,,,,,,,,,,,16.0,,,,,,
16.08.2020 19:00,22.0,,,,78,,,,,, ,,,,,,,,,,,17.9,,,,,,
16.08.2020 18:00,22.7,,,,68,,,,,, ,,,,24.6,,,,,,,16.4,No precipitation,12,,,,
16.08.2020 17:00,22.8,,,,66,,,,,, ,,,,,,,,,,,16.0,,,,,,
16.08.2020 16:00,22.3,,,,68,,,,,, ,,,,,,,,,,,16.0,,,,,,
16.08.2020 15:00,23.3,,,,64,,,,,, ,,,,,,,,,,,16.1,,,,,,
16.08.2020 14:00,23.7,,,,58,,,,,, ,,,,,,,,,,,14.9,,,,,,
16.08.2020 13:00,23.6,,,,64,,,,,, ,,,,,,,,,,,16.4,,,,,,
16.08.2020 12:00,24.5,,,,64,,,,,, ,,,,,,,,,,,17.2,No precipitation,6,,,,
