# Weather station Valley (airport), UK, METAR=EGOV,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGOV&lang=en
#
"Local time in Valley (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"18.09.2020 05:50";"10.0";"768.8";"768.9";"88";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"18.09.2020 04:50";"11.0";"768.8";"768.9";"88";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"18.09.2020 03:50";"12.0";"768.8";"768.9";"82";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"18.09.2020 02:50";"11.0";"768.8";"768.9";"88";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"18.09.2020 01:50";"12.0";"768.8";"768.9";"88";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"18.09.2020 00:50";"12.0";"769.5";"769.6";"88";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"17.09.2020 23:50";"13.0";"769.5";"769.6";"82";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"17.09.2020 22:50";"13.0";"770.3";"770.4";"77";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"17.09.2020 21:50";"13.0";"770.3";"770.4";"82";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"17.09.2020 20:50";"14.0";"770.3";"770.4";"77";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"17.09.2020 19:50";"15.0";"770.3";"770.4";"77";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"17.09.2020 18:50";"16.0";"769.5";"769.6";"72";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"17.09.2020 17:50";"17.0";"769.5";"769.6";"73";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"17.09.2020 17:20";"18.0";"769.5";"769.6";"64";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"17.09.2020 16:50";"19.0";"770.3";"770.4";"64";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"17.09.2020 16:20";"19.0";"770.3";"770.4";"64";"Wind blowing from the north-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"17.09.2020 15:50";"20.0";"770.3";"770.4";"69";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"17.09.2020 15:20";"19.0";"770.3";"770.4";"68";"Wind blowing from the north-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"17.09.2020 14:50";"19.0";"770.3";"770.4";"73";"Wind blowing from the north";"5";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"17.09.2020 14:20";"19.0";"770.3";"770.4";"73";"Wind blowing from the north";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"17.09.2020 13:50";"20.0";"770.3";"770.4";"69";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"17.09.2020 13:21";"21.0";"771.0";"771.1";"64";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"17.09.2020 12:50";"20.0";"771.0";"771.1";"69";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"17.09.2020 12:20";"20.0";"771.0";"771.1";"69";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"17.09.2020 11:50";"20.0";"771.0";"771.1";"73";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"17.09.2020 11:20";"20.0";"771.0";"771.1";"69";"Wind blowing from the east";"1";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"17.09.2020 10:50";"18.0";"771.8";"771.9";"73";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"17.09.2020 09:50";"17.0";"771.8";"771.9";"77";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"17.09.2020 09:20";"17.0";"771.8";"771.9";"77";"Wind blowing from the north-northeast";"3";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"13.0";
"17.09.2020 08:50";"17.0";"771.8";"771.9";"77";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"17.09.2020 08:20";"15.0";"771.8";"771.9";"88";"Wind blowing from the north-northeast";"2";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"13.0";
"17.09.2020 07:50";"15.0";"771.8";"771.9";"82";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"17.09.2020 07:20";"14.0";"771.8";"771.9";"88";"Wind blowing from the north-east";"1";"";"";"";"Few clouds (10-30%) 720 m";"10.0 and more";"12.0";
"17.09.2020 06:50";"14.0";"771.8";"771.9";"88";"Wind blowing from the east-northeast";"2";"";"";"";"Few clouds (10-30%) 720 m, broken clouds (60-90%) 1800 m";"10.0 and more";"12.0";
"17.09.2020 06:24";"14.0";"771.8";"771.9";"88";"Wind blowing from the north-east";"1";"";"";"";"Broken clouds (60-90%) 720 m";"10.0 and more";"12.0";
"17.09.2020 05:50";"14.0";"771.8";"771.9";"88";"Wind blowing from the east-northeast";"2";"";"";"";"Overcast (100%) 720 m";"10.0 and more";"12.0";
"17.09.2020 04:50";"13.0";"771.0";"771.1";"94";"Wind blowing from the north-east";"2";"";"";"";"Overcast (100%) 720 m";"10.0 and more";"12.0";
"17.09.2020 03:50";"13.0";"771.0";"771.1";"94";"Wind blowing from the east";"2";"";"";"";"Scattered clouds (40-50%) 690 m";"10.0 and more";"12.0";
"17.09.2020 02:50";"13.0";"771.0";"771.1";"94";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"17.09.2020 01:50";"13.0";"771.0";"771.1";"94";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"17.09.2020 00:50";"14.0";"771.0";"771.1";"88";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"16.09.2020 23:50";"15.0";"771.0";"771.1";"88";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"16.09.2020 22:50";"15.0";"771.0";"771.1";"94";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"16.09.2020 21:50";"16.0";"771.0";"771.1";"88";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"16.09.2020 20:50";"16.0";"771.0";"771.1";"88";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"16.09.2020 19:50";"16.0";"770.3";"770.4";"88";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"16.09.2020 18:50";"17.0";"769.5";"769.6";"83";"Wind blowing from the east-northeast";"7";"";"";"";"Few clouds (10-30%) 1080 m";"10.0 and more";"14.0";
"16.09.2020 17:50";"18.0";"769.5";"769.6";"78";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"16.09.2020 17:20";"18.0";"769.5";"769.6";"83";"Wind blowing from the east-northeast";"8";"";"";"";"Few clouds (10-30%) 360 m";"10.0 and more";"15.0";
"16.09.2020 16:50";"19.0";"769.5";"769.6";"78";"Wind blowing from the east-northeast";"8";"";"";"";"Few clouds (10-30%) 360 m";"10.0 and more";"15.0";
"16.09.2020 16:20";"19.0";"768.8";"768.9";"78";"Wind blowing from the east-northeast";"8";"";"";"";"Few clouds (10-30%) 360 m";"10.0 and more";"15.0";
"16.09.2020 15:50";"19.0";"768.8";"768.9";"78";"Wind blowing from the east-northeast";"9";"";"";"";"Few clouds (10-30%) 360 m";"10.0 and more";"15.0";
"16.09.2020 15:20";"19.0";"768.8";"768.9";"78";"Wind blowing from the east-northeast";"9";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"16.09.2020 14:50";"19.0";"768.8";"768.9";"78";"Wind blowing from the east-northeast";"9";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"16.09.2020 13:50";"19.0";"769.5";"769.6";"83";"Wind blowing from the east-northeast";"8";"";"";"";"Few clouds (10-30%) 180 m";"10.0 and more";"16.0";
"16.09.2020 13:20";"19.0";"768.8";"768.9";"78";"Wind blowing from the east-northeast";"8";"";"";"";"Few clouds (10-30%) 150 m";"10.0 and more";"15.0";
"16.09.2020 12:50";"19.0";"769.5";"769.6";"83";"Wind blowing from the east-northeast";"7";"";"";"";"Few clouds (10-30%) 180 m";"10.0 and more";"16.0";
"16.09.2020 12:21";"18.0";"769.5";"769.6";"88";"Wind blowing from the north-east";"6";"";"";"";"Few clouds (10-30%) 150 m";"10.0 and more";"16.0";
"16.09.2020 11:50";"17.0";"769.5";"769.6";"94";"Wind blowing from the east-northeast";"6";"";"";"";"Scattered clouds (40-50%) 150 m";"10.0 and more";"16.0";
"16.09.2020 11:20";"17.0";"768.8";"768.9";"88";"Wind blowing from the east-northeast";"5";"";"";"";"Scattered clouds (40-50%) 150 m";"10.0 and more";"15.0";
"16.09.2020 10:50";"18.0";"768.8";"768.9";"83";"Wind blowing from the east-northeast";"6";"";"";"";"Broken clouds (60-90%) 180 m";"10.0 and more";"15.0";
"16.09.2020 09:50";"17.0";"768.8";"768.9";"94";"Wind blowing from the north-east";"5";"";"Mist";"";"Broken clouds (60-90%) 150 m";"7.0";"16.0";
"16.09.2020 09:32";"17.0";"768.8";"768.9";"94";"Wind blowing from the north-east";"4";"";"Mist";"";"Broken clouds (60-90%) 150 m";"4.5";"16.0";
"16.09.2020 08:50";"16.0";"768.8";"768.9";"100";"Wind blowing from the north-northeast";"5";"";"Mist";"";"Few clouds (10-30%) 30 m, broken clouds (60-90%) 120 m";"3.0";"16.0";
"16.09.2020 08:20";"15.0";"768.8";"768.9";"94";"Wind blowing from the north-northeast";"3";"";"Fog";"";"Broken clouds (60-90%) 30 m";"0.6";"14.0";
"16.09.2020 07:50";"14.0";"768.8";"768.9";"100";"Wind blowing from the north-east";"2";"";"Fog";"";"Vertical visibility";"0.4";"14.0";
"16.09.2020 07:20";"14.0";"768.8";"768.9";"100";"Wind blowing from the north";"2";"";"Fog";"";"No clouds";"0.2";"14.0";
"16.09.2020 06:50";"14.0";"768.0";"768.1";"100";"Wind blowing from the east-northeast";"1";"";"Fog";"";"Vertical visibility";"0.2";"14.0";
"16.09.2020 06:20";"14.0";"768.0";"768.1";"94";"Wind blowing from the east";"1";"";"Fog";"";"No clouds";"0.2";"13.0";
"16.09.2020 05:50";"14.0";"767.2";"767.3";"100";"Wind blowing from the east-southeast";"1";"";"Fog";"";"Vertical visibility";"0.1";"14.0";
"16.09.2020 04:50";"14.0";"767.2";"767.3";"100";"Wind blowing from the east-northeast";"1";"";"Fog";"";"Vertical visibility";"0.1";"14.0";
"16.09.2020 03:50";"15.0";"767.2";"767.3";"94";"Wind blowing from the south-west";"1";"";"Fog";"";"Vertical visibility";"0.1";"14.0";
"16.09.2020 02:50";"15.0";"767.2";"767.3";"100";"Wind blowing from the south-west";"1";"";"Fog";"";"Vertical visibility";"0.1";"15.0";
"16.09.2020 01:50";"15.0";"767.2";"767.3";"94";"Wind blowing from the south-southwest";"3";"";"Fog";"";"Vertical visibility";"0.1";"14.0";
"16.09.2020 00:50";"15.0";"767.2";"767.3";"100";"Wind blowing from the south-west";"3";"";"Fog";"";"Vertical visibility";"0.2";"15.0";
"15.09.2020 23:50";"14.0";"766.5";"766.6";"100";"Wind blowing from the west-southwest";"3";"";"Fog";"";"Vertical visibility";"0.3";"14.0";
"15.09.2020 22:50";"14.0";"766.5";"766.6";"100";"Wind blowing from the west";"2";"";"Fog";"";"Vertical visibility";"0.1";"14.0";
"15.09.2020 21:50";"14.0";"766.5";"766.6";"100";"Wind blowing from the west-southwest";"3";"";"Fog";"";"Vertical visibility";"0.2";"14.0";
"15.09.2020 20:50";"15.0";"765.7";"765.8";"100";"Wind blowing from the south-southwest";"3";"";"Fog";"";"Vertical visibility";"0.1";"15.0";
"15.09.2020 19:50";"15.0";"765.7";"765.8";"94";"Wind blowing from the south-southwest";"3";"";"Unknown precipitation";"";"Vertical visibility";"0.1";"14.0";
"15.09.2020 18:50";"16.0";"764.9";"765.0";"94";"Wind blowing from the south-west";"2";"";"Fog";"";"Broken clouds (60-90%) 30 m, scattered clouds (40-50%) 3300 m";"1.1";"15.0";
"15.09.2020 17:50";"17.0";"764.9";"765.0";"88";"Wind blowing from the south-west";"2";"";"";"";"Few clouds (10-30%) 1500 m";"10.0 and more";"15.0";
"15.09.2020 16:50";"18.0";"764.9";"765.0";"83";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 4200 m";"10.0 and more";"15.0";
"15.09.2020 15:50";"18.0";"764.2";"764.3";"83";"Wind blowing from the south-west";"4";"";"";"";"Scattered clouds (40-50%) 4200 m";"10.0 and more";"15.0";
"15.09.2020 15:20";"19.0";"764.2";"764.3";"78";"Wind blowing from the west-southwest";"4";"";"";"";"Few clouds (10-30%) 90 m, scattered clouds (40-50%) 4200 m, broken clouds (60-90%) 7500 m";"10.0 and more";"15.0";
"15.09.2020 14:50";"18.0";"764.2";"764.3";"78";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"15.09.2020 14:23";"19.0";"764.2";"764.3";"78";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"15.09.2020 13:50";"19.0";"764.2";"764.3";"78";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"15.09.2020 13:23";"20.0";"764.2";"764.3";"73";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"15.09.2020 12:50";"19.0";"764.2";"764.3";"78";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"15.09.2020 12:21";"20.0";"764.2";"764.3";"78";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"15.09.2020 11:50";"20.0";"764.2";"764.3";"73";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"15.09.2020 11:20";"19.0";"764.2";"764.3";"73";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"15.09.2020 10:50";"20.0";"764.2";"764.3";"69";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"15.09.2020 10:21";"20.0";"764.2";"764.3";"69";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"15.09.2020 09:50";"20.0";"764.2";"764.3";"73";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"15.09.2020 09:21";"18.0";"764.2";"764.3";"83";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"15.09.2020 08:50";"18.0";"763.4";"763.5";"83";"Wind blowing from the south-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"15.09.2020 08:20";"17.0";"763.4";"763.5";"88";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"15.09.2020 07:50";"18.0";"763.4";"763.5";"83";"Wind blowing from the west-northwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"15.09.2020 07:20";"18.0";"762.7";"762.8";"78";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"15.09.2020 06:50";"17.0";"762.7";"762.8";"83";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"15.09.2020 06:20";"17.0";"762.7";"762.8";"83";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"15.09.2020 05:50";"17.0";"762.7";"762.8";"88";"Wind blowing from the north-west";"1";"";"";"Rain";"Broken clouds (60-90%) 3300 m";"10.0 and more";"15.0";
"15.09.2020 04:50";"17.0";"762.7";"762.8";"83";"Wind blowing from the east";"1";"";"Light rain";"";"Broken clouds (60-90%) 3000 m";"10.0 and more";"14.0";
"15.09.2020 03:50";"17.0";"762.7";"762.8";"77";"Wind blowing from the east-northeast";"1";"";"";"";"Broken clouds (60-90%) 3600 m";"10.0 and more";"13.0";
"15.09.2020 02:50";"18.0";"762.7";"762.8";"73";"Wind blowing from the east";"2";"";"";"";"Scattered clouds (40-50%) 3600 m";"10.0 and more";"13.0";
"15.09.2020 01:50";"18.0";"762.7";"762.8";"73";"Wind blowing from the east";"2";"";"";"";"Overcast (100%) 3900 m";"10.0 and more";"13.0";
"15.09.2020 00:50";"18.0";"762.7";"762.8";"78";"Wind blowing from the east";"2";"";"";"";"Broken clouds (60-90%) 4500 m";"10.0 and more";"14.0";
"14.09.2020 23:50";"18.0";"763.4";"763.5";"78";"Wind blowing from the north-east";"1";"";"";"";"Overcast (100%) 4200 m";"10.0 and more";"14.0";
"14.09.2020 22:50";"18.0";"763.4";"763.5";"78";"Wind blowing from the east-northeast";"2";"";"";"";"Broken clouds (60-90%) 4200 m";"10.0 and more";"14.0";
"14.09.2020 21:50";"18.0";"763.4";"763.5";"78";"Wind blowing from the east-northeast";"2";"";"";"";"Few clouds (10-30%) 3900 m";"10.0 and more";"14.0";
"14.09.2020 20:50";"18.0";"763.4";"763.5";"78";"Wind blowing from the east";"3";"";"";"";"Broken clouds (60-90%) 5100 m, broken clouds (60-90%) 6600 m";"10.0 and more";"14.0";
"14.09.2020 19:50";"19.0";"763.4";"763.5";"73";"Wind blowing from the east-northeast";"3";"";"";"";"Few clouds (10-30%) 5400 m, broken clouds (60-90%) 6600 m";"10.0 and more";"14.0";
"14.09.2020 18:50";"19.0";"763.4";"763.5";"78";"Wind blowing from the east";"4";"";"";"";"Broken clouds (60-90%) 6000 m";"10.0 and more";"15.0";
"14.09.2020 17:50";"22.0";"763.4";"763.5";"65";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 5700 m";"10.0 and more";"15.0";
"14.09.2020 17:21";"24.0";"763.4";"763.5";"50";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 16:50";"24.0";"763.4";"763.5";"47";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"14.09.2020 16:20";"24.0";"763.4";"763.5";"47";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"14.09.2020 15:50";"24.0";"763.4";"763.5";"50";"Wind blowing from the south-southeast";"2";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5700 m, broken clouds (60-90%) 9000 m";"10.0 and more";"13.0";
"14.09.2020 15:23";"23.0";"763.4";"763.5";"50";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5700 m, broken clouds (60-90%) 9000 m";"10.0 and more";"12.0";
"14.09.2020 14:50";"23.0";"764.2";"764.3";"50";"Wind blowing from the south";"3";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5700 m, broken clouds (60-90%) 9000 m";"10.0 and more";"12.0";
"14.09.2020 14:20";"23.0";"764.2";"764.3";"53";"Wind blowing from the south";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 13:50";"23.0";"764.2";"764.3";"53";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 12:50";"22.0";"764.2";"764.3";"57";"Wind blowing from the south-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 12:20";"22.0";"764.2";"764.3";"57";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 11:50";"22.0";"764.9";"765.0";"57";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 11:20";"21.0";"764.9";"765.0";"60";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 10:50";"21.0";"764.9";"765.0";"57";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"14.09.2020 10:20";"20.0";"764.9";"765.0";"60";"Wind blowing from the south-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"14.09.2020 09:50";"19.0";"764.9";"765.0";"68";"Wind blowing from the south";"6";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 09:21";"19.0";"765.7";"765.8";"68";"Wind blowing from the south-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 08:50";"18.0";"765.7";"765.8";"73";"Wind blowing from the south";"6";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 08:20";"18.0";"765.7";"765.8";"78";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"14.09.2020 07:50";"17.0";"764.9";"765.0";"83";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"14.09.2020 07:20";"16.0";"764.9";"765.0";"88";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"14.09.2020 06:50";"15.0";"764.9";"765.0";"88";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 06:20";"14.0";"764.9";"765.0";"94";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"14.09.2020 05:50";"14.0";"764.9";"765.0";"88";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"14.09.2020 04:50";"15.0";"764.2";"764.3";"94";"Wind blowing from the south-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"14.09.2020 03:50";"16.0";"764.9";"765.0";"88";"Wind blowing from the south";"5";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"14.09.2020 02:50";"15.0";"764.9";"765.0";"94";"Wind blowing from the south";"5";"";"";"";"Scattered clouds (40-50%) 390 m";"10.0 and more";"14.0";
"14.09.2020 01:50";"15.0";"764.9";"765.0";"94";"Wind blowing from the south";"6";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"14.0";
"14.09.2020 00:50";"16.0";"765.7";"765.8";"88";"Wind blowing from the south";"8";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"14.0";
"13.09.2020 23:50";"16.0";"765.7";"765.8";"88";"Wind blowing from the south-southwest";"9";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"14.0";
"13.09.2020 22:50";"15.0";"765.7";"765.8";"94";"Wind blowing from the south-southwest";"10";"";"";"";"Broken clouds (60-90%) 330 m";"10.0 and more";"14.0";
"13.09.2020 21:50";"15.0";"765.7";"765.8";"94";"Wind blowing from the south-southwest";"8";"";"";"";"Few clouds (10-30%) 270 m";"10.0 and more";"14.0";
"13.09.2020 20:50";"16.0";"765.7";"765.8";"88";"Wind blowing from the south-southwest";"8";"";"";"";"Broken clouds (60-90%) 330 m";"10.0 and more";"14.0";
"13.09.2020 19:50";"16.0";"765.7";"765.8";"88";"Wind blowing from the south-southwest";"10";"";"";"";"Broken clouds (60-90%) 390 m";"10.0 and more";"14.0";
"13.09.2020 18:50";"16.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"10";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"14.0";
"13.09.2020 17:50";"16.0";"764.9";"765.0";"83";"Wind blowing from the south-southwest";"12";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"13.0";
"13.09.2020 16:50";"16.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"11";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"14.0";
"13.09.2020 15:50";"17.0";"764.9";"765.0";"83";"Wind blowing from the south-southwest";"12";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"14.0";
"13.09.2020 14:50";"17.0";"764.9";"765.0";"83";"Wind blowing from the south-southwest";"12";"";"";"";"Broken clouds (60-90%) 450 m";"10.0 and more";"14.0";
"13.09.2020 13:50";"17.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"12";"";"";"";"Overcast (100%) 300 m";"10.0 and more";"15.0";
"13.09.2020 12:50";"17.0";"765.7";"765.8";"88";"Wind blowing from the south-southwest";"11";"";"";"";"Overcast (100%) 240 m";"9.0";"15.0";
"13.09.2020 11:50";"17.0";"764.9";"765.0";"88";"Wind blowing from the south-southwest";"11";"";"";"";"Overcast (100%) 240 m";"10.0 and more";"15.0";
"13.09.2020 10:50";"16.0";"764.9";"765.0";"94";"Wind blowing from the south-southwest";"12";"";"";"";"Overcast (100%) 270 m";"10.0 and more";"15.0";
"13.09.2020 09:50";"16.0";"764.9";"765.0";"94";"Wind blowing from the south-southwest";"13";"";"";"";"Overcast (100%) 240 m";"10.0 and more";"15.0";
"13.09.2020 08:50";"16.0";"764.9";"765.0";"94";"Wind blowing from the south-southwest";"10";"";"";"";"Overcast (100%) 240 m";"9.0";"15.0";
"13.09.2020 07:50";"16.0";"764.2";"764.3";"94";"Wind blowing from the south-southwest";"11";"";"";"";"Broken clouds (60-90%) 240 m, scattered clouds (40-50%) 510 m";"10.0 and more";"15.0";
"13.09.2020 06:50";"16.0";"763.4";"763.5";"94";"Wind blowing from the south-southwest";"12";"";"";"";"Overcast (100%) 270 m";"10.0 and more";"15.0";
"13.09.2020 05:50";"16.0";"763.4";"763.5";"94";"Wind blowing from the south-southwest";"13";"";"Haze";"";"Overcast (100%) 300 m";"9.0";"15.0";
"13.09.2020 04:50";"16.0";"762.7";"762.8";"88";"Wind blowing from the south-southwest";"14";"";"";"";"Broken clouds (60-90%) 330 m, broken clouds (60-90%) 540 m";"10.0 and more";"14.0";
"13.09.2020 03:50";"16.0";"762.7";"762.8";"88";"Wind blowing from the south-southwest";"13";"";"";"";"Broken clouds (60-90%) 360 m";"9.0";"14.0";
"13.09.2020 02:50";"16.0";"762.7";"762.8";"88";"Wind blowing from the south-southwest";"13";"";"Haze";"";"Overcast (100%) 420 m";"9.0";"14.0";
"13.09.2020 01:50";"16.0";"762.7";"762.8";"88";"Wind blowing from the south-southwest";"14";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"14.0";
"13.09.2020 00:50";"16.0";"762.7";"762.8";"88";"Wind blowing from the south-southwest";"15";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"14.0";
"12.09.2020 23:50";"16.0";"762.7";"762.8";"88";"Wind blowing from the south-southwest";"13";"";"Haze";"";"Broken clouds (60-90%) 390 m";"9.0";"14.0";
"12.09.2020 22:50";"16.0";"762.7";"762.8";"88";"Wind blowing from the south-southwest";"14";"";"";"";"Broken clouds (60-90%) 390 m, broken clouds (60-90%) 630 m";"9.0";"14.0";
